1,1,ATL,Aundray Bruce\BrucAu20,LB,22,1998,2,25,17,151
1,2,KAN,Neil Smith\SmitNe00,DE,22,2000,11,95,78,191
1,3,DET,Bennie Blades\BladBe00,DB,22,1997,9,45,42,136
1,4,TAM,Paul Gruber\GrubPa20,T,23,1999,12,59,59,183
1,5,CIN,Rickey Dixon\DixoRi21,DB,21,1993,2,14,13,82
1,6,RAI,Tim Brown HOF\BrowTi00,WR,22,2004,13,104,104,255
1,7,GNB,Sterling Sharpe\SharSt00,WR,23,1994,7,69,69,112
1,8,NYJ,Dave Cadigan\CadiDa20,G,23,1994,5,28,23,82
1,9,RAI,Terry McDaniel\McDaTe00,DB,23,1998,9,69,69,152
1,10,NYG,Eric Moore\MoorEr20,G,23,1995,5,36,34,84
1,11,DAL,Michael Irvin HOF\IrviMi00,WR,22,1999,10,106,106,159
1,12,PHO,Ken Harvey\HarvKe00,LB,23,1998,9,64,23,164
1,13,PHI,Keith Jackson\JackKe00,TE,23,1996,7,43,23,129
1,14,RAM,Gaston Green\GreeGa00,RB,22,1992,2,16,4,58
1,15,SDG,Anthony Miller\MillAn00,WR,23,1997,10,74,46,155
1,16,MIA,Eric Kumerow\KumeEr20,DE,23,1990,0,4,4,42
1,17,NWE,John Stephens\StepJo00,RB,22,1993,4,23,21,88
1,18,PIT,Aaron Jones\JoneAa20,DE,21,1996,2,18,12,112
1,19,MIN,Randall McDaniel HOF\McDaRa00,G,23,2001,13,119,111,222
1,20,RAM,Aaron Cox\CoxxAa00,WR,23,1993,1,15,15,82
1,21,CLE,Clifford Charlton\CharCl20,LB,23,1989,0,3,3,31
1,22,HOU,Lorenzo White\WhitLo00,RB,22,1995,3,43,42,107
1,23,CHI,Brad Muster\MustBr00,RB,23,1994,5,31,29,95
1,24,NOR,Craig Heyward\HeywCr00,RB,22,1998,6,38,14,149
1,25,RAI,Scott Davis\DaviSc20,DT,23,1994,3,23,23,75
1,26,DEN,Ted Gregory\GregTe20,NT,23,1988,0,0,,3
1,27,CHI,Wendell Davis\DaviWe00,WR,22,1993,3,27,27,81
2,28,ATL,Marcus Cotton\CottMa20,LB,22,1991,0,5,5,44
2,29,DET,Chris Spielman\SpieCh00,LB,22,1997,10,74,61,148
2,30,PHI,Eric Allen\AlleEr00,DB,22,2001,14,99,73,217
2,31,CIN,Ickey Woods\WoodIc00,RB,22,1991,1,19,19,37
2,32,DET,Pat Carter\CartPa00,TE,22,1997,6,8,1,154
2,33,SFO,Danny Stubbs\StubDa20,DE,23,1998,3,30,3,134
2,34,GNB,Shawn Patterson\PattSh20,DE,24,1993,0,10,10,48
2,35,RAM,Anthony Newman\NewmAn20,DB,22,1999,7,41,18,178
2,36,NYG,Jumbo Elliott\ElliJu00,T,23,2002,10,63,41,197
2,37,NYJ,Terry Williams\WillTe21,DB,22,1989,0,0,0,11
2,38,PHO,Tony Jeffery\JeffTo20,RB,24,1988,0,0,0,3
2,39,SFO,Pierce Holt\HoltPi00,DE,26,1995,7,46,36,109
2,40,BUF,Thurman Thomas HOF\ThomTh00,RB,22,2000,10,112,111,182
2,41,DAL,Ken Norton\NortKe00,LB,22,2000,12,82,35,191
2,42,MIA,Jarvis Williams\WillJa25,DB,23,1994,7,36,30,104
2,43,NWE,Vincent Brown\BrowVi20,LB,23,1995,7,51,51,123
2,44,PIT,Dermontti Dawson HOF\DawsDe00,C,23,2000,10,98,98,184
