1,1,NWE,Drew Bledsoe\BledDr00,QB,21,2006,12,103,71,194
1,2,SEA,Rick Mirer\MireRi00,QB,23,2003,5,32,27,80
1,3,PHO,Garrison Hearst\HearGa00,RB,22,2004,7,71,7,126
1,4,NYJ,Marvin Jones\JoneMa23,LB,21,2003,9,54,54,142
1,5,CIN,John Copeland\CopeJo20,DE,23,2000,6,39,39,107
1,6,TAM,Eric Curry\CurrEr20,DE,23,1999,3,19,18,75
1,7,CHI,Curtis Conway\ConwCu00,WR,22,2004,9,61,36,167
1,8,NOR,Willie Roaf HOF\RoafWi00,T,23,2005,12,107,61,189
1,9,ATL,Lincoln Kennedy\KennLi00,T,22,2003,9,77,9,169
1,10,RAM,Jerome Bettis HOF\BettJe00,RB,21,2005,11,79,19,192
1,11,DEN,Dan Williams\WillDa20,DE,23,2000,2,32,15,87
1,12,RAI,Patrick Bates\BatePa20,DB,22,1996,1,8,5,44
1,13,HOU,Brad Hopkins\HopkBr00,T,23,2005,13,70,70,194
1,14,CLE,Steve Everitt\EverSt20,C,23,2000,6,36,19,103
1,15,GNB,Wayne Simmons\SimmWa20,LB,23,1998,4,33,24,90
1,16,IND,Sean Dawkins\DawkSe00,WR,22,2001,6,48,28,140
1,17,WAS,Tom Carter\CartTo20,DB,21,2001,6,36,22,118
1,18,PHO,Ernest Dye\DyexEr20,T,22,1997,2,10,10,50
1,19,PHI,Lester Holmes\HolmLe20,G,24,2000,6,38,16,102
1,20,NOR,Irv Smith\SmitIr00,TE,21,1999,5,14,10,95
1,21,MIN,Robert Smith\SmitRo00,RB,21,2000,6,61,61,98
1,22,SDG,Darrien Gordon\GordDa20,DB,22,2002,3,42,15,138
1,23,PIT,Deon Figures\FiguDe20,DB,23,1998,2,20,11,93
1,24,PHI,Leonard Renfro\RenfLe20,DT,23,1994,0,3,3,23
1,25,MIA,O.J. McDuffie\McDuO.00,WR,23,2000,5,44,44,116
1,26,SFO,Dana Stubblefield\StubDa00,DT,22,2003,9,73,57,154
1,27,SFO,Todd Kelly\KellTo20,LB,22,1996,0,5,4,45
1,28,BUF,Thomas Smith\SmitTh21,DB,22,2001,7,46,42,137
1,29,GNB,George Teague\TeagGe20,DB,22,2001,6,40,18,133
2,30,SEA,Carlton Gray\GrayCa20,DB,22,2000,4,23,18,102
2,31,NWE,Chris Slade\SladCh00,LB,22,2001,6,54,52,142
2,32,PHO,Ben Coleman\ColeBe20,G,22,2001,6,44,4,135
2,33,DET,Ryan McNeil\McNeRy20,DB,22,2003,9,54,17,161
2,34,TAM,Demetrious DuBose\DuBoDe20,LB,22,1996,0,5,5,60
2,35,CHI,Carl Simpson\SimpCa20,DT,23,1998,2,24,23,87
2,36,NYJ,Coleman Rudolph\RudoCo20,DE,22,1996,0,6,0,48
2,37,CIN,Tony McGee\McGeTo00,TE,22,2003,10,28,27,156
2,38,ATL,Roger Harper\HarpRo20,DB,22,1996,3,10,10,56
2,39,RAM,Troy Drayton\DrayTr00,TE,23,2000,6,21,7,122
2,40,NYG,Michael Strahan HOF\StraMi02,DE,21,2007,14,121,121,216
2,41,SDG,Natrone Means\MeanNa00,RB,21,2000,4,38,28,88
2,42,CLE,Dan Footman\FootDa20,DE,24,1998,2,18,9,69
2,43,DEN,Glyn Milburn\MilbGl00,RB,22,2001,0,19,14,138
2,44,PIT,Chad Brown\BrowCh04,LB,23,2007,10,85,32,188
2,45,WAS,Reggie Brooks\BrooRe00,RB,22,1996,1,13,11,41
2,46,DAL,Kevin Williams\WillKe00,WR,22,2000,2,27,17,121
2,47,HOU,Micheal Barrow\BarrMi20,LB,23,2005,10,62,19,173
2,48,SFO,Adrian Hardy\HardAd20,DB,23,1995,0,3,1,36
2,49,IND,Roosevelt Potts\PottRo00,RB,22,1998,4,16,14,71
2,50,PHI,Victor Bailey\BailVi00,WR,23,1996,1,8,8,34
2,51,NWE,Todd Rucci\RuccTo20,G,23,1999,5,35,35,85
2,52,MIN,Qadry Ismail\IsmaQa00,WR,22,2002,4,38,12,137
2,53,NOR,Reggie Freeman\FreeRe20,LB,23,1993,0,1,1,10
2,54,DAL,Darrin Smith\SmitDa22,LB,23,2004,8,56,24,156
2,55,BUF,John Parrella\ParrJo20,DT,23,2004,6,49,0,172
2,56,NWE,Vincent Brisby\BrisVi00,WR,22,2000,3,24,24,86
3,57,MIN,John Gerak\GeraJo20,G,23,1997,3,16,9,63
3,58,RAI,Billy Joe Hobert\HobeBi00,QB,22,1999,0,7,3,29
3,59,CIN,Steve Tovar\TovaSt20,LB,23,2000,3,29,25,121
3,60,TAM,Lamar Thomas\ThomLa00,WR,23,1998,1,12,2,73
3,61,CHI,Chris Gedney\GednCh00,TE,23,2000,0,8,4,73
3,62,DET,Antonio London\LondAn20,LB,22,1998,1,12,12,76
3,63,CIN,Ty Parten\PartTy20,DE,23,2000,0,7,3,62
3,64,SDG,Joe Cocozzo\CocoJo20,G,23,1997,3,22,22,77
3,65,IND,Ray Buchanan\BuchRa00,DB,22,2004,11,64,21,184
3,66,NYG,Marcus Buckley\BuckMa20,LB,22,1999,1,16,16,101
3,67,ATL,Harold Alexander\AlexHa20,P,22,1994,2,4,4,31
3,68,DET,Mike Compton\CompMi20,G,23,2004,6,52,35,151
