1,1,BUF,Bruce Smith HOF\SmitBr00,DE,22,2003,18,148,139,279
1,2,ATL,Bill Fralic\FralBi00,G,22,1993,9,58,53,132
1,3,HOU,Ray Childress\ChilRa00,DT,22,1996,10,90,90,163
1,4,MIN,Chris Doleman HOF\DoleCh00,DE,23,1999,13,114,87,232
1,5,IND,Duane Bickett\BickDu00,LB,22,1996,9,63,62,175
1,6,DET,Lomas Brown\BrowLo00,T,22,2002,16,95,70,263
1,7,GNB,Ken Ruettgers\RuetKe20,T,23,1996,9,55,55,156
1,8,TAM,Ron Holmes\HolmRo21,DE,22,1992,6,32,15,102
1,9,PHI,Kevin Allen\AlleKe21,T,22,1985,0,3,3,16
1,10,NYJ,Al Toon\ToonAl00,WR,22,1992,8,54,54,107
1,11,HOU,Richard Johnson\JohnRi21,DB,22,1992,2,20,20,98
1,12,SDG,Jim Lachey\LachJi00,T,22,1995,9,78,18,131
1,13,CIN,Eddie Brown\BrowEd00,WR,22,1991,7,58,58,102
1,14,BUF,Derrick Burroughs\BurrDe20,DB,23,1989,3,19,19,58
1,15,KAN,Ethan Horton\HortEt00,TE,22,1994,5,22,3,116
1,16,SFO,Jerry Rice HOF\RiceJe00,WR,22,2004,18,159,149,303
1,17,DAL,Kevin Brooks\BrooKe20,DT,22,1990,3,21,13,69
1,18,STL,Freddie Joe Nunn\NunnFr20,DE,23,1996,8,48,46,157
1,19,NYG,George Adams\AdamGe00,RB,22,1991,1,12,12,76
1,20,PIT,Darryl Sims\SimsDa20,DE,24,1988,0,8,3,58
1,21,RAM,Jerry Gray\GrayJe00,DB,22,1993,7,58,51,134
1,22,CHI,William Perry\PerrWi20,DT,22,1994,9,48,39,138
1,23,RAI,Jessie Hester\HestJe00,WR,22,1995,7,37,9,147
1,24,NOR,Alvin Toles\ToleAl20,LB,22,1988,1,11,11,55
1,25,CIN,Emanuel King\KingEm20,LB,22,1989,2,15,13,67
1,26,DEN,Steve Sewell\SeweSt00,RB,22,1991,0,26,26,94
1,27,MIA,Lorenzo Hampton\HampLo00,RB,23,1989,3,25,25,70
1,28,NWE,Trevor Matich\MatiTr20,C,23,1996,0,16,4,148
2,29,BUF,Mark Traynowicz\TrayMa20,G,22,1989,0,3,3,52
2,30,MIN,Issiac Holt\HoltIs20,DB,22,1992,5,34,15,113
2,31,DEN,Vance Johnson\JohnVa00,WR,22,1995,6,47,47,128
2,32,IND,Don Anderson\AndeDo20,DB,22,1987,0,1,0,16
2,33,WAS,Tory Nixon\NixoTo20,DB,23,1988,0,5,,50
2,34,DET,Kevin Glover\GlovKe00,C,22,1999,12,71,67,191
2,35,CLE,Greg Allen\AlleGr21,RB,22,1986,0,0,0,9
2,36,HOU,Richard Byrd\ByrdRi20,DE,23,1989,3,19,19,75
2,37,PHI,Randall Cunningham\CunnRa00,QB,22,2001,7,107,83,161
2,38,NOR,Daren Gilbert\GilbDa20,T,21,1988,0,9,9,42
2,39,SDG,Wayne Davis\DaviWa20,DB,22,1990,0,10,6,73
2,40,NYJ,Lester Lyles\LyleLe20,DB,22,1990,1,13,8,63
2,41,KAN,Jonathan Hayes\HayeJo00,TE,23,1996,6,14,13,184
2,42,BUF,Chris Burkett\BurkCh00,WR,23,1993,3,31,16,131
2,43,CIN,Carl Zander\ZandCa20,LB,22,1991,6,35,35,106
2,44,DAL,Jesse Penn\PennJe20,LB,23,1987,0,5,5,42
2,45,ATL,Mike Gann\GannMi20,DE,21,1993,8,43,43,118
2,46,NYG,Stacy Robinson\RobiSt00,WR,23,1990,1,6,6,43
2,47,PIT,Mark Behning\BehnMa20,T,24,1986,0,2,2,16
2,48,NWE,Garin Veris\VeriGa20,DE,22,1992,3,26,26,88
2,49,CHI,Reggie Phillips\PhilRe20,DB,24,1988,0,10,10,60
2,50,RAM,Chuck Scott\ScotCh22,WR,22,1987,0,1,1,11
2,51,STL,Scott Bergold\BergSc20,T,23,1985,0,1,1,16
2,52,NWE,Jim Bowman\BowmJi20,DB,21,1989,1,9,9,73
2,53,SEA,Owen Gill\GillOw20,RB,23,1987,0,4,,32
2,54,DEN,Simon Fletcher\FletSi20,LB,23,1995,9,62,62,172
2,55,SDG,Jeffery Dale\DaleJe20,DB,22,1988,2,14,14,42
2,56,NWE,Ben Thomas\ThomBe20,DE,24,1991,1,9,2,54
3,57,BUF,Frank Reich\ReicFr00,QB,23,1998,1,15,8,118
3,58,NYG,Tyrone Davis\DaviTy21,DB,23,1985,0,1,1,7
3,59,MIN,Kirk Lowdermilk\LowdKi20,C,22,1996,10,57,31,178
3,60,MIN,Tim Meamber\MeamTi20,LB,22,1985,0,0,0,4
3,61,IND,Anthony Young\YounAn21,DB,21,1985,1,5,5,14
3,62,DET,James Johnson\JohnJa22,LB,23,1987,0,1,1,13
3,63,BUF,Hal Garner\GarnHa20,LB,23,1991,0,4,4,67
3,64,TAM,Ervin Randle\RandEr20,LB,22,1992,3,25,21,105
3,65,MIA,George Little\LittGe20,DE,22,1987,1,8,8,39
3,66,MIN,Tim Long\LongTi20,C,22,1987,0,0,,2
3,67,NYJ,Donnie Elder\EldeDo20,DB,21,1991,0,2,1,82
3,68,NOR,Jack Del Rio\DelxJa00,LB,22,1995,10,55,6,160
