2006,1,1,HOU,Mario Williams\WillMa22,,DE,21,2016,9,76,34,158
2006,1,2,NOR,Reggie Bush\BushRe00,,RB,21,2016,6,61,33,134
2006,1,3,TEN,Vince Young\YounVi00,,QB,23,2011,4,33,31,60
2006,1,4,NYJ,D'Brickashaw Ferguson\FergDB20,,T,22,2015,10,57,57,160
2006,1,5,GNB,A.J. Hawk\HawkA.20,,LB,22,2016,10,59,56,159
2006,1,6,SFO,Vernon Davis\DaviVe00,,TE,22,2016,10,46,42,164
2006,1,7,OAK,Michael Huff\HuffMi20,,DB,23,2013,6,33,32,118
2006,1,8,BUF,Donte Whitner\WhitDo20,,DB,21,2016,9,50,18,157
2006,1,9,DET,Ernie Sims\SimsEr20,,LB,21,2013,5,30,19,109
2006,1,10,ARI,Matt Leinart\LeinMa00,,QB,23,2012,1,12,12,33
2006,1,11,DEN,Jay Cutler\CutlJa00,,QB,23,2016,9,84,28,139
2006,1,12,BAL,Haloti Ngata\NgatHa20,,DT,22,2016,11,100,95,162
2006,1,13,CLE,Kamerion Wimbley\WimbKa20,,DE,22,2014,8,46,26,140
2006,1,14,PHI,Brodrick Bunkley\BunkBr20,,DT,22,2014,7,42,26,130
2006,1,15,STL,Tye Hill\HillTy20,,DB,24,2010,0,9,7,40
2006,1,16,MIA,Jason Allen\AlleJa23,,DB,23,2012,1,13,9,98
2006,1,17,MIN,Chad Greenway\GreeCh99,,LB,23,2016,10,65,65,156
2006,1,18,DAL,Bobby Carpenter\CarpBo20,,LB,23,2012,0,10,5,93
2006,1,19,SDG,Antonio Cromartie\CromAn20,,DB,22,2016,8,61,23,162
2006,1,20,KAN,Tamba Hali\HaliTa20,,DE,22,2016,10,77,77,172
2006,1,21,NWE,Laurence Maroney\MaroLa00,,RB,21,2010,0,26,25,49
2006,1,22,SFO,Manny Lawson\LawsMa20,,DE,22,2015,7,47,22,143
2006,1,23,TAM,Davin Joseph\JoseDa20,,G,22,2014,8,45,41,116
2006,1,24,CIN,Johnathan Joseph\JoseJo20,,DB,22,2016,10,59,18,156
2006,1,25,PIT,Santonio Holmes\HolmSa00,,WR,22,2014,6,47,35,112
2006,1,26,BUF,John McCargo\McCaJo22,,DT,23,2011,0,3,3,44
2006,1,27,CAR,DeAngelo Williams\WillDe02,,RB,23,2016,6,61,51,141
2006,1,28,JAX,Marcedes Lewis\LewiMa00,,TE,22,2016,10,31,31,154
2006,1,29,NYJ,Nick Mangold\MangNi20,,C,22,2016,11,67,67,164
2006,1,30,IND,Joseph Addai\AddaJo00,,RB,23,2011,4,50,50,78
2006,1,31,SEA,Kelly Jennings\JennKe20,,DB,23,2011,2,18,18,91
2006,1,32,NYG,Mathias Kiwanuka\KiwaMa20,,DE,23,2014,6,37,37,120
2006,2,33,HOU,DeMeco Ryans\RyanDe20,,LB,22,2015,9,58,38,140
2006,2,34,CLE,D'Qwell Jackson\JackDQ20,,LB,23,2016,9,65,43,141
2006,2,35,WAS,Rocky McIntosh\McInRo20,,LB,23,2013,6,39,34,124
2006,2,36,NWE,Chad Jackson\JackCh00,,WR,21,2008,0,2,2,18
2006,2,37,ATL,Jimmy Williams\WillJi23,,DB,22,2007,0,4,4,27
2006,2,38,OAK,Thomas Howard\HowaTh20,,LB,23,2013,5,34,26,95
2006,2,39,PHI,Winston Justice\JustWi20,,T,22,2013,3,21,16,63
2006,2,40,DET,Daniel Bullocks\BullDa20,,DB,23,2008,1,7,7,31
