m.year,player.id,player.name,m.team_id,m.position_id,m.age,m.av_value,m.year,m.round,m.pick,m.base_salary,m.cap_hit,m.dead_cap
2002,199825,"Donovin Darius",JAX,S,27,6,2002,1,25,525000,1431000,0
2002,199861,"Eric Brown",HOU,S,27,6,2002,2,61,,,
2002,1998216,"Eric Warfield",KAN,CB,26,6,2002,7,216,,,
2002,199647,"Fred Thomas",NOR,CB,29,6,2002,2,47,,,
2002,200162,"Gary Baxter",BAL,CB,24,6,2002,2,62,,,
2002,1995214,"Gerald McBurrows",ATL,S,29,6,2002,7,214,,,
2002,200085,"Greg Wesley",KAN,S,24,6,2002,3,85,,,
2002,200137,"Idrees Bashir",IND,S,24,6,2002,2,37,,,
2002,000061,"Ifeanyi Ohalete",WAS,S,23,6,2002,,,,,
2002,1998188,"Izell Reese",DEN,S,28,6,2002,6,188,525000,450000,0
2002,1999147,"Jerry Azumah",CHI,CB,25,6,2002,5,147,,,
2002,200140,"Ken Lucas",SEA,CB,23,6,2002,2,40,,,
2002,200292,"Marques Anderson",GNB,S,23,6,2002,3,92,,,
2002,199687,"Matt Stevens",HOU,S,29,6,2002,3,87,,,
2002,2000254,"Michael Green",CHI,S,26,6,2002,7,254,,,
2002,199987,"Mike McKenzie",GNB,CB,26,6,2002,3,87,,,
2002,00001,"Robert Griffith",CLE,S,32,6,2002,,,,,
2002,199846,"Samari Rolle",TEN,CB,26,6,2002,2,46,525000,2908333,0
2002,19973,"Shawn Springs",SEA,CB,27,6,2002,1,3,,,
2002,200245,"Tank Williams",TEN,S,22,6,2002,2,45,,,
2002,19915,"Todd Lyght",DET,CB,33,6,2002,1,5,750000,1437500,0
2002,199693,"Tyrone Williams",GNB,CB,29,6,2002,3,93,,,
2002,200178,"Will Peterson",NYG,CB,23,6,2002,3,78,,,
2002,1999138,"Brad Scioli",IND,DE,26,6,2002,5,138,,,
2002,1993145,"Chidi Ahanotu",BUF,DE,32,6,2002,6,145,,,
2002,20001,"Courtney Brown",CLE,DE,24,6,2002,1,1,375000,3010428,0
2002,199326,"Dana Stubblefield",SFO,DT,32,6,2002,1,26,,,
2002,199616,"Duane Clemons",KAN,DE,28,6,2002,1,16,,,
2002,200211,"Dwight Freeney",IND,DE,22,6,2002,1,11,944000,1372571,0
2002,0000779,"Eric Hicks",KAN,DE,26,6,2002,,,,,
2002,199426,"Henry Ford",TEN,DT,31,6,2002,1,26,,,
2002,0000782,"James Hall",DET,DE,25,6,2002,,,375000,375000,0
2002,1995243,"Jason Fisk",LAC,DT,30,6,2002,7,243,,,
2002,199668,"John Browning",KAN,DT,29,6,2002,3,68,,,
2002,20014,"Justin Smith",CIN,DE,23,6,2002,1,4,1080000,2600000,0
2002,199637,"Kavika Pittman",DEN,DE,28,6,2002,2,37,,,
2002,199161,"Keith Traylor",CHI,DT,33,6,2002,3,61,,,
2002,199849,"Kenny Mixon",MIN,DE,27,6,2002,2,49,,,
2002,199657,"Lance Johnstone",MIN,DE,29,6,2002,2,57,,,
2002,0000838,"Lional Dalton",DEN,DT,27,6,2002,,,,,
2002,1995158,"Norman Hand",NOR,DT,30,6,2002,5,158,,,
2002,199699,"Phillip Daniels",CHI,DE,29,6,2002,4,99,,,
2002,199948,"Russell Davis",ARI,DT,27,6,2002,2,48,,,
2002,19948,"Sam Adams",OAK,DT,29,6,2002,1,8,,,
2002,200012,"Shaun Ellis",NYJ,DE,25,6,2002,1,12,1200000,1660000,0
2002,1997151,"Tony Williams",CIN,DT,27,6,2002,5,151,,,
2002,19944,"Willie McGinest",NWE,LB,31,6,2002,1,4,1400000,6282165,0
2002,200271,"Ben Leber",LAC,OLB,24,6,2002,3,71,,,
2002,00001258,"Bernardo Harris",BAL,ILB,31,6,2002,,,,,
2002,199817,"Brian Simmons",CIN,ILB,27,6,2002,1,17,1000000,3040000,0
2002,1997194,"Cornell Brown",BAL,OLB,27,6,2002,6,194,,,
2002,199792,"Derrick Rodgers",MIA,OLB,31,6,2002,3,92,,,
2002,199250,"Eddie Robinson",BUF,OLB,32,6,2002,2,50,,,
2002,1993181,"Greg Biekert",MIN,ILB,33,6,2002,7,181,,,
2002,199884,"Jamie Duncan",LAR,ILB,27,6,2002,3,84,,,
2002,0000889,"Jeff Posey",HOU,OLB,27,6,2002,,,,,
2002,199872,"Jeremiah Trotter",WAS,ILB,25,6,2002,3,72,,,
2002,200139,"Kendrell Bell",PIT,OLB,24,6,2002,2,39,,,
2002,1990208,"Marvcus Patton",KAN,OLB,35,6,2002,8,208,,,
2002,00001302,"Mike Maslowski",KAN,OLB,28,6,2002,,,,,
2002,199791,"Mike Vrabel",NWE,OLB,27,6,2002,3,91,,,
2002,199163,"Mo Lewis",NYJ,OLB,33,6,2002,3,63,,,
2002,200223,"Napoleon Harris",OAK,ILB,23,6,2002,1,23,470000,970000,0
2002,200041,"Raynoch Thompson",ARI,OLB,25,6,2002,2,41,,,
2002,199131,"Roman Phifer",NWE,OLB,34,6,2002,2,31,,,
2002,00001274,"Ronald McKinnon",ARI,ILB,29,6,2002,,,,,
2002,199464,"Sam Rogers",ATL,OLB,32,6,2002,2,64,,,
2002,200142,"Tommy Polley",LAR,OLB,24,6,2002,2,42,,,
2002,200273,"Will Witherspoon",CAR,ILB,22,6,2002,3,73,225000,398333,0
2002,00001856,"Bennie Anderson",BAL,G,25,6,2002,,,,,
2002,199934,"Chris Terry",2TM,T,27,6,2002,2,34,,,
2002,1996152,"Chris Villarrial",CHI,G,29,6,2002,5,152,,,
2002,200051,"Cosey Coleman",TAM,G,24,6,2002,2,51,,,
2002,1995112,"Dave Wohlabaugh",CLE,C,30,6,2002,4,112,,,
2002,200150,"Dominic Raiola",DET,C,24,6,2002,2,50,300000,651333,0
2002,1999140,"Floyd Wedderburn",SEA,G,26,6,2002,5,140,,,
2002,2001128,"Floyd Womack",SEA,T,24,6,2002,4,128,298000,384000,0
2002,00001761,"James Williams",CHI,T,34,6,2002,,,,,
2002,00001867,"Jason Ball",LAC,C,23,6,2002,,,,,
2002,200118,"Jeff Backus",DET,T,25,6,2002,1,18,300000,1265000,0
2002,00001843,"Kerry Jenkins",TAM,G,29,6,2002,,,,,
2002,199921,"L.J. Shelton",ARI,T,26,6,2002,1,21,,,
2002,20012,"Leonard Davis",ARI,T,24,6,2002,1,2,892000,3423249,0
2002,199533,"Matt O'Dwyer",CIN,G,30,6,2002,2,33,,,
2002,199690,"Mike Flanagan",GNB,C,29,6,2002,3,90,,,
2002,00001847,"Mike Flynn",BAL,G,28,6,2002,,,,,
2002,19971,"Orlando Pace",LAR,T,27,6,2002,1,1,,,
2002,1986201,"Ray Brown",DET,G,40,6,2002,8,201,750000,450000,0
2002,199476,"Rich Braham",CIN,C,32,6,2002,3,76,900000,1200000,0
2002,00001868,"Steve Herndon",DEN,G,25,6,2002,,,,,
2002,00001869,"Todd Fordham",JAX,T,29,6,2002,,,,,
2002,199463,"Vaughn Parker",LAC,T,31,6,2002,2,63,,,
2002,199610,"Willie Anderson",CIN,T,27,6,2002,1,10,,,
2002,00002229,"Adam Vinatieri",NWE,K,30,6,2002,,,551470,1217646,0
2002,1992166,"Jeff Blake",BAL,QB,32,6,2002,6,166,750000,450000,0
2002,2000168,"Marc Bulger",LAR,QB,25,6,2002,6,168,303000,317000,0
2002,1989141,"Rodney Peete",CAR,QB,36,6,2002,6,141,,,
2002,199635,"Mike Alstott",TAM,RB,29,6,2002,2,35,,,
2002,200216,"William Green",CLE,RB,23,6,2002,1,16,270000,1290000,0
2002,2002114,"Randy McMichael",MIA,TE,23,6,2002,4,114,225000,318125,0
2002,199590,"Antonio Freeman",PHI,WR,30,6,2002,3,90,900000,1700000,0
2002,200262,"Antwaan Randle El",PIT,WR,23,6,2002,2,62,225000,458750,0
2002,199652,"Bobby Engram",SEA,WR,29,6,2002,2,52,,,
2002,00003225,"Derrius Thompson",WAS,WR,25,6,2002,,,,,
2002,199971,"D'Wayne Bates",MIN,WR,27,6,2002,3,71,,,
2002,00003209,"James McKnight",MIA,WR,30,6,2002,,,,,
2002,199832,"Jerome Pathon",NOR,WR,27,6,2002,2,32,525000,775000,0
2002,199421,"Johnnie Morton",KAN,WR,31,6,2002,1,21,,,
2002,1991326,"Keenan McCardell",TAM,WR,32,6,2002,12,326,,,
2002,199932,"Kevin Johnson",CLE,WR,26,6,2002,2,32,,,
2002,199643,"Muhsin Muhammad",CAR,WR,29,6,2002,2,43,3200000,5302400,0
2002,1998114,"Tim Dwight",LAC,WR,27,6,2002,4,114,,,
2002,200164,"Adrian Wilson",ARI,S,23,5,2002,3,64,300000,480000,0
2002,200197,"Anthony Henry",CLE,CB,26,5,2002,4,97,,,
2002,2000152,"Arturo Freeman",MIA,S,26,5,2002,5,152,,,
2002,1993214,"Blaine Bishop",PHI,S,32,5,2002,8,214,,,
2002,2002175,"Chris Cash",DET,CB,22,5,2002,6,175,,,
2002,199910,"Chris McAlister",BAL,CB,25,5,2002,1,10,,,
2002,199555,"Corey Fuller",CLE,CB,31,5,2002,2,55,,,
2002,199965,"Cory Hall",CIN,S,26,5,2002,3,65,,,
2002,200297,"Coy Wire",BUF,LS,24,5,2002,3,97,225000,345000,0
2002,199237,"Darren Woodson",DAL,S,33,5,2002,2,37,750000,2550000,0
2002,2000102,"David Barrett",ARI,CB,25,5,2002,4,102,375000,471334,0
2002,2000193,"David Gibson",2TM,S,25,5,2002,6,193,,,
2002,199962,"Daylon McCutcheon",CLE,CB,26,5,2002,3,62,,,
2002,199526,"Devin Bush",CLE,S,29,5,2002,1,26,,,
2002,1999117,"Donald Mitchell",TEN,CB,26,5,2002,4,117,,,
2002,000029,"Earl Little",CLE,S,29,5,2002,,,,,
2002,199427,"Jeff Burris",CIN,CB,30,5,2002,1,27,,,
2002,200045,"Kenoy Kennedy",DEN,S,25,5,2002,2,45,,,
2002,000024,"Kwamie Lassiter",ARI,S,33,5,2002,,,,,
2002,1991102,"Marcus Robertson",SEA,S,33,5,2002,4,102,,,
2002,000013,"Otis Smith",NWE,CB,37,5,2002,,,,,
2002,1999110,"Pierson Prioleau",BUF,S,25,5,2002,4,110,,,
2002,199365,"Ray Buchanan",ATL,S,31,5,2002,3,65,,,
2002,1994145,"Rodney Harrison",LAC,S,30,5,2002,5,145,1900000,3247333,0
2002,1993105,"Ronnie Bradford",MIN,S,32,5,2002,4,105,650000,450000,0
2002,199822,"Tebucky Jones",NWE,S,28,5,2002,1,22,628200,1253200,0
2002,199835,"Tony Parrish",SFO,S,27,5,2002,2,35,,,
2002,199644,"Tory James",OAK,CB,29,5,2002,2,44,,,
2002,200264,"Travis Fisher",LAR,CB,23,5,2002,2,64,225000,455000,0
2002,0000856,"Al Wallace",CAR,DE,28,5,2002,,,,,
2002,2002104,"Alex Brown",CHI,DE,23,5,2002,4,104,,,
2002,199915,"Anthony McFarland",TAM,DT,25,5,2002,1,15,,,
2002,199073,"Anthony Pleasant",NWE,DE,34,5,2002,3,73,,,
2002,0000812,"Bernard Whittington",CIN,DT,31,5,2002,,,,,
2002,0000780,"Bryan Robinson",CHI,DT,28,5,2002,,,,,
2002,200225,"Charles Grant",NOR,DE,24,5,2002,1,25,,,
2002,0000801,"Chartric Darby",TAM,DT,27,5,2002,,,,,
2002,19941,"Dan Wilkinson",WAS,DT,29,5,2002,1,1,,,
2002,200055,"Fred Robbins",MIN,DT,25,5,2002,2,55,,,
2002,0000855,"Fred Wakefield",ARI,G,24,5,2002,,,,,
2002,199379,"Gilbert Brown",GNB,DT,31,5,2002,3,79,,,
2002,0000771,"John Randle",SEA,DT,35,5,2002,,,,,
2002,199922,"Lamar King",SEA,DE,27,5,2002,1,22,,,
2002,0000857,"Lance Legree",NYG,DT,25,5,2002,,,,,
2002,199520,"Luther Elliss",DET,DT,29,5,2002,1,20,,,
2002,200161,"Shaun Rogers",DET,DT,23,5,2002,2,61,300000,558750,0
2002,198912,"Trace Armstrong",OAK,DE,37,5,2002,1,12,,,
2002,199819,"Vonnie Holliday",GNB,DE,27,5,2002,1,19,696000,1547700,0
2002,0000858,"Waverly Jackson",IND,G,30,5,2002,,,,,
2002,0000841,"Willie Whitehead",NOR,DT,29,5,2002,,,,,
2002,200050,"Barrett Green",DET,OLB,25,5,2002,2,50,,,
2002,1998157,"Chris Draft",ATL,ILB,26,5,2002,6,157,,,
2002,200111,"Dan Morgan",CAR,ILB,24,5,2002,1,11,,,
2002,199985,"Dat Nguyen",DAL,ILB,27,5,2002,3,85,,,
2002,0000109,"Don Davis",LAR,S,30,5,2002,,,,,
2002,00001318,"Donte Curry",DET,ILB,24,5,2002,,,,,
2002,1999100,"Hannibal Navies",CAR,ILB,25,5,2002,4,100,,,
2002,200086,"Jeff Ulbrich",SFO,ILB,25,5,2002,3,86,,,
2002,1995144,"John Holecek",ATL,ILB,30,5,2002,5,144,,,
2002,2000116,"Marcus Bell",SEA,LB,25,5,2002,4,116,,,
2002,200188,"Morlon Greenwood",MIA,OLB,24,5,2002,3,88,,,
2002,200231,"Robert Thomas",LAR,OLB,22,5,2002,1,31,,,
2002,200092,"T.J. Slaughter",JAX,ILB,25,5,2002,3,92,,,
2002,199557,"Ted Johnson",NWE,ILB,30,5,2002,2,57,,,
2002,199686,"Tedy Bruschi",NWE,OLB,29,5,2002,3,86,,,
2002,199853,"Bob Hallen",LAC,G,27,5,2002,2,53,,,
2002,1997106,"Chris Dishman",ARI,G,28,5,2002,4,106,,,
2002,200083,"Damion McIntosh",LAC,T,25,5,2002,3,83,,,
2002,199990,"David Loverne",WAS,G,26,5,2002,3,90,,,
2002,199381,"Earl Dotson",GNB,T,32,5,2002,3,81,,,
2002,1996229,"Ethan Brooks",BAL,T,30,5,2002,7,229,,,
2002,1987276,"Frank Winters",GNB,C,38,5,2002,10,276,,,
2002,199623,"Jeff Hartings",PIT,G,30,5,2002,1,23,,,
2002,1997134,"Jeff Mitchell",CAR,C,28,5,2002,5,134,,,
2002,199997,"John Welbourn",PHI,T,26,5,2002,4,97,,,
2002,200114,"Kenyatta Walker",TAM,T,23,5,2002,1,14,,,
2002,199179,"Kevin Donnalley",CAR,G,34,5,2002,3,79,,,
2002,199878,"Mike Goff",CIN,G,26,5,2002,3,78,,,
2002,199823,"Mo Collins",OAK,G,26,5,2002,1,23,1500000,2050000,0
2002,199621,"Pete Kendall",ARI,G,29,5,2002,1,21,,,
2002,200020,"Stockar McDougle",DET,T,25,5,2002,1,20,375000,1135000,0
2002,199419,"Todd Steussie",CAR,T,32,5,2002,1,19,,,
2002,1995221,"Tom Nutten",LAR,G,31,5,2002,7,221,,,
2002,00002237,"David Akers",PHI,K,28,5,2002,,,563200,713200,0
2002,00002232,"John Carney",NOR,K,38,5,2002,,,,,
2002,199980,"Martin Gramatica",TAM,K,27,5,2002,3,80,,,
2002,2000174,"Paul Edinger",CHI,K,24,5,2002,6,174,,,
2002,20021,"David Carr",HOU,QB,23,5,2002,1,1,1040000,2600000,0
2002,1994178,"Jim Miller",CHI,QB,31,5,2002,6,178,,,
2002,199560,"Kordell Stewart",PIT,QB,30,5,2002,2,60,,,
2002,199310,"Jerome Bettis",PIT,RB,30,5,2002,1,10,2250000,3390000,0
2002,00002497,"Kenny Watson",WAS,RB,24,5,2002,,,,,
2002,199675,"Moe Williams",MIN,RB,28,5,2002,3,75,,,
2002,1996102,"Stephen Davis",WAS,RB,28,5,2002,4,102,,,
2002,200135,"Alge Crumpler",ATL,TE,25,5,2002,2,35,,,
2002,19959,"Kyle Brady",JAX,TE,30,5,2002,1,9,,,
2002,199848,"Stephen Alexander",LAC,TE,27,5,2002,2,48,,,
2002,200247,"Andre' Davis",CLE,WR,23,5,2002,2,47,,,
2002,200219,"Ashley Lelie",DEN,WR,22,5,2002,1,19,500000,1050000,0
2002,199896,"Az-Zahir Hakim",DET,WR,25,5,2002,4,96,,,
2002,1994181,"Bill Schroeder",DET,WR,31,5,2002,6,181,,,
2002,200265,"Deion Branch",NWE,WR,23,5,2002,2,65,225000,430000,0
2002,200069,"Dez White",CHI,WR,23,5,2002,3,69,,,
2002,00003204,"Drew Bennett",TEN,C,24,5,2002,,,300000,301500,0
2002,19958,"Joey Galloway",DAL,WR,31,5,2002,1,8,,,
2002,200236,"Josh Reed",BUF,WR,22,5,2002,2,36,,,
2002,199816,"Kevin Dyson",TEN,WR,27,5,2002,1,16,640000,1320000,0
2002,00003236,"Marc Boerigter",KAN,WR,24,5,2002,,,,,
2002,0000233,"Michael Lewis",NOR,WR,31,5,2002,,,,,
2002,20004,"Peter Warrick",CIN,WR,25,5,2002,1,4,1270000,3030000,0
2002,200024,"Ahmed Plummer",SFO,CB,26,4,2002,1,24,660000,1052857,0
2002,0000107,"Anthony Mitchell",BAL,S,28,4,2002,,,,,
2002,199923,"Antoine Winfield",BUF,CB,25,4,2002,1,23,450000,1151000,0
2002,200128,"Derrick Gibson",OAK,S,23,4,2002,1,28,,,
2002,1996111,"Emmanuel McDaniel",CAR,CB,30,4,2002,4,111,,,
2002,200169,"Eric Kelly",MIN,CB,25,4,2002,3,69,,,
2002,1992197,"Jason Belser",KAN,S,32,4,2002,8,197,,,
2002,199459,"Jason Sehorn",NYG,S,31,4,2002,2,59,,,
2002,200048,"Jason Webster",SFO,CB,25,4,2002,2,48,,,
2002,1996127,"Juran Bolden",ATL,CB,28,4,2002,4,127,,,
2002,1995109,"Ken Irvin",NOR,S,30,4,2002,4,109,,,
2002,199828,"R.W. McQuarters",CHI,CB,26,4,2002,1,28,2250000,4750000,0
2002,200043,"Rogers Beckett",LAC,S,25,4,2002,2,43,,,
2002,2001212,"Shaunard Harts",KAN,S,24,4,2002,7,212,,,
2002,199534,"Terrance Shaw",OAK,CB,29,4,2002,2,34,,,
2002,200156,"Tony Dixon",DAL,S,23,4,2002,2,56,,,
2002,000039,"Will Demps",BAL,S,23,4,2002,,,,,
2002,200054,"William Bartee",KAN,S,25,4,2002,2,54,,,
2002,1997149,"Barron Tanner",ARI,DT,29,4,2002,5,149,,,
2002,2000139,"Brian Young",LAR,DT,25,4,2002,5,139,,,
2002,0000772,"Jamal Williams",LAC,DT,26,4,2002,,,,,
2002,1998175,"James Cannida",IND,DT,27,4,2002,6,175,,,
2002,0000872,"Kevin Dogins",CHI,G,30,4,2002,,,,,
2002,200242,"Larry Tripplett",IND,DT,23,4,2002,2,42,,,
2002,2000113,"Leonardo Carson",LAC,DT,25,4,2002,4,113,,,
2002,2002231,"Monsanto Pope",DEN,DT,24,4,2002,7,231,,,
2002,1996116,"Paul Grasmanis",PHI,DT,28,4,2002,4,116,,,
2002,0000790,"Paul Spicer",JAX,DE,27,4,2002,,,,,
2002,2000241,"Rob Meier",JAX,DE,25,4,2002,7,241,375000,475000,0
2002,199940,"Tony Bryant",OAK,DE,26,4,2002,2,40,,,
2002,0000837,"Tyrone Rogers",CLE,T,28,4,2002,,,,,
2002,00001338,"Bobbie Howard",CHI,LB,25,4,2002,,,,,
2002,200183,"Brian Allen",CAR,ILB,24,4,2002,3,83,,,
2002,1997176,"Canute Curtis",CIN,LB,28,4,2002,6,176,,,
2002,199344,"Chad Brown",SEA,OLB,32,4,2002,2,44,,,
2002,1997100,"Henri Crockett",MIN,OLB,28,4,2002,4,100,,,
2002,1998142,"Ike Reese",PHI,LB,29,4,2002,5,142,,,
2002,2000119,"Isaiah Kacyvenski",SEA,ILB,25,4,2002,4,119,,,
2002,2001232,"Keith Adams",2TM,ILB,23,4,2002,7,232,,,
2002,00001254,"Keith Mitchell",HOU,OLB,28,4,2002,,,,,
2002,1999119,"Keith Newman",BUF,OLB,25,4,2002,4,119,,,
2002,2002177,"Nick Rogers",MIN,LB,23,4,2002,6,177,,,
2002,2001104,"Orlando Huff",SEA,ILB,24,4,2002,4,104,,,
2002,199626,"Ray Lewis",BAL,ILB,27,4,2002,1,26,525000,5670239,0
2002,199422,"Rob Fredrickson",ARI,OLB,31,4,2002,1,22,,,
2002,2002143,"Scott Fujita",KAN,OLB,23,4,2002,5,143,225000,625000,0
2002,00001339,"Tim Terry",SEA,LB,28,4,2002,,,,,
2002,200237,"Andre Gurode",DAL,C,24,4,2002,2,37,272500,522428,0
2002,20027,"Bryant McKinnie",MIN,T,23,4,2002,1,7,750000,1782000,0
2002,200044,"Chad Clifton",GNB,T,26,4,2002,2,44,375000,742000,0
2002,200250,"Chester Pitts",HOU,T,23,4,2002,2,50,,,
2002,1993133,"Everett Lindsay",MIN,T,32,4,2002,5,133,,,
2002,199838,"Flozell Adams",DAL,T,27,4,2002,2,38,,,
2002,00001790,"Jamar Nesbit",CAR,G,26,4,2002,,,,,
2002,00001916,"Jason Starkey",ARI,C,25,4,2002,,,,,
2002,199737,"Jerry Wunsch",SEA,T,28,4,2002,2,37,,,
2002,199918,"Matt Stinchcomb",OAK,T,25,4,2002,1,18,,,
2002,200168,"Mike Gandy",CHI,G,23,4,2002,3,68,300000,474333,0
2002,1998164,"Sammy Williams",LAC,T,28,4,2002,6,164,,,
2002,199955,"Solomon Page",DAL,T,26,4,2002,2,55,,,
2002,199893,"Steve McKinney",HOU,G,27,4,2002,4,93,,,
2002,1994218,"Tom Nalen",DEN,C,31,4,2002,7,218,,,
2002,1994154,"Tony Semple",DET,G,32,4,2002,5,154,,,
2002,00001917,"Wilbert Brown",WAS,G,25,4,2002,,,,,
2002,199538,"Zach Wiegert",JAX,T,30,4,2002,2,38,,,
2002,199256,"Jason Hanson",DET,K,32,4,2002,2,56,,,
2002,00002253,"Jay Feely",ATL,K,26,4,2002,,,300000,300000,0
2002,1999228,"Kris Brown",HOU,K,26,4,2002,7,228,,,
2002,1990329,"Matt Stover",BAL,K,34,4,2002,12,329,,,
2002,198286,"Morten Andersen",KAN,K,42,4,2002,4,86,,,
2002,00002228,"Ryan Longwell",GNB,K,28,4,2002,,,,,
2002,00002323,"Chris Hanson",JAX,P,26,4,2002,,,,,
2002,199556,"Todd Sauerbrun",CAR,P,29,4,2002,2,56,,,
2002,20023,"Joey Harrington",DET,QB,24,4,2002,1,3,1300000,2300000,0
2002,200232,"Patrick Ramsey",WAS,QB,23,4,2002,1,32,,,
2002,00002421,"Ray Lucas",MIA,QB,30,4,2002,,,,,
2002,19946,"Trent Dilfer",SEA,QB,30,4,2002,1,6,750000,1750000,0
2002,200138,"Anthony Thomas",CHI,RB,25,4,2002,2,38,,,
2002,1994149,"Dorsey Levens",PHI,RB,32,4,2002,5,149,,,
2002,199017,"Emmitt Smith",DAL,RB,33,4,2002,1,17,7000000,12023000,0
2002,199168,"Jake Reed",NOR,RB,35,4,2002,3,68,,,
2002,00002508,"James Allen",HOU,RB,27,4,2002,,,,,
2002,199944,"Jim Kleinsasser",MIN,RB,25,4,2002,2,44,,,
2002,200149,"LaMont Jordan",NYJ,RB,24,4,2002,2,49,,,
2002,1990115,"Larry Centers",BUF,RB,34,4,2002,5,115,750000,1025000,0
2002,1990115,"Larry Centers",BUF,RB,34,4,2002,5,115,1200000,1812500,0
2002,2000189,"Mike Anderson",DEN,RB,29,4,2002,6,189,,,
2002,00002510,"Stacey Mack",JAX,RB,27,4,2002,,,,,
2002,200218,"T.J. Duckett",ATL,RB,21,4,2002,1,18,560000,1060000,0
2002,199378,"Terry Kirby",OAK,RB,32,4,2002,3,78,,,
2002,20007,"Thomas Jones",ARI,RB,24,4,2002,1,7,459000,822000,0
2002,199517,"Tyrone Wheatley",OAK,RB,30,4,2002,1,17,,,
2002,1999218,"Billy Miller",HOU,TE,25,4,2002,7,218,375000,467000,0
2002,200014,"Bubba Franks",GNB,TE,24,4,2002,1,14,375000,1309000,0
2002,1995222,"Byron Chamberlain",MIN,TE,31,4,2002,7,222,,,
2002,00002969,"Chad Lewis",PHI,TE,31,4,2002,,,,,
2002,200255,"Doug Jolley",OAK,TE,23,4,2002,2,55,,,
2002,1993160,"Frank Wycheck",TEN,TE,31,4,2002,6,160,,,
2002,1997174,"Itula Mili",SEA,TE,29,4,2002,6,174,,,
2002,00002509,"Marcus Pollard",IND,TE,30,4,2002,,,750000,2185000,0
2002,200263,"Antonio Bryant",DAL,WR,21,4,2002,2,63,225000,742232,0
2002,1998150,"Corey Bradford",HOU,WR,27,4,2002,5,150,,,
2002,19998,"David Boston",ARI,WR,24,4,2002,1,8,1018500,1968500,0
2002,199510,"J.J. Stokes",SFO,WR,30,4,2002,1,10,,,
2002,199855,"Joe Jurevicius",TAM,WR,28,4,2002,2,55,,,
2002,199352,"Qadry Ismail",IND,WR,32,4,2002,2,52,650000,1050000,0
2002,1991240,"Shawn Jefferson",ATL,WR,33,4,2002,9,240,,,
2002,2001204,"T.J. Houshmandzadeh",CIN,WR,25,4,2002,7,204,300000,312333,0
2002,2000111,"Trevor Gaylor",ATL,WR,25,4,2002,4,111,,,
2002,199159,"Aeneas Williams",LAR,CB,34,3,2002,3,59,2100000,3300000,0
2002,000060,"Ainsley Battles",JAX,S,24,3,2002,,,,,
2002,0000145,"Alvin Porter",BAL,CB,25,3,2002,,,,,
2002,200268,"Andre' Goodman",DET,CB,24,3,2002,3,68,225000,359538,0
2002,1996177,"Anthony Dorsett",OAK,S,29,3,2002,6,177,,,
2002,000025,"Brian Walker",DET,S,30,3,2002,,,,,
2002,2002105,"Brian Williams",MIN,CB,23,3,2002,4,105,225000,235900,0
2002,19984,"Charles Woodson",OAK,CB,26,3,2002,1,4,2375000,4233333,0
2002,2002243,"Chris Massey",LAR,S,23,3,2002,7,243,,,
2002,199967,"Chris Watson",BUF,CB,25,3,2002,3,67,,,
2002,199220,"Dale Carter",NOR,CB,33,3,2002,1,20,,,
2002,1998117,"Deshea Townsend",PIT,CB,27,3,2002,4,117,,,
2002,199740,"Dexter McCleon",LAR,CB,29,3,2002,2,40,,,
2002,000081,"Duane Hawthorne",2TM,CB,26,3,2002,,,,,
2002,199810,"Duane Starks",ARI,CB,28,3,2002,1,10,3600000,4600000,0
2002,200184,"Dwight Smith",TAM,S,24,3,2002,3,84,,,
2002,199053,"Eric Davis",DET,CB,34,3,2002,2,53,,,
2002,2001193,"Jason Doering",IND,S,24,3,2002,6,193,,,
2002,1999224,"JoJuan Armour",CIN,S,26,3,2002,7,224,,,
2002,0000146,"Justin Lucas",ARI,S,26,3,2002,,,,,
2002,199471,"Keith Lyle",LAC,S,30,3,2002,3,71,,,
2002,000085,"Kevin Kaesviharn",CIN,S,26,3,2002,,,,,
2002,200095,"Lewis Sanders",CLE,CB,24,3,2002,4,95,,,
2002,2002181,"Marquand Manuel",CIN,S,23,3,2002,6,181,,,
2002,2000198,"Matt Bowen",GNB,S,26,3,2002,6,198,,,
2002,200258,"Michael Lewis",PHI,S,22,3,2002,2,58,225000,475000,0
2002,200217,"Phillip Buchanon",OAK,CB,22,3,2002,1,17,400000,1200000,0
2002,2000140,"Ralph Brown",NYG,CB,24,3,2002,5,140,,,
2002,198986,"Ray Crockett",KAN,CB,35,3,2002,4,86,,,
2002,2001202,"Renaldo Hill",ARI,S,24,3,2002,7,202,,,
2002,0000108,"Tod McBride",GNB,S,26,3,2002,,,,,
2002,2000118,"Tyrone Carter",MIN,S,26,3,2002,4,118,,,
2002,000011,"Victor Green",NWE,S,33,3,2002,,,,,
2002,2002156,"Aaron Kampman",GNB,OLB,23,3,2002,5,156,,,
2002,1999139,"Adrian Dingle",LAC,DE,25,3,2002,5,139,,,
2002,200215,"Albert Haynesworth",TEN,DT,21,3,2002,1,15,628333,1245001,0
2002,2000253,"Alfonso Boone",CHI,DT,26,3,2002,7,253,,,
2002,199786,"Bertrand Berry",DEN,DE,27,3,2002,3,86,525000,525000,0
2002,1997156,"Carl Powell",WAS,DT,28,3,2002,5,156,,,
2002,200112,"Damione Lewis",LAR,DT,24,3,2002,1,12,,,
2002,1998181,"Derrick Ransom",KAN,DT,26,3,2002,6,181,,,
