name,year,player_id,college,position,height,weight,hand_size,arm_length,wonderlic,dash,bench,vert_leap,broad_jump,shuttle,cone,long_shuttle
"Montae Nicholson",2017,6885,"Michigan St.",S,74,212,9.5,33.38,0,4.42,0,35.0,125.0,4.19,0.0,0.0
"Hardy Nickerson",2017,5532,Illinois,LB,72,232,10.0,32.0,0,4.78,18,33.0,116.0,4.21,0.0,0.0
"David Njoku",2017,5533,Miami,TE,76,246,10.0,35.25,0,4.64,21,37.5,133.0,4.51,6.97,0.0
"Speedy Noil",2017,5375,"Texas A&M",WR,71,199,9.25,30.0,0,0.0,18,43.5,133.0,0.0,0.0,0.0
"Bradley Northnagel",2017,5376,California,LS,74,243,10.0,32.5,0,5.3,0,25.5,99.0,4.33,0.0,0.0
"Noble Nwachukwu",2017,5534,"West Virginia",DE,73,268,9.0,33.13,0,4.83,27,30.5,110.0,4.37,0.0,0.0
"Ifeadi Odenigbo",2017,5535,Northwestern,DL,75,258,10.5,32.63,0,4.72,25,31.5,128.0,0.0,7.26,0.0
"Dare Ogunbowale",2017,5377,Wisconsin,RB,71,213,9.13,31.38,0,4.65,14,35.0,120.0,4.56,6.99,11.75
"Larry Ogunjobi",2017,6886,"North Carolina Charlotte",DT,75,305,10.0,32.63,0,4.97,26,32.0,116.0,4.72,7.55,0.0
"Tyler Orlosky",2017,5378,"West Virginia",C,75,298,9.75,32.25,0,0.0,24,0.0,0.0,3.89,0.0,11.14
"Scott Orndoff",2017,5536,Pittsburgh,TE,77,253,10.0,33.25,0,4.84,17,27.0,112.0,0.0,7.37,0.0
"Zach Pascal",2017,5379,"Old Dominion",WR,74,219,10.0,32.0,0,4.55,14,36.0,126.0,0.0,7.11,0.0
"Jabrill Peppers",2017,6887,Michigan,LB,71,213,9.63,30.75,0,4.46,19,35.5,128.0,0.0,0.0,0.0
"Samaje Perine",2017,5380,Oklahoma,RB,71,233,10.0,30.38,0,4.65,30,33.0,116.0,0.0,7.26,0.0
"Nathan Peterman",2017,5381,Pittsburgh,QB,74,226,9.88,32.0,0,4.82,0,31.0,110.0,4.31,7.14,0.0
"Caleb Peterson",2017,6888,"North Carolina",OG,77,300,0.0,0.0,0,0.0,0,0.0,0.0,4.84,0.0,0.0
"Carroll Phillips",2017,5537,Illinois,DE,75,242,9.75,33.0,0,4.64,23,30.0,123.0,4.41,7.06,0.0
"Antonio Pipkin",2017,6889,Tiffin,QB,73,225,10.0,32.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"Hayden Plinke",2017,5538,"Texas-El Paso",TE,76,264,10.0,32.5,0,4.97,18,28.0,109.0,0.0,7.55,0.0
"Ethan Pocic",2017,5382,LSU,C,78,310,10.13,33.13,0,5.15,26,27.0,107.0,0.0,7.89,0.0
"Ejuan Price",2017,5539,Pittsburgh,DE,71,241,10.0,32.75,0,4.84,20,31.5,117.0,4.31,0.0,11.84
"Donnel Pumphrey",2017,5383,"San Diego St.",RB,68,176,8.5,29.0,0,4.48,5,33.5,117.0,4.46,0.0,12.03
"Elijah Qualls",2017,5384,Washington,DT,73,313,9.38,30.63,0,5.13,33,31.5,105.0,4.57,7.65,0.0
"James Quick",2017,5385,Louisville,WR,72,186,9.0,30.75,0,4.6,11,31.0,115.0,4.46,7.0,0.0
"Ryan Ramczyk",2017,5540,Wisconsin,OT,78,310,10.88,33.75,0,0.0,25,0.0,0.0,4.82,0.0,0.0
"Michael Rector",2017,5386,Stanford,WR,72,193,9.25,32.5,0,4.42,0,36.5,129.0,0.0,6.77,0.0
"Haason Reddick",2017,5541,Temple,DE,73,237,10.13,32.75,0,4.52,24,36.5,133.0,5.0,7.01,0.0
"Devine Redding",2017,5387,Indiana,RB,68,205,9.63,29.25,0,4.76,16,30.5,116.0,4.22,7.18,11.21
"Jalen Reeves-Maybin",2017,5542,Tennessee,LB,72,230,9.63,32.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"Austin Rehkow",2017,5543,Idaho,P,75,214,9.88,31.88,0,0.0,0,0.0,0.0,4.47,0.0,0.0
"Josh Reynolds",2017,5388,"Texas A&M",WR,75,194,9.38,31.5,0,4.52,0,37.0,124.0,4.46,6.83,11.68
"Duke Riley",2017,5544,LSU,OLB,72,232,9.25,32.0,0,4.58,18,34.5,122.0,0.0,6.89,0.0
"Derek Rivers",2017,5545,"Youngstown St.",DE,76,248,9.38,32.75,0,4.61,30,35.0,123.0,0.0,6.94,0.0
"Michael Roberts",2017,5546,Toledo,TE,76,270,11.5,33.0,0,4.86,0,30.0,110.0,0.0,7.05,0.0
"Jalen Robinette",2017,5389,"Air Force",WR,75,220,10.88,32.38,0,4.62,13,31.5,120.0,4.47,6.77,0.0
"Cam Robinson",2017,5547,Alabama,OT,78,322,10.5,35.5,0,5.15,0,26.0,106.0,0.0,7.81,0.0
"Isaac Rochell",2017,5549,"Notre Dame",DT,76,280,9.75,32.75,0,4.89,25,31.5,114.0,0.0,0.0,0.0
"Darreus Rogers",2017,5390,USC,WR,73,216,10.13,32.0,0,0.0,8,26.5,112.0,4.28,7.22,11.39
"Sam Rogers",2017,5391,"Virginia Tech",FB,70,231,9.75,30.25,0,4.93,19,32.0,114.0,0.0,7.27,0.0
"Fred Ross",2017,5392,"Mississippi St.",WR,73,213,9.25,31.25,0,4.51,10,35.0,113.0,0.0,6.99,0.0
"John Ross",2017,5393,Washington,WR,71,188,8.75,31.5,0,4.22,0,37.0,133.0,4.33,0.0,0.0
"Chase Roullier",2017,5394,Wyoming,C,76,312,9.5,32.25,0,5.54,19,26.5,97.0,4.35,7.6,0.0
"Travis Rudolph",2017,5395,"Florida St.",WR,72,189,9.25,31.88,0,4.65,12,31.5,114.0,4.56,6.93,0.0
"Cooper Rush",2017,5396,"Central Michigan",QB,75,228,9.13,32.38,0,4.93,0,27.0,105.0,0.0,7.23,0.0
"Seth Russell",2017,5398,Baylor,QB,75,213,9.63,32.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"Victor Salako",2017,6890,"Oklahoma St.",OT,78,335,0.0,0.0,0,0.0,0,0.0,0.0,4.78,0.0,0.0
"Curtis Samuel",2017,5397,"Ohio St.",WR,71,196,9.5,31.25,0,4.31,18,37.0,119.0,0.0,7.09,0.0
"Eric Saubert",2017,5550,Drake,TE,77,253,10.38,33.5,0,0.0,22,33.0,121.0,0.0,0.0,0.0
"Artavis Scott",2017,5399,Clemson,WR,70,193,9.38,31.0,0,4.61,13,31.0,116.0,0.0,7.19,0.0
"Ricky Seals-Jones",2017,5400,"Texas A&M",WR,77,243,9.63,33.13,0,4.69,17,28.0,121.0,4.81,7.46,0.0
"Justin Senior",2017,5551,"Mississippi St.",OT,77,331,10.25,34.0,0,5.55,0,23.0,98.0,4.21,8.19,0.0
"Adam Shaheen",2017,5552,Ashland,TE,78,278,9.63,33.5,0,4.79,24,32.5,121.0,0.0,7.09,0.0
"David Sharpe",2017,5553,Florida,OT,78,343,10.0,35.38,0,5.44,19,20.5,97.0,0.0,7.87,0.0
"Rushel Shell",2017,6891,"West Virginia",RB,70,227,9.63,30.0,0,4.74,21,32.5,0.0,4.08,0.0,0.0
"Garrett Sickels",2017,5555,"Penn St.",DE,75,261,9.5,32.13,0,4.9,20,28.0,105.0,4.39,7.21,0.0
"Nico Siragusa",2017,5402,"San Diego St.",OG,76,319,10.63,33.5,0,5.35,28,32.0,110.0,0.0,7.71,0.0
"Dan Skipper",2017,5556,Arkansas,OT,82,309,10.5,33.38,0,5.42,0,26.0,97.0,0.0,7.61,0.0
"Tanzel Smart",2017,5403,Tulane,DT,73,296,9.63,32.88,0,5.24,22,27.0,105.0,0.0,7.53,0.0
"De'Veon Smith",2017,5404,Michigan,RB,71,223,9.0,29.5,0,0.0,22,29.0,108.0,0.0,7.3,0.0
"Jonnu Smith",2017,5557,"Florida International",TE,75,248,9.25,32.88,0,4.62,22,38.0,127.0,0.0,0.0,0.0
"JuJu Smith-Schuster",2017,5405,USC,WR,73,215,10.5,32.88,0,4.54,15,32.5,120.0,5.01,0.0,0.0
"Dawuane Smoot",2017,5558,Illinois,DE,75,264,9.25,33.25,0,4.77,0,29.5,117.0,4.28,7.18,0.0
"Jeremy Sprinkle",2017,5559,Arkansas,TE,77,252,10.75,34.5,0,4.69,0,29.0,116.0,4.33,0.0,11.85
"Jamari Staples",2017,5406,Louisville,WR,75,195,9.5,33.5,0,4.51,0,36.0,130.0,4.14,0.0,0.0
"Jordan Sterns",2017,6892,"Oklahoma St.",S,71,196,8.88,31.38,0,0.0,0,0.0,0.0,4.2,0.0,10.71
"Freddie Stevenson",2017,5407,"Florida St.",FB,72,234,9.63,32.75,0,4.75,24,28.0,111.0,4.36,7.65,11.65
"ArDarius Stewart",2017,5408,Alabama,WR,71,204,9.38,32.5,0,4.49,0,34.0,124.0,4.21,0.0,11.23
"Channing Stribling",2017,5560,Michigan,CB,73,188,8.5,31.5,0,4.6,5,31.5,114.0,4.32,6.94,0.0
"Cameron Sutton",2017,5561,Tennessee,CB,71,188,8.25,30.0,0,4.52,11,34.0,120.0,0.0,6.81,0.0
"Ryan Switzer",2017,5409,"North Carolina",WR,68,181,9.25,28.0,0,4.51,11,32.0,116.0,4.01,6.77,11.14
"Teez Tabor",2017,5562,Florida,CB,72,199,8.63,32.0,0,4.62,9,31.0,120.0,0.0,0.0,0.0
"Cordrea Tankersley",2017,5563,Clemson,CB,73,199,9.13,32.25,0,4.4,13,29.5,121.0,0.0,7.0,0.0
"Taywan Taylor",2017,5410,"Western Kentucky",WR,71,203,9.25,32.63,0,4.5,13,33.5,132.0,0.0,6.57,0.0
"Trent Taylor",2017,5411,"Louisiana Tech",WR,68,181,8.25,28.75,0,4.63,13,33.0,117.0,0.0,6.74,0.0
"Vincent Taylor",2017,5412,"Oklahoma St.",DT,75,304,10.13,34.38,0,5.07,26,28.5,108.0,4.59,7.58,0.0
"Sam Tevi",2017,5565,Utah,OT,77,311,10.13,34.0,0,5.27,15,26.0,107.0,4.89,7.84,0.0
"Nate Theaker",2017,5413,"Wayne St. (MI)",OG,77,315,9.63,32.63,0,5.41,23,27.0,105.0,4.55,7.97,0.0
"Jahad Thomas",2017,5414,Temple,RB,70,190,9.0,30.13,0,4.62,11,32.0,116.0,0.0,0.0,0.0
"Noel Thomas",2017,5415,Connecticut,WR,72,205,8.75,30.0,0,4.63,9,32.5,118.0,0.0,0.0,0.0
"Solomon Thomas",2017,5566,Stanford,DE,75,273,9.38,33.0,0,4.69,30,35.0,126.0,4.58,6.95,12.3
"Tedric Thompson",2017,6893,Colorado,FS,72,204,9.63,31.5,0,4.6,17,32.5,117.0,4.43,7.11,12.13
"Jack Tocho",2017,5567,"N.C. State",CB,72,202,9.38,31.63,0,4.54,21,35.0,125.0,4.07,0.0,0.0
"Dalvin Tomlinson",2017,5416,Alabama,DT,75,310,10.13,33.5,0,5.19,0,27.0,110.0,4.39,7.68,0.0
"Alek Torgersen",2017,6894,Pennsylvania,QB,75,230,0.0,0.0,0,0.0,0,0.0,0.0,4.31,0.0,0.0
"Jon Toth",2017,5417,Kentucky,C,77,307,10.0,33.63,0,5.51,21,25.5,100.0,4.37,8.09,11.77
"Damarius Travis",2017,6895,Minnesota,S,73,206,9.0,31.75,0,0.0,13,32.5,115.0,0.0,7.08,0.0
"Stevie Tu'Ikolovatu",2017,5419,USC,DT,73,331,10.25,33.0,0,5.45,28,24.5,91.0,4.65,7.83,0.0
"Josh Tupou",2017,6896,Colorado,NT,75,325,0.0,0.0,0,0.0,0,0.0,0.0,4.93,0.0,0.0
"Michael Tyson",2017,5568,Cincinnati,S,73,204,9.25,31.75,0,4.56,17,33.0,118.0,0.0,0.0,0.0
"Jerry Ugokwe",2017,5569,"William & Mary",OT,79,321,10.38,35.38,0,5.61,18,26.0,103.0,5.21,8.35,0.0
"Conrad Ukropina",2017,6897,Stanford,K,72,190,9.13,31.38,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"Tanner Vallejo",2017,5570,"Boise St.",LB,73,228,9.63,30.5,0,4.67,0,33.5,121.0,0.0,0.0,0.0
"Eddie Vanderdoes",2017,5420,UCLA,DT,75,305,10.63,33.13,0,4.99,28,28.5,111.0,0.0,7.69,0.0
"Justin Vogel",2017,5571,Miami,P,76,219,9.0,32.5,0,4.7,0,34.0,0.0,4.53,0.0,0.0
"Charles Walker",2017,5421,Oklahoma,DT,74,310,9.63,33.75,0,4.96,25,28.0,107.0,4.13,7.89,11.58
"DeMarcus Walker",2017,5573,"Florida St.",DE,76,280,10.5,33.0,0,0.0,18,0.0,0.0,4.89,0.0,0.0
"Carlos Watkins",2017,5423,Clemson,DT,75,309,10.38,34.63,0,0.0,25,0.0,0.0,4.73,0.0,0.0
"Deshaun Watson",2017,5424,Clemson,QB,74,221,9.75,33.0,0,4.66,0,32.5,119.0,0.0,6.95,0.0
"T.J. Watt",2017,5574,Wisconsin,LB,76,252,11.0,33.13,0,4.69,21,37.0,128.0,4.78,6.79,0.0
"Davis Webb",2017,5425,California,QB,77,229,9.25,33.13,0,4.79,0,33.0,118.0,0.0,6.92,0.0
"Chris Wormley",2017,5278,Michigan,DT,77,298,0.0,0.0,0,0.0,23,0.0,0.0,0.0,0.0,0.0
"Chris Carson",2017,5293,"Oklahoma State",RB,72,218,0.0,0.0,0,4.58,23,37.0,130.0,0.0,0.0,0.0
"Matthew Dayes",2017,5308,"North Carolina State",RB,69,205,0.0,0.0,0,4.47,18,28.0,109.0,0.0,0.0,0.0
"Kyle Fuller",2017,5321,Baylor,C,77,307,0.0,0.0,0,5.24,23,26.0,96.0,4.84,7.71,0.0
"Davon Gaudchaux",2017,5326,LSU,DT,75,310,0.0,0.0,0,5.27,18,0.0,0.0,0.0,0.0,0.0
"Chris Godwin",2017,5327,"Penn State",WR,73,209,0.0,0.0,0,4.42,19,36.0,126.0,4.0,7.01,0.0
"Treyvon Hester",2017,5334,Toledo,DT,74,300,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"Trevor Knight",2017,5352,"Texas A&M",QB,73,219,0.0,0.0,0,4.54,0,35.5,125.0,4.14,7.04,0.0
"Isaiah McKenzie",2017,5371,Georgia,WR,67,173,0.0,0.0,0,4.42,11,36.0,123.0,4.15,6.64,0.0
"Rushel Shell III",2017,5401,"West Virginia",RB,70,227,0.0,0.0,0,4.74,21,32.5,0.0,0.0,0.0,0.0
"Mitchell Trubisky",2017,5418,"North Carolina",QB,74,222,0.0,0.0,0,4.67,0,27.5,116.0,4.25,6.87,0.0
"Greg Ward Jr.",2017,5422,Houston,WR,71,186,0.0,0.0,0,0.0,10,0.0,0.0,0.0,0.0,0.0
"Dede Westbrook",2017,5426,Oklahoma,WR,72,178,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"Kermit Whitfield",2017,5427,"Florida State",WR,68,185,0.0,0.0,0,4.44,8,32.5,120.0,4.37,7.17,0.0
"Jamaal Williams",2017,5428,"Brigham Young",RB,72,212,0.0,0.0,0,4.59,0,30.0,123.0,4.53,7.25,0.0
"Joe Williams",2017,5429,Utah,RB,71,210,0.0,0.0,0,4.41,14,35.0,125.0,4.19,7.19,0.0
"Mike Williams",2017,5430,Clemson,WR,76,218,0.0,0.0,0,0.0,15,32.5,121.0,0.0,0.0,0.0
"Stanley Williams",2017,5431,Kentucky,RB,67,190,0.0,0.0,0,4.51,18,36.0,121.0,4.18,6.86,0.0
"Jesus Wilson",2017,5432,"Florida State",WR,69,189,0.0,0.0,0,4.57,10,0.0,119.0,4.57,0.0,0.0
"Garrett Bolles",2017,5444,Utah,OT,77,297,0.0,0.0,0,4.95,0,28.0,115.0,4.55,7.29,0.0
"Billy Brown",2017,5448,Shepherd,TE,75,254,0.0,0.0,0,4.7,23,29.0,118.0,0.0,0.0,0.0
"Bryan Cox Jr.",2017,5463,Florida,DE,75,265,0.0,0.0,0,4.89,16,26.5,109.0,4.46,7.36,0.0
"Brooks Ellis",2017,5476,Arkansas,ILB,74,240,0.0,0.0,0,4.79,18,29.5,115.0,4.25,6.8,0.0
"Johnathan Ford",2017,5480,Auburn,FS,71,205,0.0,0.0,0,0.0,20,0.0,0.0,0.0,0.0,0.0
"Will Holden",2017,5494,Vanderbilt,OT,79,311,0.0,0.0,0,5.47,23,28.0,111.0,4.72,7.71,0.0
"Rayshawn Jenkins",2017,5500,"Miami (FL)",FS,73,214,0.0,0.0,0,4.51,19,37.0,128.0,0.0,0.0,0.0
"John Johnson",2017,5501,"Boston College",FS,73,205,0.0,0.0,0,4.61,14,37.0,119.0,4.18,6.72,0.0
"Keith Kelsey",2017,5506,Louisville,ILB,72,233,0.0,0.0,0,4.92,23,29.5,112.0,4.56,7.28,0.0
"Arthur Maulet",2017,5520,Memphis,CB,70,189,0.0,0.0,0,4.62,18,34.5,120.0,0.0,0.0,0.0
"Joe Mathis",2017,5521,Washington,DE,74,266,0.0,0.0,0,0.0,24,0.0,0.0,0.0,0.0,0.0
"Ezra Robinson",2017,5548,"Tennessee State",CB,71,189,0.0,0.0,0,4.47,13,34.0,130.0,0.0,0.0,0.0
"Sojourn Shelton",2017,5554,Wisconsin,CB,69,177,0.0,0.0,0,4.51,10,35.0,120.0,4.02,6.92,0.0
"Pita Taumoepenu",2017,5564,Utah,OLB,73,243,0.0,0.0,0,4.67,24,28.5,112.0,4.33,6.91,0.0
"Anthony Walker Jr.",2017,5572,Northwestern,ILB,73,238,0.0,0.0,0,4.65,23,30.5,116.0,4.34,7.23,0.0
"Chad Wheeler",2017,5575,"Southern California",OT,79,306,0.0,0.0,0,5.48,15,20.5,105.0,5.01,0.0,0.0
"Marquez White",2017,5576,"Florida State",CB,72,194,0.0,0.0,0,4.59,0,36.0,123.0,0.0,0.0,0.0
"TreDavious White",2017,5577,LSU,CB,71,192,0.0,0.0,0,4.47,16,32.0,119.0,4.32,6.9,0.0
"Marcus Williams",2017,5578,Utah,FS,73,202,0.0,0.0,0,4.56,14,43.5,129.0,4.2,6.85,0.0
"Tim Williams",2017,5579,Alabama,OLB,75,244,0.0,0.0,0,4.68,0,33.5,124.0,4.57,7.36,0.0
"Jordan Willis",2017,5580,"Kansas State",DE,76,255,0.0,0.0,0,4.53,24,39.0,125.0,4.28,6.85,0.0
"Howard Wilson",2017,5581,Houston,CB,73,184,0.0,0.0,0,4.57,0,33.5,119.0,3.94,6.68,0.0
"Quincy Wilson",2017,5582,Florida,CB,73,211,0.0,0.0,0,4.54,14,32.0,118.0,4.02,6.86,0.0
"Deatrich Wise Jr.",2017,5583,Arkansas,DE,77,274,0.0,0.0,0,4.92,22,33.0,124.0,0.0,0.0,0.0
"Ahkello Witherspoon",2017,5584,Colorado,CB,75,198,0.0,0.0,0,4.45,0,40.5,127.0,4.13,6.93,0.0
