name,seasonal_av,year,player_id,college,position,height,weight,hand_size,arm_length,wonderlic,dash,bench,vert_leap,broad_jump,shuttle,cone,long_shuttle
Sean Locklear,5.111111111,2004,1272,North Carolina State,OG,76,308,0,0,0,5.16,27,29,100,4.61,7.86,0
J.P. Losman,2.857142857,2004,1270,Tulane,QB,74,224,0,0,31,4.73,0,33,116,0,0,0
Maurice Mann,0,2004,1267,Nevada,WR,74,191,0,0,0,4.57,0,34,118,0,0,0
Eli Manning,11,2004,1268,Mississippi,QB,77,221,0,0,39,4.9,0,0,0,0,0,0
Luke McCown,0.8,2004,1265,Louisiana Tech,QB,76,208,0,0,24,4.71,0,37.5,125,4.28,6.75,0
Bobby McCray,3.714285714,2004,1445,Florida,DE,78,255,0,0,0,4.62,27,33.5,0,0,0,0
Dylan McFarland,0,2004,1444,Montana,OT,78,304,0,0,0,5.26,31,27.5,98,0,0,0
Sean McHugh,0.4,2004,1443,Penn State,TE,77,264,0,0,0,4.92,18,29,115,4.09,7.37,0
Caleb Miller,2.5,2004,1441,Arkansas,ILB,75,224,0,0,0,4.66,23,34.5,120,3.95,6.85,0
Jim Molinaro,0.333333333,2004,1440,Notre Dame,OT,78,308,0,0,0,5.09,21,29.5,105,4.64,7.77,0
Clarence Moore,0.666666667,2004,1264,Northern Arizona,WR,78,211,0,0,0,4.55,0,34,122,4.21,6.84,0
Mewelde Moore,3.666666667,2004,1263,Tulane,RB,71,209,0,0,0,4.65,0,35,118,4.14,7.07,0
Johnnie Morant,0,2004,1262,Syracuse,WR,76,229,0,0,0,4.51,0,41,130,4.26,7.35,0
John Navarre,0,2004,1261,Michigan,QB,78,246,0,0,24,5.19,0,26.5,100,4.56,7.74,0
Antwan Odom,3.571428571,2004,1436,Alabama,DE,78,274,0,0,0,4.71,21,37,114,4.44,7.3,0
Shane Olivea,8.5,2004,1435,Ohio State,OT,75,302,0,0,0,5.29,0,29,92,4.76,8.26,0
Igor Olshansky,5.375,2004,1260,Oregon,DT,77,315,0,0,0,4.96,41,33.5,110,4.41,7.61,0
Jarrett Payton,1,2004,1258,Miami,RB,73,220,0,0,0,4.66,0,31,115,4.33,7.36,0
Stephen Peterman,5.25,2004,1256,Louisiana State,OG,76,312,0,0,0,5.46,23,24.5,95,4.69,7.9,0
Shaun Phillips,5.909090909,2004,1433,Purdue,DE,75,255,9,29.75,0,4.78,0,33,114,4.23,6.95,0
Brett Pierce,0,2004,1432,Stanford,TE,78,250,0,0,0,4.95,19,27,103,4.39,7.15,0
Lousaka Polite,0.444444444,2004,1254,Pittsburgh,FB,73,246,0,0,0,4.68,28,32,117,4.19,7.45,0
Will Poole,1,2004,1430,Southern California,CB,71,194,0,0,0,4.47,16,0,0,0,0,0
Kendyll Pope,0,2004,1428,Florida State,OLB,73,226,0,0,0,4.7,0,0,118,4.28,0,0
Keiwan Ratliff,1.428571429,2004,1425,Florida,CB,70,194,0,0,0,4.58,11,0,0,0,0,0
Constantin Ritzmann,0,2004,1421,Tennessee,DE,75,259,0,0,0,4.97,24,29,108,4.48,7.39,0
Philip Rivers,12.61538462,2004,1249,North Carolina State,QB,77,229,0,0,30,5.08,0,0,0,0,0,0
Dunta Robinson,4.6,2004,1420,South Carolina,CB,71,186,0,0,0,4.34,15,36,120,3.75,6.97,0
Ben Roethlisberger,12.07692308,2004,1248,Miami (OH),QB,77,241,0,0,25,4.75,0,0,0,0,0,0
Jacob Rogers,0,2004,1419,Southern California,OT,78,307,9.38,31.63,0,5.3,30,0,0,0,0,0
Sean Ryan,0.166666667,2004,1418,Boston College,TE,77,268,0,0,0,4.97,22,32.5,115,0,0,0
P.K. Sam,0,2004,1247,Florida State,WR,76,210,0,0,0,4.54,0,34.5,0,0,7.05,0
Bob Sanders,2,2004,6095,Iowa,SS,69,204,0,0,0,4.35,15,41.5,128,3.95,6.7,0
Matt Schaub,6.076923077,2004,1246,Virginia,QB,78,243,0,0,30,5.04,0,30.5,110,4.66,7.65,0
Bo Schobel,0.75,2004,1416,Texas Christian,DE,77,271,0,0,0,4.8,25,32.5,109,4.38,6.94,0
Stuart Schweigert,3.2,2004,1415,Purdue,FS,74,218,0,0,0,4.47,18,38,124,3.91,6.68,0
Darrion Scott,2.5,2004,1414,Ohio State,DE,75,289,0,0,0,4.81,0,36.5,118,4.32,0,0
Jake Scott,7.666666667,2004,1413,Idaho,OT,77,281,0,0,0,5.06,24,34.5,110,4.69,7.96,0
Jason Shivers,0,2004,1410,Arizona State,FS,73,201,0,0,0,4.51,19,36,128,0,0,0
Junior Siavii,1.5,2004,1245,Oregon,DT,77,344,0,0,0,5.16,31,24.5,93,4.84,7.93,0
Antonio Smith,5.461538462,2004,1408,Oklahoma State,DE,76,274,0,0,0,5.03,24,33,108,4.75,0,0
Daryl Smith,7.384615385,2004,1407,Georgia Tech,OLB,74,234,0,0,0,4.67,24,0,0,0,0,0
Keith Smith,1.166666667,2004,1406,McNeese State (LA),CB,73,201,9.63,32.63,0,4.48,12,36.5,116,0,0,0
Chris Snee,9,2004,1242,Boston College,OG,75,314,0,0,0,5.1,29,30.5,104,4.67,7.75,0
Isaac Sopoaga,4.777777778,2004,1241,Hawaii,DT,74,317,0,0,0,4.97,42,30.5,99,4.66,7.79,0
Cody Spencer,0.8,2004,1404,North Texas,ILB,75,242,0,0,0,4.65,27,34.5,116,4.11,6.96,0
Randy Starks,6.5,2004,1238,Maryland,DT,76,314,0,0,0,5.03,27,29.5,102,0,0,0
Kendrick Starling,0,2004,1239,San Jose State,WR,73,193,0,0,0,4.49,0,31.5,119,3.88,6.89,0
Alex Stepanovich,3,2004,1237,Ohio State,C,76,304,0,0,0,5.29,0,25.5,96,4.54,7.64,0
Billy Strother,0,2004,1400,New Mexico,OLB,73,241,0,0,0,4.68,0,33,112,4.21,7.42,0
Thomas Tapeh,0.5,2004,1236,Minnesota,FB,74,245,0,0,0,4.8,23,32.5,114,4.62,7.66,0
Craig Terrill,1.285714286,2004,1234,Purdue,DT,75,290,0,0,0,5.21,28,26.5,100,4.1,7.39,0
Jeb Terry,0.666666667,2004,1233,North Carolina,OG,77,313,0,0,0,5.2,27,29,105,5,8.04,0
Dontarrious Thomas,1.8,2004,1397,Auburn,OLB,75,241,0,0,0,4.57,26,38.5,129,4.03,0,0
Joey Thomas,1,2004,1396,Montana State,CB,73,195,0,0,0,4.44,17,38.5,122,3.88,6.82,0
Chris Thompson,1,2004,1398,Nicholls State,CB,73,189,9.25,30.25,0,4.5,12,35,117,4.14,7.09,0
Bruce Thornton,2,2004,1395,Georgia,CB,71,197,0,0,0,4.5,0,37.5,122,0,0,0
Andrae Thurman,0.5,2004,1231,Southern Oregon,WR,71,192,0,0,0,4.54,0,34.5,121,4.33,7.32,0
Reggie Torbor,2.714285714,2004,1394,Auburn,DE,74,254,0,0,0,4.65,16,34,120,4.46,7.48,0
Marcus Tubbs,3,2004,1230,Texas,DT,76,321,0,0,0,5.05,29,32.5,105,0,0,0
Sean Tufts,0.5,2004,1392,Colorado,OLB,76,242,0,0,0,4.61,21,34.5,118,3.95,6.96,0
Michael Turner,6.888888889,2004,1229,Northern Illinois,RB,71,237,0,0,0,4.49,22,31,114,4.21,7.54,0
Khaleed Vaughn,0,2004,1388,Clemson,DE,77,281,0,0,0,5,14,31.5,113,4.35,7.38,0
Michael Waddell,1,2004,1386,North Carolina,CB,71,187,0,0,0,4.31,14,37.5,121,4.03,6.84,0
Matt Ware,1,2004,1385,UCLA,FS,75,209,0,0,0,4.54,15,0,0,0,0,0
Rashad Washington,0.75,2004,1384,Kansas State,FS,74,223,0,0,0,4.61,14,34,116,4.08,7.08,0
Scott Wells,7.181818182,2004,1226,Tennessee,C,74,300,0,0,0,5.3,31,31,109,4.4,7.56,0
Travelle Wharton,5.4,2004,1381,South Carolina,OT,76,312,0,0,0,5.14,0,31.5,105,4.63,8.31,0
Ernest Wilford,3.285714286,2004,1225,Virginia Tech,WR,76,226,0,0,0,4.79,0,40.5,130,4.19,0,0
Vince Wilfork,9,2004,1224,Miami,DT,73,323,0,0,0,5.21,36,0,0,0,0,0
Corey Williams,4.444444444,2004,1223,Arkansas State,DT,76,313,0,0,0,5.18,25,28,0,4.55,7.97,0
Demorrio Williams,4.444444444,2004,1379,Nebraska,OLB,73,232,0,0,0,4.52,16,37,125,4.14,7.05,0
Shaud Williams,1,2004,1220,Alabama,RB,68,193,0,0,0,4.73,15,34,114,4.16,7.02,0
George Wilson,3.222222222,2004,1219,Arkansas,WR,73,213,0,0,0,4.63,0,35,120,3.98,7.07,0
Gibril Wilson,4,2004,6109,Tennessee,SS,73,197,0,0,0,4.47,15,0,0,0,0,0
Kris Wilson,0.375,2004,1376,Pittsburgh,TE,74,248,0,0,0,4.62,24,35,119,4.13,6.89,0
Mark Wilson,0,2004,1375,California,OT,79,314,0,0,0,5.36,24,28.5,108,4.5,7.54,0
Quincy Wilson,0,2004,1218,West Virginia,RB,70,225,0,0,0,4.6,26,33.5,118,4.38,7.69,0
Rashaun Woods,1,2004,1217,Oklahoma State,WR,74,202,0,0,0,4.47,0,39,125,4.05,6.93,0
Jason Wright,1.428571429,2004,1216,Northwestern,RB,71,210,0,0,0,4.68,0,30,111,4.13,7.36,0
Dexter Wynn,0.8,2004,1373,Colorado State,CB,69,175,0,0,0,4.49,13,39,123,3.9,6.7,0
Hamza Abdullah,0,2005,6113,Washington State,SS,74,214,0,0,0,0,18,39,114,0,6.96,0
Anthony Alabi,0.5,2005,1819,Texas Christian,OT,77,310,0,0,0,5.12,18,32.5,105,4.6,7.64,0
Lorenzo Alexander,3.1,2005,1643,California,DT,74,289,0,0,0,5.12,28,29.5,0,4.55,7.55,0
Derek Anderson,1.909090909,2005,1642,Oregon State,QB,78,242,0,0,23,5.03,0,29,103,4.67,7.67,0
J.J. Arrington,3,2005,1641,California,RB,69,214,0,0,0,4.4,18,35,121,4.1,6.81,0
O.J. Atogwe,5.428571429,2005,1818,Stanford,FS,71,219,0,0,0,4.52,22,0,0,0,0,0
Adrian Awasom,0.25,2005,1817,North Texas,DE,76,279,0,0,0,4.93,23,32.5,107,4.4,7.57,0
David Baas,4.555555556,2005,1640,Michigan,OG,77,319,0,0,0,5.06,29,29.5,105,4.48,7.52,0
Jonathan Babineaux,5.666666667,2005,1639,Iowa,DT,74,286,0,0,0,4.87,21,29.5,109,4.62,7.71,0
Billy Bajema,0.222222222,2005,1816,Oklahoma State,TE,77,261,0,0,0,4.74,16,31.5,113,4.3,7.05,0
Marion Barber,6.428571429,2005,1638,Minnesota,RB,72,221,0,0,0,4.53,20,40,0,0,0,0
Khalif Barnes,5.545454545,2005,1815,Washington,OT,78,305,0,0,0,4.92,26,35,106,4.56,7.58,0
Ronald Bartell,3.5,2005,1813,Howard,CB,73,211,0,0,0,4.37,21,35.5,0,0,0,0
Jordan Beck,1,2005,1812,Cal Poly,OLB,75,233,0,0,0,4.6,25,41,128,4.12,7.11,0
Joe Berger,3.181818182,2005,1810,Michigan Tech,OT,78,303,0,0,0,5.18,30,27,96,4.68,7.77,0
Atari Bigby,0,2005,6117,Central Florida,SS,71,214,0,0,0,4.65,19,35,0,4.11,7,0
Darryl Blackstock,1.4,2005,1809,Virginia,OLB,75,247,0,0,0,4.7,25,39,126,4.32,7.05,0
Patrick Body,0,2005,6118,Toledo,FS,74,196,0,0,0,4.36,0,0,0,0,0,0
Michael Boley,5.666666667,2005,1808,Southern Mississippi,OLB,75,236,0,0,0,4.56,0,34,113,4.12,7.08,0
Mark Bradley,2.2,2005,1635,Oklahoma,WR,74,201,0,0,0,4.37,0,39.5,128,4.02,6.96,0
Wesley Britt,1,2005,1807,Alabama,OT,80,314,0,0,0,5.3,24,0,0,0,0,0
Nehemiah Broughton,0,2005,1634,Citadel,RB,73,250,0,0,0,4.59,25,30,108,4.37,7.55,0
Jammal Brown,7.857142857,2005,1805,Oklahoma,OT,78,316,0,0,0,5.06,0,31.5,109,4.7,7.95,0
Jason Brown,5,2005,1632,North Carolina,C,75,313,0,0,0,5.4,23,30.5,105,4.52,7.72,0
Reggie Brown,4.2,2005,1631,Georgia,WR,74,196,0,0,0,4.45,0,41.5,128,4,6.99,0
Ronnie Brown,4.8,2005,1630,Auburn,RB,73,233,0,0,0,4.43,18,34,117,4.14,7.12,0
Brandon Browner,5.2,2005,1806,Oregon State,CB,76,221,0,0,0,4.63,13,36.5,123,4.24,7.2,0
Dan Buenning,3.333333333,2005,1628,Wisconsin,OG,76,320,0,0,0,5.35,29,28,111,4.64,7.93,0
Josh Bullocks,3.833333333,2005,1804,Nebraska,FS,73,209,0,0,0,4.46,0,37.5,118,4.09,7.09,0
Tim Bulman,1.2,2005,1627,Boston College,DT,76,294,0,0,0,4.91,35,32.5,115,4.21,7.24,0
James Butler,3.428571429,2005,1802,Georgia Tech,FS,74,213,0,0,0,4.51,16,40.5,127,4.01,7.11,0
Jason Campbell,5.888888889,2005,1626,Auburn,QB,77,230,0,0,28,4.72,0,0,0,0,7.42,0
Jerome Carter,1,2005,6124,Florida State,SS,73,228,0,0,0,4.47,21,35,121,4.11,7.19,0
Mark Clayton,4.285714286,2005,1623,Oklahoma,WR,71,193,0,0,0,4.41,0,36.5,118,4.07,6.95,0
DeAndra Cobb,0,2005,1621,Michigan State,RB,70,196,0,0,0,4.49,17,34,118,4.26,7.13,0
Shaun Cody,3.75,2005,1620,Southern California,DT,76,293,0,0,0,4.95,34,0,0,0,0,0
Jerome Collins,0,2005,1795,Notre Dame,TE,76,267,0,0,0,4.71,21,0,118,0,0,0
Nick Collins,6.857142857,2005,1794,Bethune-Cookman,CB,71,206,0,0,0,4.36,11,40,118,4.16,6.94,0
Dan Connolly,5.625,2005,1792,Southeast Missouri State,OT,76,311,0,0,0,5.19,22,28.5,108,4.54,7.67,0
Sean Considine,2,2005,1791,Iowa,FS,73,212,0,0,0,4.5,19,37,117,3.93,7.11,0
Junius Coston,1.666666667,2005,1619,North Carolina A&T,C,76,310,0,0,0,5.31,21,29.5,102,4.64,7.93,0
Airese Currie,0,2005,1618,Clemson,WR,71,186,0,0,0,4.49,0,38,125,4.07,7.07,0
Markus Curry,0,2005,1789,Michigan,CB,71,181,0,0,0,4.59,12,35,117,3.89,7.04,0
Tony Curtis,0,2005,1788,Portland State (OR),TE,78,269,0,0,0,4.93,21,0,115,0,0,0
Harvey Dahl,4.625,2005,1787,Nevada,OT,78,299,0,0,0,5.42,17,27,99,4.6,8.16,0
Travis Daniels,2,2005,1785,Louisiana State,CB,73,194,0,0,0,4.54,0,35,120,3.97,6.95,0
Chauncey Davis,3.142857143,2005,1784,Florida State,DE,74,273,0,0,0,4.8,22,37,118,4.44,7.66,0
Jim Davis,0,2005,1783,Virginia Tech,DE,76,277,0,0,0,5.05,0,34,0,4.23,7.11,0
Thomas Davis,7.272727273,2005,1782,Georgia,FS,73,230,0,0,0,4.6,0,36.5,115,4.01,7.1,0
Joel Dreessen,2.125,2005,1781,Colorado State,TE,76,260,0,0,0,4.72,22,36,113,4.05,7.1,0
Kevin Dudley,0,2005,1616,Michigan,FB,73,238,0,0,0,4.91,19,30,109,4.58,7.27,0
Atiyyah Ellison,0,2005,1614,Missouri,DT,76,305,0,0,0,5.07,25,27.5,103,4.83,8.01,0
Jamar Enzor,0,2005,1779,Cincinnati,OLB,73,243,0,0,0,4.75,21,0,0,0,0,0
Liam Ezekiel,0,2005,1776,Northeastern,ILB,73,249,0,0,0,4.81,36,34.5,118,4.12,7.29,0
Ronald Fields,1.857142857,2005,1612,Mississippi State,DT,75,313,0,0,0,5.24,0,27,102,4.68,8.02,0
Alfred Fincher,0.75,2005,1775,Connecticut,ILB,74,238,0,0,0,4.68,25,31.5,112,4.48,7.7,0
Ryan Fitzpatrick,6.333333333,2005,1611,Harvard,QB,75,232,0,0,48,4.86,0,30.5,105,4.07,7.09,0
Dustin Fox,0,2005,1773,Ohio State,FS,71,191,0,0,0,4.43,7,43.5,0,0,0,0
Domonique Foxworth,3,2005,1774,Maryland,CB,71,184,0,0,0,4.34,14,41,125,3.89,6.78,0
Aaron Francisco,1.833333333,2005,1772,BYU,FS,74,211,0,0,0,4.74,17,35,113,4.13,6.98,0
Simon Fraser,1.5,2005,1771,Ohio State,DE,78,288,0,0,0,5,23,28,106,4.43,7.54,0
Andre Frazier,1,2005,1770,Cincinnati,DE,77,234,0,0,0,4.66,19,38,124,4.12,7.09,0
Charlie Frye,1.6,2005,1610,Akron,QB,76,225,0,0,38,4.79,0,33,113,4.09,6.95,0
Dylan Gandy,2.625,2005,1609,Texas Tech,OG,75,304,0,0,0,5.12,0,29.5,100,4.51,7.65,0
Lionel Gates,0,2005,1608,Louisville,RB,73,222,0,0,0,4.6,23,36,121,4.12,7.17,0
Justin Geisinger,0,2005,1768,Vanderbilt,OT,76,322,0,0,0,5.38,34,25,95,4.62,7.87,0
Eric Ghiaciuc,4.75,2005,1607,Central Michigan,C,76,302,0,0,0,5.09,30,32,105,4.64,7.87,0
Mike Goolsby,0,2005,6131,Notre Dame,ILB,75,249,0,0,0,4.93,0,29.5,112,4.44,7.33,0
Ryan Grant,6.333333333,2005,1604,Notre Dame,RB,73,215,9.63,31,0,4.43,17,33.5,115,4.14,7.1,11.63
Eric Green,3,2005,1767,Virginia Tech,CB,73,198,0,0,0,4.52,0,38,120,3.9,0,0
Boomer Grigsby,0.5,2005,1766,Illinois State,ILB,73,249,0,0,0,4.6,32,35.5,112,0,7.1,0
Matt Grootegoed,0,2005,6133,Southern California,SS,71,218,0,0,0,4.68,22,31.5,0,4.31,7.18,0
Tyjuan Hagler,2.6,2005,1765,Cincinnati,OLB,73,236,0,0,0,4.59,35,35.5,124,4.13,7.21,0
Geoff Hangartner,4.666666667,2005,1602,Texas A&M,C,77,301,0,0,0,5.21,26,28.5,103,4.57,7.62,0
Marques Harris,1.6,2005,1764,Southern Utah,OLB,73,231,0,0,0,4.71,22,40.5,117,4.07,7.2,0
Kelvin Hayden,3.375,2005,1763,Illinois,CB,71,197,0,0,0,4.45,17,34,111,3.9,6.87,0
Jovan Haye,3.714285714,2005,1762,Vanderbilt,DE,74,284,0,0,0,4.74,33,34,110,4.38,7.4,0
Alex Haynes,0,2005,1599,Central Florida,RB,70,223,0,0,0,4.51,21,32.5,0,0,0,0
Madison Hedgecock,0.333333333,2005,1598,North Carolina,FB,75,266,0,0,0,4.87,29,32.5,108,4.26,7.42,0
Chris Henry,3.4,2005,1597,West Virginia,WR,76,197,0,0,0,4.5,0,0,0,0,0,0
Leroy Hill,5.625,2005,1761,Clemson,ILB,73,229,0,0,0,4.65,25,34,116,4.11,7.23,0
Ellis Hobbs,5,2005,1760,Iowa State,CB,69,192,0,0,0,4.45,12,42,124,4.07,6.8,0
Drew Hodgdon,1,2005,1595,Arizona State,C,75,309,0,0,0,5.31,0,32.5,109,4.48,7.49,0
Daven Holly,3.333333333,2005,1758,Cincinnati,CB,71,192,0,0,0,4.39,15,39,115,4.08,7.16,0
Alex Holmes,0,2005,1757,Southern California,TE,75,265,0,0,0,4.92,18,0,0,0,0,0
Richie Incognito,6.4,2005,1593,Nebraska,C,75,305,0,0,0,4.84,29,0,0,0,0,0
Marlin Jackson,2.8,2005,1755,Michigan,CB,73,198,0,0,0,4.52,23,36,125,3.96,6.95,0
Vincent Jackson,7.666666667,2005,1592,Northern Colorado,WR,77,241,0,0,0,4.46,0,39,0,0,0,0
Brandon Jacobs,4.555555556,2005,1591,Southern Illinois,RB,76,267,0,0,0,4.56,19,37,118,4.49,7.54,0
Erasmus James,1.5,2005,1754,Wisconsin,DE,76,266,0,0,0,4.81,0,37.5,122,4.44,7.56,0
Jason Jefferson,0.75,2005,1590,Wisconsin,DT,74,310,0,0,0,5.1,0,28.5,102,4.48,7.8,0
Derrick Johnson,8.25,2005,1753,Texas,OLB,75,242,0,0,0,4.52,0,37.5,120,3.93,7.21,0
Marcus Johnson,2,2005,1589,Mississippi,OG,79,321,0,0,0,5.45,21,27.5,104,4.75,7.73,0
Matt Jones,5.75,2005,1752,Arkansas,TE,78,242,8.63,32,0,4.37,20,39.5,129,4.2,0,0
Nick Kaczur,8,2005,1750,Toledo,OT,77,319,0,0,0,5.28,0,31.5,0,0,0,0
Chris Kemoeatu,4.833333333,2005,1585,Utah,OG,76,344,0,0,0,5.34,26,29,98,4.57,7.75,0
Eric King,0.666666667,2005,1747,Wake Forest,CB,69,189,0,0,0,4.43,12,0,0,0,0,0
Marcus Lawrence,0,2005,1746,South Carolina,ILB,74,243,11,33.75,0,4.62,19,34,121,4.35,7.18,0
Jim Leonhard,3.7,2005,1745,Wisconsin,FS,68,191,0,0,0,4.63,19,0,0,0,0,0
Khari Long,0,2005,1744,Baylor,DE,76,257,0,0,0,4.74,27,38.5,121,4.09,7.23,0
Daniel Loper,1.4,2005,1743,Texas Tech,OT,78,306,0,0,0,5.3,14,32,101,4.69,7.76,0
Logan Mankins,11.72727273,2005,1584,Fresno State,OG,76,307,0,0,0,5.06,21,31.5,95,4.45,7.54,0
Evan Mathis,4.25,2005,1582,Alabama,OG,77,304,0,0,0,4.92,35,35.5,117,4.16,7.39,0
Jerome Mathis,1.333333333,2005,1581,Hampton,WR,71,181,0,0,0,4.26,0,35.5,123,0,0,0
Leron McCoy,1,2005,1580,Indiana (PA),WR,74,211,0,0,0,4.4,0,37,120,4.22,7.19,0
Robert McCune,0,2005,1742,Louisville,ILB,73,245,0,0,0,4.5,34,0,0,0,0,0
Bryant McFadden,4,2005,1741,Florida State,CB,71,193,0,0,0,4.53,23,38.5,0,4.04,0,0
Chris McKenzie,0,2005,1740,Arizona State,CB,69,185,0,0,0,4.32,6,45,136,4.32,6.9,0
David McMillan,0.666666667,2005,1739,Kansas,DE,75,262,0,0,0,4.58,16,34,120,4.08,7.11,0
Shawne Merriman,5.25,2005,1738,Maryland,DE,77,272,0,0,0,4.68,25,0,0,0,0,0
Justin Miller,4,2005,6144,Clemson,CB,70,201,0,0,0,4.42,15,41.5,128,0,0,0
Lance Mitchell,1,2005,1736,Oklahoma,ILB,74,247,0,0,0,4.85,15,33.5,0,4.41,7.49,0
Ryan Moats,1.75,2005,1579,Louisiana Tech,RB,68,210,0,0,0,4.46,19,36,117,4.11,7.22,0
Mike Montgomery,1.5,2005,1735,Texas A&M,DE,77,276,0,0,0,5.05,19,34.5,115,4.33,7.39,0
Eric Moore,0.833333333,2005,1734,Florida State,DE,76,262,0,0,0,4.84,22,29.5,108,4.57,7.62,0
Vernand Morency,2.666666667,2005,1577,Oklahoma State,RB,70,212,0,0,0,4.51,19,33.5,0,4.2,7.02,0
Kirk Morrison,5.5,2005,1733,San Diego State,ILB,73,235,0,0,0,4.69,25,0,0,4.35,0,0
Scott Mruczkowski,2.428571429,2005,1575,Bowling Green,C,77,321,0,0,0,5.29,28,0,0,0,0,0
Terrence Murphy,0,2005,1574,Texas A&M,WR,73,202,0,0,0,4.39,0,0,0,0,0,0
Chris Myers,7.1,2005,1573,Miami,OG,77,300,0,0,0,5.18,25,0,0,0,0,0
Donte Nicholson,1,2005,6146,Oklahoma,SS,73,209,0,0,0,4.55,18,0,0,0,0,0
Doug Nienhuis,0,2005,1572,Oregon State,OG,78,307,0,0,0,5.15,22,29.5,99,4.52,7.53,0
Frank Omiyale,3,2005,1731,Tennessee Tech,OT,76,310,0,0,0,5.3,22,29.5,101,4.72,8.22,0
Dan Orlovsky,1,2005,1569,Connecticut,QB,77,225,0,0,30,4.93,0,29.5,107,4.43,7.33,0
Kyle Orton,5,2005,1568,Purdue,QB,76,233,0,0,27,5.06,0,26.5,0,4.54,7.39,0
Chad Owens,0,2005,1567,Hawaii,WR,68,183,0,0,0,4.62,23,37,116,3.95,6.71,0
Mike Patterson,5.9,2005,1565,Southern California,DT,73,292,0,0,0,5.08,26,0,0,0,0,0
Karl Paymah,1.166666667,2005,1730,Washington State,CB,73,204,0,0,0,4.35,15,41.5,125,3.91,7.09,0
Alvin Pearman,1,2005,1564,Virginia,RB,70,208,0,0,0,4.63,24,34,114,4.1,7.07,0
Antonio Perkins,0,2005,1728,Oklahoma,CB,71,190,0,0,0,4.49,10,40,126,4.07,7.17,0
David Pollack,1.5,2005,1724,Georgia,DE,74,265,0,0,0,4.75,25,37,120,3.94,6.87,0
Brady Poppinga,3.625,2005,1722,BYU,DE,75,259,0,0,0,4.59,26,35.5,110,4.39,7.29,0
Sione Pouha,7.714285714,2005,1561,Utah,DT,76,325,0,0,0,5.02,32,32.5,107,4.49,7.84,0
Duke Preston,2.75,2005,1560,Illinois,C,77,311,0,0,0,0,21,32,96,4.53,7.58,0
Jamaica Rector,0,2005,1559,Northwest Missouri State,WR,70,186,0,0,0,4.47,17,36.5,122,4.14,6.8,0
Lamont Reid,1,2005,1720,North Carolina State,CB,71,195,0,0,0,4.53,15,40.5,124,4.28,7.18,0
Kerry Rhodes,7,2005,1719,Louisville,FS,75,209,0,0,0,4.56,12,42,123,4.17,6.94,0
Derreck Robinson,0.2,2005,1558,Iowa,DT,76,289,0,0,0,0,27,34.5,114,4.53,7.97,0
Courtney Roby,0.375,2005,1557,Indiana,WR,73,189,0,0,0,4.41,0,36.5,126,4,6.61,0
Aaron Rodgers,12.5,2005,1556,California,QB,74,223,0,0,39,4.71,0,34.5,110,0,7.39,0
Carlos Rogers,5.8,2005,1717,Auburn,CB,73,196,0,0,0,4.44,15,40.5,126,3.82,6.48,0
Michael Roos,7.5,2005,1715,Eastern Washington,OT,79,320,0,0,0,5.3,19,29,97,4.52,7.73,0
Matt Roth,4.285714286,2005,1714,Iowa,DE,76,278,0,0,0,4.81,26,32,112,4.36,7.65,0
Stanford Routt,3,2005,1713,Houston,CB,74,193,0,0,0,4.27,0,36.5,129,3.9,6.63,0
Barrett Ruud,5.75,2005,1712,Nebraska,ILB,75,241,0,0,0,4.75,25,34.5,112,4,7.22,0
Bo Scaife,3.666666667,2005,1711,Texas,TE,75,249,0,0,0,4.75,24,32.5,114,4.14,7.21,0
Gerald Sensabaugh,4.375,2005,1709,North Carolina,FS,73,214,0,0,0,4.44,17,46,133,0,0,0
Adam Seward,0.8,2005,1708,UNLV,ILB,74,248,0,0,0,4.6,33,36.5,120,4.11,7.17,0
Eric Shelton,0,2005,1554,Louisville,RB,74,246,0,0,0,4.53,0,38.5,124,4.08,7.46,0
Darrell Shropshire,1,2005,1553,South Carolina,DT,74,301,0,0,0,4.87,25,34,116,4.34,7.55,0
Wes Sims,0,2005,1707,Oklahoma,OT,77,318,0,0,0,5.39,26,28,108,4.45,7.7,0
Alex Smith,1.090909091,2005,1706,Stanford,TE,76,258,0,0,0,4.75,28,0,0,0,0,0
Alex Smith,8.636363636,2005,1552,Utah,QB,76,217,0,0,40,4.71,0,32,113,3.97,6.82,0
Adam Snyder,4.1,2005,1551,Oregon,OG,78,316,0,0,0,5.34,21,28.5,93,4.86,7.85,0
Marcus Spears,4.555555556,2005,1705,Louisiana State,DE,76,307,0,0,0,5.03,15,0,0,0,0,0
Chris Spencer,4.4,2005,1550,Mississippi,C,75,309,0,0,0,5.21,26,32,105,4.61,8.07,0
Darren Sproles,6.909090909,2005,1549,Kansas State,RB,66,187,0,0,0,4.47,23,33,105,3.96,6.96,0
Scott Starks,0.8,2005,1704,Wisconsin,CB,69,172,0,0,0,4.37,13,43,137,3.9,6.99,0
David Stewart,7,2005,1703,Mississippi State,OT,79,314,0,0,0,5.25,24,0,0,0,0,0
Bill Swancutt,0,2005,1702,Oregon State,DE,76,270,0,0,0,5,23,34,113,4.24,7.36,0
Lofa Tatupu,8.833333333,2005,1700,Southern California,ILB,73,238,0,0,0,4.83,23,35,113,4.21,7.32,0
Claude Terrell,3,2005,1547,New Mexico,OG,74,343,0,0,0,5.42,27,24.5,89,4.81,8.19,0
