name,position_id,season_av,year,round
Robert Griffith,S,7.181818182,,
Jay Bellamy,S,4,,
Damon Watts,CB,2,,
J'Vonne Parker,DT,0.333333333,,
Adrian Awasom,DE,0.25,,
Derreck Robinson,DE,0.2,,
Jason Short,DE,0.666666667,,
Jonas Seawright,DT,1,,
Kevin Huntley,DE,0.5,,
Sean Conover,DE,0.5,,
Stephen Williams,DE,1,,
Steve Fifita,DT,1,,
Curtis Johnson,DE,0.5,,
Vance Joseph,CB,2,,
Nic Clemons,DT,0.5,,
Otis Grigsby,DE,0.5,,
Santonio Thomas,DT,0.5,,
Jeremy Jarmon,DE,0.5,,
Julius Williams,DE,1,,
Ryan Baker,DE,0.25,,
Antwan Applewhite,DE,1.8,,
Demarcus Dobbs,DE,0.6,,
John Chick,DE,1,,
Malcolm Sheppard,DT,0.5,,
Donny Brady,CB,2,,
Nate Collins,DT,0.75,,
Phillip Hunt,DE,0.666666667,,
Thomas Keiser,DE,1,,
Will Tukuafu,RB,0.333333333,,
Aaron Morgan,DE,0.5,,
Anthony Toribio,DT,0.5,,
Nate Chandler,G,3.333333333,,
Ronald Talley,DE,0.666666667,,
Brian Sanford,DE,1,,
Glenn Foster,DE,0.5,,
Marquis Walker,CB,1.8,,
Matt Conrath,DT,0.5,,
Paul Hazel,DE,0.5,,
Ryan Robinson,DE,1,,
Anthony Johnson,DT,1,,
Bradley Sowell,T,3,,
Brandon Bair,DE,1,,
Casey Walker,DT,0.5,,
Davon Coleman,DT,0.5,,
Josh Martin,OLB,0.75,,
Ricky Lumpkin,DT,0.333333333,,
George Coghill,S,1.75,,
T.J. Fatinikun,DE,0.5,,
Tenny Palepoi,DT,1,,
Tyson Clabo,T,7.222222222,,
Brandon Dunn,DT,0.333333333,,
Bruce Gaston,DT,1,,
Cooper Helfet,TE,1,,
Justin Staples,OLB,0.333333333,,
Justin Trattou,DE,0.333333333,,
Matt Longacre,DE,1,,
Ryan Delaire,DE,1,,
Lamar Campbell,S,1.6,,
T.Y. McGill,DT,1,,
Tavaris Barnes,DE,1,,
Tyler Polumbus,T,3.875,,
Tyreek Burwell,T,0.5,,
Anthony Lanier,DE,1,,
Brandon Copeland,OLB,1,,
Bryan Braman,OLB,1,,
Channing Ward,DE,1,,
Destiny Vaeao,DT,1,,
Lawrence Thomas,DE,1,,
Raion Hill,S,2.5,,
Morgan Fox,DE,1,,
Robert Thomas,DT,0.5,,
Ufomba Kamalu,DE,1,,
Woodrow Hamilton,DT,1,,
Xavier Williams,DT,0.5,,
Cornell Thomas,DE,0,,
Ed Philion,DT,0,,
Garry Howe,DT,0,,
Jim Hanna,DT,0,,
Keith Powe,DE,0,,
Anthony Mitchell,S,1.833333333,,
Sylvester Stanley,DT,0,,
Tyrone Rodgers,DT,0,,
Ed Hawthorne,DT,0,,
Garland Hawkins,DE,0,,
Herman Smith,DE,0,,
Andre Davis,DT,0,,
Brad Keeney,DT,0,,
Emile Palmer,DT,0,,
Jeff Faulkner,DE,0,,
Michael Samson,DT,0,,
Tod McBride,S,1.833333333,,
Tim Colston,DT,0,,
Walter Scott,DE,0,,
Albert Reese,DT,0,,
Jabbar Threats,DE,0,,
Ben Williams,DT,0,,
Cyron Brown,DT,0,,
David Hoelscher,DE,0,,
Henry Taylor,DT,0,,
Mike Moten,DT,0,,
Mike Sutton,DE,0,,
Don Davis,S,1.727272727,,
Reggie Lowe,DE,0,,
Bill Duff,DT,0,,
Ernie Brown,DE,0,,
Gaylon Hyder,DT,0,,
Ken Anderson,DT,0,,
Kipp Vickers,T,2,,
Pellom McDaniels,OLB,2.166666667,,
Aaron Fields,DE,0,,
Derrick Ham,DE,0,,
Andy Bowers,DE,0,,
Victor Green,S,6.333333333,,
Charlie Adams,WR,1.333333333,,
Anthony Herron,DE,0,,
Felipe Claybrooks,DE,0,,
Hans Olsen,DT,0,,
Jeff Hazuga,DE,0,,
Joe Brown,DT,0,,
Bernard Jackson,DE,0,,
Chris Demaree,DE,0,,
DeVone Claybrooks,DT,0,,
Giradie Mercer,DT,0,,
Jerome Davis,T,0,,
DelJuan Robinson,CB,2.5,,
Ron Smith,DT,0,,
Terrance Simmons,DT,0,,
Allen Reese,DT,0,,
Anthony Dunn,DE,0,,
Brandon Hicks,DT,0,,
Jermaine Brooks,DT,0,,
Matt Leonard,DT,0,,
Omari Hand,DE,0,,
Ron Johnson,DE,0,,
Alain Kashama,DE,0,,
Aaron Francisco,S,1.833333333,,
Corey Jackson,DE,0,,
Jason Stewart,DT,0,,
Josh Savage,DE,0,,
Junior Glymph,DE,0,,
Khaleed Vaughn,DE,0,,
Omari Jordan,DT,0,,
Robert Pollard,DE,0,,
Aki Jones,DE,0,,
Alfred Malone,DT,0,,
Constantin Ritzmann,DE,0,,
Dimitri Patterson,CB,1.75,,
Jeremy Calahan,DT,0,,
Jim Davis,DE,0,,
Manuel Wright,DT,0,,
Matt McChesney,G,0,,
A.J. Schable,DE,0,,
Antwon Burton,DT,0,,
Joe Sykes,DE,0,,
Khreem Smith,DE,0,,
Marcus Green,DT,0,,
Montez Murphy,DE,0,,
Paul Oliver,S,2.25,,
T.J. Jackson,DT,0,,
Conrad Bolston,DT,0,,
Derrick Jones,DE,0,,
Edgar Jones,TE,0.428571429,,
Eric Powell,DE,0,,
McKinley Boykin,DT,0,,
Steven Harris,DT,0,,
Brandon Miller,DE,0,,
Corey Mace,DT,0,,
Derek Lokey,DT,0,,
A.J. Jefferson,CB,2,,
Greyson Gunheim,DE,0,,
Jeremy Clark,DT,0,,
Jesse Nading,DE,0.4,,
Keith Grennan,DE,0,,
Mkristo Bruce,DE,0,,
Scott Paxson,DT,0,,
Andre Coleman,DE,0,,
Dion Gales,DE,0,,
Eric Bakhtiari,DE,0,,
Jason Banks,DE,0,,
David Caldwell,S,4,,
Jeremy Navarre,DE,0,,
John Gill,DT,0,,
Keilen Dykes,DT,0,,
Kelly Talavou,DT,0,,
Kenwin Cummings,DE,0,,
Barry Turner,DE,0,,
Jimmy Saddler-McQueen,DT,0,,
Joe Joseph,DT,0,,
Lamar Divens,DT,0,,
Mitch King,DT,0,,
Danny McCray,S,1.5,,
Travis Ivey,DE,0,,
Alex Silvestro,DE,0,,
Dwayne Hendricks,DT,0,,
Mason Brodine,DE,0,,
Adewale Ojomo,DE,0,,
Aston Whiteside,DE,0,,
Ben Bass,DT,0,,
Braylon Broughton,DE,0,,
Bryan Hall,ILB,0,,
Chas Alecxih,DT,0,,
Leonard Johnson,CB,2.2,,
Chase Baker,DT,0,,
DaJohn Harris,DT,0,,
Damik Scafe,DE,0,,
David Hunter,DE,0,,
Dominique Hamilton,DT,0,,
Drew Nowak,G,1.333333333,,
Ernest Owusu,DE,0,,
Everrette Thompson,DE,0,,
Hebron Fangupo,DT,0,,
Ike Igbinosun,DT,0,,
Brandian Ross,CB,3,,
Jordan Miller,DT,0,,
Keith Browner,DE,0,,
Kourtnei Brown,DE,0,,
Martin Parker,DT,0,,
Matt Broha,DE,0,,
Matthew Masifilo,DT,0,,
Micanor Regis,DT,0,,
Monte Taylor,DE,0,,
Pannel Egboh,DE,0,,
Rob Callaway,DT,0,,
Ryan Clark,S,5.692307692,,
Nickell Robey-Coleman,CB,2.5,,
Ronnie Cameron,DT,0,,
Tevita Finau,DT,0,,
Brian Arnfelt,DE,0,,
Caesar Rayford,DE,0,,
Christian Tupou,DT,0,,
Gerald Rivers,DE,0,,
Isaako Aaitui,DT,0,,
Jason Vega,DE,0,,
Jay Ross,DT,0,,
Kwame Geathers,DT,0,,
Sergio Brown,S,1.571428571,,
Michael Brooks,DT,0,,
Tracy Robertson,DT,0,,
Zach Minter,DT,0,,
Deandre Coleman,DT,0,,
George Uko,DE,0,,
Kelcy Quarles,DT,0,,
Kenneth Boatright,DE,0,,
Lawrence Virgil,DT,0,,
Luther Robinson,DT,0,,
A.J. Francis,DT,0,,
Stefan Charles,S,2,,
Brad Bars,DE,0,,
Darrell Williams,DT,0,,
Earl Okine,DE,0,,
Joey Mbu,DT,0,,
Jordan Williams,DE,0,,
Josh Shirley,LB,0,,
Kaleb Eulls,G,0,,
Kenny Anunike,DE,0,,
Leon Orr,DT,0,,
Richard Ash,DT,0,,
Delvin Breaux,CB,3,,
Antwaun Woods,DT,0,,
Branden Jackson,DE,0,,
Brian Price,DT,0,,
DeShawn Williams,DT,0,,
Garrison Smith,DT,0,,
Johnny Maxey,DE,0,,
Julius Warmsley,DE,0,,
Kyle Peko,DT,0,,
Mehdi Abdesmad,DE,0,,
Tani Tupou,DT,0,,
Jahleel Addae,S,2.75,,
Toby Johnson,DT,0,,
James Harrison,OLB,7.928571429,,
Sam Mills,ILB,11.5,,
Vontaze Burfict,OLB,8.2,,
Bart Scott,LB,7.454545455,,
Zach Orr,ILB,5.666666667,,
Jessie Tuggle,ILB,7.857142857,,
Mike Jones,OLB,5.777777778,,
Shelton Quarles,ILB,6.8,,
Antonio Pierce,ILB,6.222222222,,
Jon Weeks,LS,1.428571429,,
Ahmad Brooks,ILB,5.9,,
George Koonce,OLB,7,,
London Fletcher,ILB,8.8125,,
Tracy Simien,ILB,5.2,,
Keith Mitchell,OLB,5.571428571,,
Lemar Marshall,ILB,4.833333333,,
Mike Johnson,OLB,8.5,,
Lonnie Marts,OLB,6.285714286,,
Bernardo Harris,ILB,6.625,,
Gary Brackett,ILB,5.111111111,,
Marcus Williams,CB,3,,
Paris Lenon,ILB,5,,
Stephen Cooper,ILB,4.111111111,,
Gary Guyton,OLB,4,,
David Hawthorne,ILB,5.25,,
Jameel McClain,ILB,5.571428571,,
Jo-Lonn Dunbar,ILB,4.125,,
Nick Roach,ILB,5.285714286,,
Wesley Woodyard,ILB,4.777777778,,
Jerrell Freeman,ILB,7.2,,
Gary Plummer,OLB,6.75,,
Michael Thomas,S,2.25,,
Rod Stephens,ILB,7.333333333,,
George Jamison,OLB,4,,
Andre Royal,OLB,2.8,,
Mike Barber,OLB,3.2,,
Ronald McKinnon,ILB,5.9,,
Jovan Belcher,ILB,5.5,,
Dannell Ellerbe,OLB,3.125,,
Craig Robertson,ILB,6.2,,
Josh Mauga,ILB,3.6,,
Michael Wilhoite,ILB,3.6,,
Brian Poole,CB,4,,
Jonathan Casillas,OLB,3.285714286,,
Todd Davis,ILB,3.666666667,,
William Compton,ILB,4.25,,
Rufus Porter,OLB,5.5,,
Clay Matthews,OLB,4.333333333,,
Vinson Smith,OLB,3.5,,
Jeff Gooch,OLB,2.111111111,,
Charlie Clemons,OLB,3,,
Donnie Spragan,OLB,4.333333333,,
Kevin Lewis,ILB,2.166666667,,
Briean Boddy-Calhoun,CB,4,,
Ryan Nece,LB,3.571428571,,
John DiGiorgio,LB,2.666666667,,
Rashad Jeanty,OLB,4,,
Chase Blackburn,ILB,3,,
Russell Allen,OLB,4.2,,
Emmanuel Lamur,OLB,3,,
Paul Worrilow,ILB,5.25,,
Vincent Rey,ILB,4,,
Tyronne Stowe,ILB,4.5,,
Anthony Harris,OLB,2,,
Otis Smith,CB,5.444444444,,
Cre'von LeBlanc,CB,4,,
Jude Waddy,OLB,3.5,,
Orlando Ruff,ILB,3.428571429,,
Mike Maslowski,OLB,2.8,,
Brad Kassell,ILB,3.166666667,,
D.D. Lewis,ILB,2,,
Brendon Ayanbadejo,LB,2.8,,
Ryan Fowler,ILB,2.333333333,,
Akeem Jordan,ILB,3.25,,
Corey Mays,LB,2,,
Spencer Paysinger,OLB,2.333333333,,
Harold Jones-Quartey,S,3,,
Danny Lansanah,ILB,2.5,,
Joplo Bartu,LB,3,,
Christian Jones,ILB,3.666666667,,
Frank Zombo,OLB,3,,
Steve Morrison,OLB,3.25,,
Tom McManus,ILB,2.25,,
K.D. Williams,OLB,3.333333333,,
Armegis Spearman,ILB,1.666666667,,
Donte Curry,ILB,1.625,,
Jashon Sykes,LB,2.5,,
Ladarius Gunter,CB,2,,
Mark Brown,LB,2.666666667,,
Jyles Tucker,LB,1.75,,
Jason Trusnik,ILB,2,,
Erin Henderson,ILB,2.375,,
Ashlee Palmer,OLB,2.666666667,,
Dan Skuta,OLB,2.75,,
Justin Tuggle,ILB,2.666666667,,
Jonathan Freeny,ILB,2,,
Josh Bynes,OLB,2.666666667,,
Shaquil Barrett,OLB,3.5,,
Rashaan Melvin,CB,2,,
Joe Thomas,OLB,3.5,,
Nick Bellore,ILB,2,,
Ernest Dixon,ILB,1.4,,
Monty Brown,OLB,2.333333333,,
David White,OLB,3,,
Jim Schwantz,LB,1.6,,
Chad Cascadden,OLB,2,,
Larry Izzo,LB,1.846153846,,
Bobbie Howard,LB,2,,
Tim Terry,LB,1.25,,
Robert Golden,S,1.8,,
Adrian Ross,OLB,2.5,,
Matt Chatham,LB,1.125,,
Quinton Culberson,LB,1.666666667,,
Heath Farwell,ILB,1.875,,
Pierre Woods,LB,1.6,,
Jamaal Westerman,LB,1.8,,
Garrett McIntyre,OLB,2.666666667,,
Dane Fletcher,ILB,2.2,,
Mark Herzlich,OLB,2.166666667,,
Steven Johnson,ILB,1.4,,
Sterling Moore,CB,2.166666667,,
Edwin Jackson,ILB,4,,
Ken Tippins,OLB,2,,
Mark Williams,OLB,1.333333333,,
Sam Sword,ILB,1.5,,
Phil Clarke,ILB,1.333333333,,
Edward Thomas,LB,1,,
LeVar Woods,OLB,1.857142857,,
Marques Harris,OLB,1.6,,
Ricky Brown,OLB,1.285714286,,
Jordan Senn,OLB,1.333333333,,
Donald Frank,CB,2,,
Dezman Moses,OLB,1.25,,
Julian Stanford,OLB,1.25,,
Kyle Bosworth,LB,1.666666667,,
Jamari Lattimore,ILB,1.8,,
Reggie Walker,ILB,1.333333333,,
Chris Hogan,WR,3.75,,
Josh McNary,LB,1.75,,
Neville Hewitt,OLB,2.5,,
Ed Robinson,LB,2,,
Greg Manusky,LB,1.666666667,,
Greg Evans,DB,2,,
Santo Stephens,LB,1.5,,
Brett Faryniarz,LB,1.5,,
Dave Garnett,LB,1,,
Eddie Sutter,LB,1.25,,
Michael Lowery,LB,1.5,,
Sammie Burroughs,LB,1.5,,
Billy Granville,ILB,1,,
James Burgess,LB,1.5,,
Ink Aleaga,LB,0.666666667,,
Erik Storz,LB,0.666666667,,
Dedrick Dodge,DB,1.4,,
Kenyatta Wright,ILB,1.4,,
O.J. Brigance,LB,1,,
Boo Williams,TE,2.75,,
Chris Gizzi,LB,1.5,,
Jamal Brooks,LB,1,,
Jim Nelson,LB,0.875,,
Nate Hemsley,LB,0.5,,
Tommy Hendricks,ILB,1.6,,
Louis Mackey,LB,1,,
Michael Young,ILB,1,,
Emanuel Martin,S,2,,
Josh Stamer,LB,1,,
Justin Ena,LB,1.25,,
Marcus Reese,LB,2,,
Marcus Wilkins,LB,1,,
Tracy White,LB,1.4,,
Trev Faulk,ILB,2,,
Vinny Ciurciu,ILB,1.25,,
Mason Unck,LB,1,,
Roy Manning,LB,0.666666667,,
Terrence Melton,LB,1.333333333,,
Percy Ellsworth,S,6,,
Lenny McGill,CB,1.6,,
Kris Griffin,LB,1.25,,
Oliver Hoyte,RB,1,,
Brian Iwuh,ILB,1.333333333,,
Khary Campbell,ILB,0.875,,
Ramon Guzman,LB,2,,
David Herron,ILB,0.75,,
Torrance Daniels,LB,0.5,,
Ali Highsmith,LB,1,,
Blake Costanzo,LB,1.142857143,,
Troy Evans,LB,1.125,,
Bennie Thompson,S,1.166666667,,
Lance Laury,LB,1.2,,
Marcus Benard,OLB,1.2,,
Rob Francois,OLB,1,,
Alex Albright,OLB,1.5,,
L.J. Fort,ILB,0.75,,
Mike Morgan,OLB,1.333333333,,
Andy Mulumba,OLB,0.666666667,,
Bront Bird,ILB,1.333333333,,
Jeff Tarpinian,OLB,1,,
Brock Coyle,ILB,1.666666667,,
Kerry Joseph,S,1.25,,
Eric Martin,LB,1,,
LaRoy Reynolds,ILB,1.5,,
Orie Lemon,ILB,1,,
Ray-Ray Armstrong,LB,1.5,,
A.J. Tarpley,ILB,2,,
Alani Fua,LB,1,,
Jayrone Elliott,LB,1.333333333,,
John Timu,ILB,2,,
Jonathan Anderson,LB,1,,
Max Bullough,LB,1.333333333,,
Johnnie Harris,S,1.6,,
Thurston Armbrister,ILB,2,,
Zach Vigil,ILB,1,,
Justin March-Lillard,LB,2,,
Mike Hull,ILB,1,,
Zaire Anderson,OLB,2,,
Bobby Abrams,LB,1,,
Brian Ratigan,LB,1,,
Chris Martin,LB,1,,
Darryl Ford,LB,1,,
Dion Foxx,LB,0.5,,
Perry Phenix,S,1.75,,
Ken Rose,LB,1,,
Matt Vanderbeek,LB,0.666666667,,
Monte Coleman,LB,1,,
Paul Butcher,LB,1,,
Randy Kirk,LB,0.833333333,,
Ray Jacobs,LB,1,,
Reggie Clark,LB,0.333333333,,
Thomas Homco,LB,0.666666667,,
Tuineau Alipate,LB,1,,
Alcides Catanho,LB,1,,
Alvin Porter,CB,1.333333333,,
Anthony Fieldings,LB,1,,
Darnell Stephens,LB,0.5,,
Glen Young,LB,1,,
Glenell Sanders,LB,0.5,,
Kevin Jefferson,LB,0.5,,
Reggie Barnes,LB,1,,
Richard Brown,LB,0.666666667,,
Ron Childs,LB,1,,
Simon Shanks,LB,1,,
Ben Hanks,LB,0.5,,
Justin Lucas,S,1.166666667,,
Daved Benefield,LB,1,,
Lenoy Jones,ILB,0.714285714,,
Paschall Davis,LB,0.5,,
Patrise Alexander,LB,0.666666667,,
Greg Bellisari,LB,0.5,,
James Logan,LB,0.5,,
Nate Dingle,LB,0.333333333,,
Joe Cummings,LB,0.333333333,,
Kevin O'Neill,LB,0.666666667,,
Shawn Stuckey,LB,1,,
Randal Williams,TE,2.25,,
Spencer Reid,LB,0.5,,
Tyrell Peters,LB,0.333333333,,
Andre O'Neal,LB,1,,
Bobby Brooks,LB,0.5,,
Corey Atkins,LB,1,,
Deon Humphrey,LB,0.666666667,,
Donnel Thompson,LB,0.666666667,,
Fred Jones,LB,1,,
Jack Golden,LB,0.75,,
Keith Miller,LB,0.5,,
Dwaine Carpenter,S,1.5,,
Olrick Johnson,LB,0.5,,
Ratcliff Thomas,LB,0.333333333,,
Clayton White,LB,1,,
Curtis Holden,LB,1,,
Joe Tuipala,ILB,1,,
Kelvin Moses,LB,1,,
Kole Ayi,LB,0.5,,
Quincy Stewart,LB,1,,
Cornelius Anthony,LB,0.5,,
J.J. Jones,LB,1,,
Lance Frazier,CB,3,,
Jeremy McKinney,G,2.5,,
Jimmy McClain,LB,0.666666667,,
Dwayne Levels,LB,1,,
Jeremy Loyd,LB,0.5,,
Keith O'Neil,LB,1,,
Ray Wells,LB,0.5,,
Sherrod Coates,LB,0.5,,
Brandon Barnes,LB,1,,
Jim Maxwell,ILB,0.6,,
Kalen Thornton,LB,1,,
Ron Rice,S,5.8,,
Lynn Scott,S,1.2,,
Larry Stevens,LB,0.5,,
Louis Green,LB,1,,
Tim Johnson,LB,0.333333333,,
Andre Frazier,LB,1,,
Drew Wahlroos,LB,0.5,,
Isaiah Ekejiuba,LB,0.857142857,,
John Leake,LB,1,,
Mike Labinjo,ILB,0.5,,
Rich Scanlon,LB,0.6,,
Ryan Myers,LB,0.5,,
Quentin Harris,S,1.2,,
Antoine Cash,LB,0.5,,
Arnold Harrison,OLB,1,,
Dedrick Roper,LB,0.5,,
Dennis Haley,LB,0.333333333,,
Eric Alexander,LB,0.428571429,,
Brandon Archer,LB,1,,
Brandon Jamison,LB,0.5,,
Edmond Miles,LB,0.5,,
Pago Togafau,LB,0.333333333,,
Tony Taylor,LB,1,,
David Binn,S,1,,
Travis Williams,CB,1,,
Colin Allred,LB,0.5,,
Marques Murrell,LB,0.5,,
Patrick Bailey,OLB,1,,
James Holt,LB,0.5,,
K.C. Asiodu,LB,0.5,,
Kenny Onatolu,LB,0.75,,
Marcus Buggs,ILB,0.5,,
Steve Octavien,LB,0.333333333,,
Brandon Lang,LB,1,,
Vernon Fox,S,1.375,,
Cory Greenwood,OLB,1,,
Titus Brown,LB,0.5,,
Adrian Moten,LB,0.5,,
Brandon Carter,G,0.5,,
David Nixon,LB,0.333333333,,
Dom DeCicco,ILB,0.5,,
Larry Dean,OLB,1,,
Mister Alexander,LB,0.5,,
Mortty Ivy,LB,1,,
Quinton Spears,OLB,1,,
Ethan Albright,S,1,,
Vic So'oto,LB,0.333333333,,
Adrian Robinson,OLB,0.5,,
Jacob Cutrera,ILB,0.333333333,,
Justin Cole,ILB,0.5,,
Justin Hickman,ILB,1,,
Marcus Dowtin,OLB,0.5,,
Mario Harvey,RB,0.666666667,,
Mike Rivera,OLB,1,,
Zack Nash,OLB,1,,
Brandon Magee,LB,1,,
Hiram Eugene,S,2.25,,
Cameron Lawrence,OLB,1,,
Daren Bates,ILB,1,,
Darius Eubanks,S,1,,
J.K. Schaffer,LB,0.5,,
Jake Knott,LB,0.5,,
Jayson DiManche,LB,0.666666667,,
Jerry Franklin,LB,0.5,,
John Lotulelei,OLB,0.5,,
Kaelin Burnett,OLB,0.333333333,,
Kevin Reddick,ILB,0.333333333,,
Joselio Hanson,CB,2.375,,
Kion Wilson,RB,0.333333333,,
Terence Garvin,ILB,1,,
Adarius Glanton,OLB,0.666666667,,
Ben Jacobs,ILB,0.5,,
Bojay Filimoeatu,ILB,1,,
Chris McCain,LB,0.666666667,,
DeDe Lattimore,ILB,1,,
Deontae Skinner,OLB,0.5,,
Glenn Carson,ILB,1,,
Henoc Muamba,ILB,1,,
Kevin Dockery,CB,1.8,,
Jackson Jeffcoat,OLB,0.5,,
Keith Smith,RB,0.333333333,,
Kenny Demens,LB,0.333333333,,
Kyle Knox,OLB,0.333333333,,
Lerentee McCray,OLB,1,,
Brian Peters,ILB,1,,
Cameron Lynch,OLB,1,,
Cordarro Law,OLB,0.5,,
Houston Bates,LB,1,,
Nick Dzubnar,LB,0.5,,
Benny Sapp,CB,2,,
Shayne Skov,LB,0.5,,
Brennan Scarlett,DT,1,,
Chris Landrum,OLB,1,,
Cory Littleton,OLB,1,,
Curt Maggitt,LB,1,,
Dominique Alexander,LB,1,,
Freddie Bishop,DE,1,,
Gabe Martin,ILB,0.5,,
James Cowser,DT,1,,
Jared Norris,ILB,1,,
Kalvin Pearson,S,1.333333333,,
Patrick Onwuasor,S,1,,
Terrance Smith,OLB,1,,
Arnold Ale,LB,0,,
Darwin Ireland,LB,0,,
Jason Carthen,LB,0,,
Pete Shufelt,LB,0,,
Vaughan Johnson,LB,0,,
William Sims,LB,0,,
Gerald Collins,LB,0,,
Keith Franklin,LB,0,,
Brent Alexander,S,6.416666667,,
Bruce Johnson,WR,1,,
Randy Neal,LB,0,,
Robert Bass,LB,0,,
Trevor Wilmot,LB,0,,
Moses Regular,LB,0,,
Scott Fields,LB,0,,
Bernard Russ,LB,0,,
Chris Wing,LB,0,,
Daryl Carter,LB,0,,
Derrick Barnes,LB,0,,
DeShawn Fogle,LB,0,,
Jon Condo,S,1.090909091,,
Lyron Cobbins,LB,0,,
Dana Cottrell,LB,0,,
Hillary Butler,LB,0,,
Malcolm Hamilton,LB,0,,
Phillip Ward,LB,0,,
Ben Peterson,LB,0,,
Joe Wesley,LB,0,,
John Reeves,LB,0,,
Lamont Green,LB,0,,
Troy Pelshak,LB,0,,
Jon Dorenbos,LS,1.142857143,,
Courtney Ledyard,LB,0,,
Dustin Cohen,LB,0,,
Maugaula Tuitele,LB,0,,
Michael Hawkes,LB,0,,
Ryan Taylor,LB,0,,
Byron Thweatt,LB,0,,
Donny Green,LB,0,,
Fearon Wright,LB,0,,
Joe Todd,LB,0,,
Jonathan Jackson,LB,0,,
Quincy Butler,CB,1,,
Justin Kurpeikis,LB,0,,
Marq Cerqua,LB,0,,
Shane Elam,LB,0,,
Frank Strong,LB,0,,
J.R. Johnson,LB,0,,
Jason Lamar,LB,0,,
Josh Thornhill,LB,0,,
Tony Newson,LB,0,,
Travis Carroll,LB,0,,
Clifton Smith,LB,0,,
John Denney,LS,1.333333333,,
Jordan Kramer,LB,0,,
Justin Smith,LB,0,,
Billy Strother,LB,0,,
Curtis Randall,LB,0,,
Devin Lemons,LB,0,,
Isaac Keys,LB,0,,
Max Yates,LB,0,,
Michael Brown,LB,0,,
Renaud Williams,LB,0,,
T.J. Hollowell,LB,0,,
Michael Adams,CB,1,,
Jamar Enzor,LB,0,,
Liam Ezekiel,LB,0,,
Marcus Lawrence,LB,0,,
Matt Grootegoed,LB,0,,
Mike Goolsby,LB,0,,
Zak Keasey,RB,0,,
Ronald Stanley,LB,0,,
Tyson Smith,LB,0,,
William Kershaw,LB,0,,
Kevin Harrison,LB,0,,
Kevin Rutland,CB,2,,
Mark Washington,LB,0,,
Matt Sinclair,LB,0,,
Nate Harris,LB,0,,
Victor Worsley,LB,0,,
Curtis Gatewood,LB,0,,
Donovan Woods,LB,0,,
Eric Henderson,LB,0,,
Kevis Coley,LB,0,,
Spencer Havner,TE,0.333333333,,
Vince Redd,LB,0,,
Don Muhlbach,LS,1.076923077,,
Weston Dacus,LB,0,,
Cyril Obiozor,LB,0,,
Diyral Briggs,LB,0,,
Dominic Douglas,LB,0,,
Pierre Walters,LB,0,,
Ryan Manalac,LB,0,,
Alex Joseph,LB,0,,
Antonio Coleman,DE,0,,
Darry Beckwith,LB,0,,
Isaiah Greenhouse,LB,0,,
Ricardo Silva,S,1.5,,
Joe Pawelek,LB,0,,
Keaton Kristick,LB,0,,
Kevin Alexander,LB,0,,
Lee Robinson,LB,0,,
Maurice Simpkins,LB,0,,
Mike Balogun,LB,0,,
Bart Johnson,LB,0,,
Brian Smith,LB,0,,
Chavis Williams,LB,0,,
Darryl Gamble,LB,0,,
J.J. Jansen,LS,1.25,,
Eddie Jones,LB,0,,
Kevin Malast,LB,0,,
Michael Lockley,LB,0,,
Patrick Trahan,LB,0,,
Robert Eddins,LB,0,,
Scott Lutrus,LB,0,,
Stephen Franklin,LB,0,,
Adrian Hamilton,OLB,0,,
Cameron Collins,ILB,0,,
Carl Ihenacho,LB,0,,
Sammy Knight,S,6.5,,
Jeff Heath,S,1.75,,
Carmen Messina,LB,0,,
Colin Parker,LB,0,,
D.J. Bryant,LB,0,,
Delano Johnson,LB,0,,
Jerrell Harris,LB,0,,
Jerry Brown,LB,0,,
Joe Holland,LB,0,,
JoJo Dickson,LB,0,,
Mario Kurn,LB,0,,
Marshall McFadden,LB,0,,
Marcus Sherels,CB,2,,
Pat Schiller,LB,0,,
Ryan Rau,ILB,0,,
Sammy Brown,DE,0,,
Shawn Loiseau,LB,0,,
Daniel Adongo,LB,0,,
Ja'Gared Davis,ILB,0,,
Ka'lial Glaud,OLB,0,,
Troy Davis,LB,0,,
Victor Aiyewa,OLB,0,,
Willie Jefferson,LB,0,,
Matt Overton,LS,1.4,,
Chase Thomas,OLB,0,,
Dan Fox,LB,0,,
James Davidson,DE,0,,
Jason Ankrah,DE,0,,
Justin Anderson,LB,0,,
Spencer Hadley,OLB,0,,
Brittan Golden,WR,0.5,,
Carlos Fields,OLB,0,,
Carlos Thompson,LB,0,,
J.R. Tavai,DT,0,,
Rafael Bush,S,1.5,,
James Morris,LB,0,,
Josh Keyes,ILB,0,,
Terrance Plummer,LB,0,,
Trevor Roach,ILB,0,,
Yannick Cudjoe-Virgil,LB,0,,
Brennen Beyer,OLB,0,,
Bryson Albright,LB,0,,
Deon King,OLB,0,,
Jeremy Cash,S,0,,
Lamar Louis,OLB,0,,
Robert Lester,S,1.5,,
Luke Rhodes,ILB,0,,
Lynden Trail,OLB,0,,
Marcus Rush,DT,0,,
Nic Grigsby,LB,0,,
Quentin Gause,OLB,0,,
Steve Longa,LB,0,,
Taiwan Jones,LB,0,,
Tyrell Adams,LB,0,,
Victor Ochi,LB,0,,
Vontarrius Dora,DE,0,,
L.P. Ladouceur,LS,1.166666667,,
Wynton McManis,OLB,0,,
