"year","team","player","position","base_salary","signing_bonus","roster_bonus","option_bonus","workout_bonus","restructured_bonus","dead_cap","cap_hit","cap_percentage"
"2008","DEN","Eddie Royal","WR","295000","383250","0","0","0","0","0","678250","1.07"
"2008","DEN","Tim Crowder","DE","370000","259250","0","0","0","0","0","629250","0.99"
"2008","DEN","Mario Haggan","LB","605000","0","0","0","0","0","0","605000","0.95"
"2008","DEN","Kenny Peterson","DT","605000","0","0","0","0","0","0","605000","0.95"
"2008","DEN","Ryan Harris","LT","370000","201250","0","0","0","0","0","571250","0.9"
"2008","DEN","Brandon Marshall","WR","445000","105000","0","0","0","0","0","550000","0.87"
"2008","DEN","Elvis Dumervil","OLB","445000","99750","0","0","0","0","0","544750","0.86"
"2008","DEN","Dylan Gandy","G","520000","0","0","0","0","0","0","520000","0.82"
"2008","DEN","Chris Kuper","G","445000","38750","0","0","0","0","0","483750","0.76"
"2008","DEN","Marcus Thomas","DT","370000","107000","0","0","0","0","0","477000","0.75"
"2008","DEN","Chad Jackson","WR","445000","0","0","0","0","0","0","445000","0.7"
"2008","DEN","Erik Pears","RT","445000","0","0","0","0","0","0","445000","0.7"
"2008","DEN","Kory Lichtensteiger","C","295000","121312","0","0","0","0","0","416312","0.66"
"2008","DEN","Jack Williams","CB","295000","113000","0","0","0","0","0","408000","0.64"
"2008","DEN","Calvin Lowry","S","389375","0","0","0","0","0","0","389375","0.61"
"2008","DEN","Matt Prater","K","370000","0","0","0","0","0","0","370000","0.58"
"2008","DEN","Carlton Powell","DT","320000","45065","0","0","0","0","0","365065","0.57"
"2008","DEN","Spencer Larsen","RB","295000","24381","0","0","0","0","0","319381","0.5"
"2008","DEN","Tyler Polumbus","LT","295000","7333","0","0","0","0","0","302333","0.48"
"2008","DEN","Wesley Woodyard","ILB","295000","6667","0","0","0","0","0","301667","0.47"
"2008","DEN","Brett Kern","P","295000","5000","0","0","0","0","0","300000","0.47"
"2008","DEN","Anthony Alridge","RB","295000","6667","0","0","0","0","0","206667","0.33"
"2008","DEN","Josh Barrett","S","104117","0","0","0","0","0","0","104117","0.16"
"2008","DET","Jeff Backus","T","2700000","2550000","0","0","0","0","0","5523176","8.82"
"2008","DET","Calvin Johnson","WR","1883438","2800000","0","0","0","0","0","4683438","7.48"
"2008","DET","Dominic Raiola","C","3400000","870000","0","0","0","0","0","4270000","6.82"
"2008","DET","Jon Kitna","QB","2950000","875000","0","0","0","0","0","3825000","6.11"
"2008","DET","Travis Fisher","CB","1750000","750000","250000","0","0","0","0","2750000","4.39"
"2008","DET","Ernie Sims","OLB","715000","0","0","1840000","50000","0","0","2605000","4.16"
"2008","DET","Jason Hanson","K","1650000","430000","0","0","0","0","0","2080000","3.32"
"2008","DET","Michael Gaines","TE","800000","600000","600000","0","0","0","0","2000000","3.19"
"2008","DET","Paris Lenon","ILB","1050000","600000","0","0","0","0","0","1650000","2.64"
"2008","DET","Gosder Cherilus","RT","295000","100000","985000","0","0","0","0","1380000","2.2"
"2008","DET","Nick Harris","P","950000","341667","0","0","0","0","0","1291667","2.06"
"2008","DET","Rudi Johnson","RB","1100000","0","0","0","0","0","0","1100000","1.76"
"2008","DET","George Foster","T","800000","300000","0","0","0","0","0","1100000","1.76"
"2008","DET","Dante Wesley","CB","1000000","0","0","0","0","0","0","1000000","1.6"
"2008","DET","Daniel Bullocks","S","445000","0","0","0","0","0","0","936250","1.5"
"2008","DET","Dan Orlovsky","QB","927000","0","0","0","0","0","0","927000","1.48"
"2008","DET","Stanley Wilson","CB","927000","0","0","0","0","0","0","927000","1.48"
"2008","DET","Drew Stanton","QB","370000","0","0","415000","0","0","0","785000","1.25"
"2008","DET","Kevin Jones","RB","0","240000","0","522500","0","0","0","762500","1.22"
"2008","DET","Daunte Culpepper","QB","730000","0","0","0","0","0","0","730000","1.17"
"2008","DET","Don Muhlbach","LS","605000","105000","0","0","0","0","0","710000","1.13"
"2008","DET","Brian Calhoun","RB","445000","188250","0","0","0","0","0","633250","1.01"
"2008","DET","Dexter Wynn","CB","605000","0","0","0","0","0","0","605000","0.97"
"2008","DET","Ikaika Alama-Francis","DE","370000","210000","0","0","0","0","0","580000","0.93"
"2008","DET","Gerald Alexander","S","370000","195000","0","0","0","0","0","565000","0.9"
"2008","DET","Kevin Smith","RB","295000","216630","0","0","0","0","0","511630","0.82"
"2008","DET","Manuel Ramirez","G","370000","110333","0","0","0","0","0","480333","0.77"
"2008","DET","Andre Fluellen","DT","295000","170416","0","0","0","0","0","465416","0.74"
"2008","DET","Cliff Avril","DE","295000","161333","0","0","0","0","0","456333","0.73"
"2008","DET","Anthony Cannon","LB","445000","9233","0","0","0","0","0","454233","0.73"
"2008","DET","Adam Jennings","WR","445000","0","0","0","0","0","0","445000","0.71"
"2008","DET","Buster Davis","LB","370000","0","0","0","0","0","0","370000","0.59"
"2008","DET","Eric Frampton","S","370000","0","0","0","0","0","0","370000","0.59"
"2008","DET","Clark Harris","LS","370000","0","0","0","0","0","0","370000","0.59"
"2008","DET","Ramzee Robinson","CB","370000","0","0","0","0","0","0","370000","0.59"
"2008","DET","Jerome Felton","FB","295000","45366","0","0","0","0","0","340366","0.54"
"2008","DET","Landon Cohen","DT","295000","14583","0","0","0","0","0","309583","0.49"
"2008","DET","Kenneth Moore","WR","295000","0","0","0","0","0","0","295000","0.47"
"2008","GNB","Aaron Rodgers","QB","12900000","300000","0","752500","0","0","0","13952500","17.03"
"2008","GNB","Chad Clifton","T","3367500","1666666","0","0","0","0","0","7034166","8.58"
"2008","GNB","Charles Woodson","SS","3250000","800000","900000","0","100000","0","0","5050000","6.16"
"2008","GNB","A.J. Hawk","OLB","1950000","0","0","2371250","500000","0","0","4821250","5.88"
"2008","GNB","Ryan Grant","RB","750000","0","0","0","0","0","0","4400000","5.37"
"2008","GNB","Brady Poppinga","LB","927000","101750","0","0","0","0","0","4128750","5.04"
"2008","GNB","Donald Driver","WR","2900000","500000","0","0","0","0","0","3500000","4.27"
"2008","GNB","Brandon Chillar","LB","1100000","275000","0","0","0","0","0","3237500","3.95"
"2008","GNB","Ryan Pickett","DT","2475000","500000","0","0","25000","0","0","3000000","3.66"
"2008","GNB","Donald Lee","TE","1600000","750000","0","0","0","0","0","2350000","2.87"
"2008","GNB","Scott Wells","C","740000","100000","662500","0","150000","0","0","1652500","2.02"
"2008","GNB","Justin Harrell","DT","370000","0","30000","1060000","0","0","0","1460000","1.78"
"2008","GNB","Brian Brohm","QB","295000","225000","0","0","0","0","0","1080000","1.32"
"2008","GNB","Nick Collins","S","520000","120000","0","0","0","0","0","892500","1.09"
"2008","GNB","Jordy Nelson","WR","295000","425000","0","0","80000","0","0","800000","0.98"
"2008","GNB","Daryn Colledge","G","445000","325000","0","0","0","0","0","770000","0.94"
"2008","GNB","Greg Jennings","WR","445000","310000","0","0","0","0","0","755000","0.92"
"2008","GNB","Jason Spitz","G","445000","185562","0","0","0","0","0","630562","0.77"
"2008","GNB","Brandon Jackson","RB","370000","190000","0","0","0","0","0","560000","0.68"
"2008","GNB","James Jones","WR","370000","185562","0","0","0","0","0","555562","0.68"
"2008","GNB","Will Blackmon","CB","445000","108375","0","0","0","0","0","553375","0.68"
"2008","GNB","Michael Montgomery","DE","520000","25500","0","0","0","0","0","545500","0.67"
"2008","GNB","Aaron Rouse","S","370000","162375","0","0","0","0","0","532375","0.65"
"2008","GNB","Kenneth Pettway","LB","520000","0","0","0","0","0","0","520000","0.63"
"2008","GNB","Pat Lee","CB","295000","210000","0","0","0","0","0","505000","0.62"
"2008","GNB","Tony Moll","T","445000","36250","0","0","0","0","0","481250","0.59"
"2008","GNB","Allen Barbre","G","370000","109000","0","0","0","0","0","479000","0.58"
"2008","GNB","Johnny Jolly","DE","445000","23650","0","0","0","0","0","468650","0.57"
"2008","GNB","Jermichael Finley","TE","295000","163250","0","0","0","0","0","458250","0.56"
"2008","GNB","Jarrett Bush","CB","445000","6667","0","0","0","0","0","451667","0.55"
"2008","GNB","Jason Hunter","DE","445000","5000","0","0","0","0","0","450000","0.55"
"2008","GNB","Atari Bigby","S","445000","0","0","0","0","0","0","445000","0.54"
"2008","GNB","John Kuhn","FB","445000","0","0","0","0","0","0","445000","0.54"
"2008","GNB","Ruvell Martin","WR","445000","0","0","0","0","0","0","445000","0.54"
"2008","GNB","Jeremy Thompson","DE","295000","125300","0","0","0","0","0","420300","0.51"
"2008","GNB","Korey Hall","RB","370000","23612","0","0","0","0","0","393612","0.48"
"2008","GNB","Desmond Bishop","OLB","370000","23550","0","0","0","0","0","393550","0.48"
"2008","GNB","Mason Crosby","K","370000","23487","0","0","0","0","0","393487","0.48"
"2008","GNB","Josh Sitton","G","295000","96000","0","0","0","0","0","391000","0.48"
"2008","GNB","Danny Lansanah","ILB","381083","0","0","0","0","0","0","381083","0.47"
"2008","GNB","Daniel Muir","DT","370000","0","0","0","0","0","0","370000","0.45"
"2008","GNB","Tramon Williams","CB","370000","0","0","0","0","0","0","370000","0.45"
"2008","GNB","Breno Giacomini","RT","295000","44791","0","0","0","0","0","339791","0.41"
"2008","GNB","Erik Walden","OLB","295000","29750","0","0","0","0","0","324750","0.4"
"2008","GNB","Matt Flynn","QB","295000","16043","0","0","0","0","0","311043","0.38"
"2008","GNB","J.J. Jansen","LS","200000","833","0","0","0","0","0","200833","0.25"
"2008","GNB","Brett Swain","WR","88400","0","0","0","0","0","0","88400","0.11"
"2008","GNB","Anthony Toribio","DE","34705","0","0","0","0","0","0","34705","0.04"
"2008","GNB","DeShawn Wynn","RB","370000","0","0","0","0","0","0","0","0.0"
"2008","HOU","Andre Johnson","WR","2825000","2427380","2733333","751666","200000","0","0","8937379","14.66"
"2008","HOU","Matt Schaub","QB","4950000","750000","0","0","50000","0","0","5750000","9.43"
"2008","HOU","Mario Williams","DE","2350000","0","0","2400000","0","0","0","4750000","7.79"
"2008","HOU","Dunta Robinson","CB","2370000","814000","0","786000","0","0","0","3970000","6.51"
"2008","HOU","Jacques Reeves","CB","1000000","800000","0","0","0","0","0","3800000","6.23"
"2008","HOU","Duane Brown","LT","295000","100000","739000","0","0","0","0","2485000","4.08"
"2008","HOU","Mike Brisiel","G","370000","0","0","0","0","0","0","2402327","3.94"
"2008","HOU","Amobi Okoye","DT","370000","0","0","1667500","0","0","0","2037500","3.34"
"2008","HOU","Travis Johnson","OLB","707500","0","0","1190500","0","0","0","1898000","3.11"
"2008","HOU","Sage Rosenfels","QB","1350000","500000","0","0","0","0","0","1850000","3.04"
"2008","HOU","Kevin Walter","WR","1300000","500000","0","0","0","0","0","1800000","2.95"
"2008","HOU","Eric Winston","RT","530000","1152000","0","0","0","0","0","1682000","2.76"
"2008","HOU","Chris Myers","C","850000","750000","0","0","0","0","0","1600000","2.62"
"2008","HOU","DeMeco Ryans","ILB","445000","356250","0","0","0","0","0","1276250","2.09"
"2008","HOU","Shaun Cody","DT","520000","190000","0","0","0","0","0","1120000","1.84"
"2008","HOU","Jacoby Jones","WR","370000","194277","0","0","0","0","0","564277","0.93"
"2008","HOU","Owen Daniels","TE","445000","92500","0","0","0","0","0","537500","0.88"
"2008","HOU","Antwaun Molden","CB","295000","187500","0","0","0","0","0","482500","0.79"
"2008","HOU","Fred Bennett","CB","370000","105062","0","0","0","0","0","475062","0.78"
"2008","HOU","Steve Slaton","RB","295000","166096","0","0","0","0","0","461096","0.76"
"2008","HOU","David Anderson","WR","445000","0","0","0","0","0","0","445000","0.73"
"2008","HOU","Rashad Butler","LT","445000","0","0","0","0","0","0","445000","0.73"
"2008","HOU","Joel Dreessen","TE","445000","0","0","0","0","0","0","445000","0.73"
"2008","HOU","Stanley McClover","DE","445000","0","0","0","0","0","0","445000","0.73"
"2008","HOU","Ryan Moats","RB","445000","0","0","0","0","0","0","445000","0.73"
"2008","HOU","David Pittman","CB","445000","0","0","0","0","0","0","445000","0.73"
"2008","HOU","Xavier Adibi","LB","295000","113125","0","0","0","0","0","408125","0.67"
"2008","HOU","Kasey Studdard","G","370000","25150","0","0","0","0","0","395150","0.65"
"2008","HOU","Tim Bulman","DT","370000","0","0","0","0","0","0","370000","0.61"
"2008","HOU","Brandon Harrison","CB","295000","45531","0","0","0","0","0","340531","0.56"
"2008","HOU","Frank Okam","DT","295000","44500","0","0","0","0","0","339500","0.56"
"2008","HOU","Jesse Nading","DE","295000","0","0","0","0","0","0","295000","0.48"
"2008","HOU","Harry Williams","WR","230000","0","0","0","0","0","0","230000","0.38"
"2008","HOU","Zac Diles","ILB","185000","14228","0","0","0","0","0","199228","0.33"
"2008","IND","Peyton Manning","QB","11500000","5750000","0","3466666","0","0","0","20716666","19.73"
"2008","IND","Marvin Harrison","WR","9000000","1000000","0","3400000","0","0","0","13400000","12.76"
"2008","IND","Bob Sanders","S","605000","1475000","0","0","0","0","0","8080000","7.7"
"2008","IND","Robert Mathis","OLB","2250000","1620000","2780000","0","160000","0","0","6810000","6.49"
"2008","IND","Dwight Freeney","OLB","750000","2928571","0","3000000","0","0","0","6678571","6.36"
"2008","IND","Reggie Wayne","WR","3500000","2083333","660000","0","0","0","0","6243333","5.95"
"2008","IND","Jeff Saturday","C","3000000","833333","0","0","0","0","0","5184666","4.94"
"2008","IND","Dallas Clark","TE","605000","2376190","0","0","45000","0","0","3026190","2.88"
"2008","IND","Gary Brackett","LB","2055000","668750","0","0","0","0","0","2723750","2.59"
"2008","IND","Adam Vinatieri","K","1650000","700000","0","0","0","0","0","2350000","2.24"
"2008","IND","Ryan Lilja","C","625000","900000","0","0","0","0","0","1825000","1.74"
"2008","IND","Tyjuan Hagler","LB","1417000","0","0","0","0","0","0","1817000","1.73"
"2008","IND","Joseph Addai","RB","603000","100000","0","858750","0","0","0","1561750","1.49"
"2008","IND","Anthony Gonzalez","WR","370000","100000","100000","746250","0","0","0","1316250","1.25"
"2008","IND","Tony Ugoh","T","375000","0","0","0","0","0","0","1291667","1.23"
"2008","IND","Matt Giordano","S","927000","0","0","0","0","0","0","927000","0.88"
"2008","IND","Justin Snow","TE","730000","0","0","0","0","0","0","880000","0.84"
"2008","IND","Kelvin Hayden","CB","520000","281250","0","0","0","0","0","801250","0.76"
"2008","IND","Jim Sorgi","QB","605000","125000","0","0","30000","0","0","760000","0.72"
"2008","IND","John Navarre","QB","605000","25000","0","0","0","0","0","630000","0.6"
"2008","IND","Freddy Keiaho","LB","445000","141333","0","0","0","0","0","586333","0.56"
"2008","IND","Dante Hughes","CB","370000","152500","0","0","0","0","0","522500","0.5"
"2008","IND","Mike Pollak","G","295000","212500","0","0","0","0","0","507500","0.48"
"2008","IND","Charlie Johnson","G","445000","20575","0","0","0","0","0","465575","0.44"
"2008","IND","Tim Jennings","CB","445000","20500","0","0","0","0","0","465500","0.44"
"2008","IND","Clint Session","LB","370000","92500","0","0","0","0","0","462500","0.44"
"2008","IND","Antoine Bethea","SS","445000","17250","0","0","0","0","0","462250","0.44"
"2008","IND","T.J. Rushing","CB","445000","14250","0","0","0","0","0","459250","0.44"
"2008","IND","Philip Wheeler","OLB","295000","161000","0","0","0","0","0","456000","0.43"
"2008","IND","LaJuan Ramsey","DT","445000","0","0","0","0","0","0","445000","0.42"
"2008","IND","Dominic Rhodes","RB","605000","40000","0","0","0","0","0","435000","0.41"
"2008","IND","Roy Hall","WR","370000","36687","0","0","0","0","0","406687","0.39"
"2008","IND","Michael Coe","CB","370000","34500","0","0","0","0","0","404500","0.39"
"2008","IND","Jacob Tamme","TE","295000","105393","0","0","0","0","0","400393","0.38"
"2008","IND","Keyunta Dawson","DE","370000","10375","0","0","0","0","0","380375","0.36"
"2008","IND","Melvin Bullitt","S","370000","1667","0","0","0","0","0","371667","0.35"
"2008","IND","Marcus Howard","DE","295000","41625","0","0","0","0","0","336625","0.32"
"2008","IND","Steve Justice","C","295000","18935","0","0","0","0","0","313935","0.3"
"2008","IND","Mike Hart","RB","295000","18767","0","0","0","0","0","313767","0.3"
"2008","IND","Pierre Garcon","WR","295000","17900","0","0","0","0","0","312900","0.3"
"2008","IND","Jamey Richard","G","295000","11183","0","0","0","0","0","306183","0.29"
"2008","IND","Gijon Robinson","TE","295000","0","0","0","0","0","0","295000","0.28"
"2008","IND","Antonio Johnson","DT","138823","0","0","0","0","0","0","138823","0.13"
"2008","JAX","David Garrard","QB","2975000","500000","6000000","0","25000","0","0","9500000","9.69"
"2008","JAX","Drayton Florence","CB","1000000","500000","5000000","0","0","0","0","6500000","6.63"
"2008","JAX","Brian Williams","CB","4000000","2000000","0","0","0","0","0","6000000","6.12"
"2008","JAX","Mike Peterson","LB","3000000","333333","1600000","0","0","0","0","4933333","5.03"
"2008","JAX","Tony Pashos","RT","605000","1200000","2000000","312500","100000","0","0","4217500","4.3"
"2008","JAX","Cleo Lemon","QB","605000","0","2950000","0","0","0","0","3805000","3.88"
"2008","JAX","Rashean Mathis","CB","2450000","940000","0","364000","50000","0","0","3804000","3.88"
"2008","JAX","Daryl Smith","ILB","605000","1062000","0","0","0","0","0","3697000","3.77"
"2008","JAX","Rob Meier","DE","1000000","360000","0","0","0","0","0","3660000","3.73"
"2008","JAX","Brad Meester","C","2450000","0","0","500000","50000","0","0","3000000","3.06"
"2008","JAX","John Henderson","DT","1400000","1290000","0","0","200000","0","0","2890000","2.95"
"2008","JAX","Greg Jones","FB","525000","752200","1500000","0","50000","0","0","2864700","2.92"
"2008","JAX","Reggie Williams","WR","810000","533333","0","1140000","25000","0","0","2508333","2.56"
"2008","JAX","Derrick Harvey","DE","295000","400000","1395000","0","0","0","0","2090000","2.13"
"2008","JAX","Matt Jones","WR","625000","0","0","1260000","25000","0","0","1910000","1.95"
"2008","JAX","Marcedes Lewis","TE","582500","0","0","877500","25000","0","0","1485000","1.51"
"2008","JAX","Gerald Sensabaugh","S","1417000","0","0","0","0","0","0","1417000","1.44"
"2008","JAX","Josh Scobee","K","800000","400000","0","0","0","0","0","1200000","1.22"
"2008","JAX","Reggie Nelson","FS","370000","622000","0","0","0","0","0","992000","1.01"
"2008","JAX","Troy Williamson","WR","910000","0","0","0","0","0","0","910000","0.93"
"2008","JAX","Khalif Barnes","LT","520000","287000","19428","0","0","0","0","826428","0.84"
"2008","JAX","Joe Zelenka","LS","730000","0","0","0","0","0","0","730000","0.74"
"2008","JAX","Justin Durant","ILB","370000","325500","0","0","0","0","0","695500","0.71"
"2008","JAX","Maurice Jones-Drew","RB","445000","100000","0","140000","0","0","0","685000","0.7"
"2008","JAX","Tony McDaniel","DT","445000","235833","0","0","0","0","0","680833","0.69"
"2008","JAX","Scott Starks","CB","520000","150000","0","0","0","0","0","670000","0.68"
"2008","JAX","Quentin Groves","OLB","295000","338750","0","0","0","0","0","633750","0.65"
"2008","JAX","Clint Ingram","LB","445000","178750","0","0","0","0","0","623750","0.64"
"2008","JAX","Mike Sims-Walker","WR","370000","184628","0","0","0","0","0","554628","0.57"
"2008","JAX","Alvin Pearman","RB","520000","0","0","0","0","0","0","520000","0.53"
"2008","JAX","Adam Podlesh","P","370000","121000","0","0","0","0","0","491000","0.5"
"2008","JAX","Jeremy Mincey","DE","445000","0","0","0","0","0","0","445000","0.45"
"2008","JAX","Montell Owens","FB","445000","0","0","0","0","0","0","445000","0.45"
"2008","JAX","Dee Webb","CB","445000","0","0","0","0","0","0","445000","0.45"
"2008","JAX","Uche Nwaneri","G","370000","43900","0","0","0","0","0","413900","0.42"
"2008","JAX","Derek Landri","DT","370000","38750","0","0","0","0","0","408750","0.42"
"2008","JAX","Charles Spencer","T","370000","0","0","0","0","0","0","370000","0.38"
"2008","JAX","James Wyche","DE","370000","0","0","0","0","0","0","370000","0.38"
"2008","JAX","Thomas Williams","LB","295000","43625","0","0","0","0","0","338625","0.35"
"2008","JAX","Chad Nkang","LB","315294","9062","0","0","0","0","0","324356","0.33"
"2008","JAX","Chauncey Washington","RB","295000","14935","0","0","0","0","0","309935","0.32"
"2008","JAX","William Robinson","T","295000","3750","0","0","0","0","0","298750","0.3"
"2008","JAX","Trae Williams","CB","295000","0","0","0","0","0","0","295000","0.3"
"2008","JAX","Andrew Carnahan","T","46250","0","0","0","0","0","0","46250","0.05"
"2008","JAX","Trae Williams","CB","41926","0","0","0","0","0","0","41926","0.04"
"2008","KAN","Glenn Dorsey","DE","295000","0","2100000","0","0","0","0","6933250","11.28"
"2008","KAN","Brian Waters","G","2085000","0","3000000","800000","200000","0","0","6085000","9.9"
"2008","KAN","Larry Johnson","RB","2352941","2556190","750000","0","100000","0","0","5759131","9.37"
"2008","KAN","Tony Gonzalez","TE","1000000","2864705","500000","666668","0","0","0","5031373","8.18"
"2008","KAN","Branden Albert","LT","295000","500000","720000","0","0","0","0","4095000","6.66"
"2008","KAN","Napolean Harris","LB","950000","1000000","1700000","0","50000","0","0","3700000","6.02"
"2008","KAN","Derrick Johnson","ILB","745000","0","0","1465000","0","0","0","2210000","3.59"
"2008","KAN","Devard Darling","WR","1600000","333333","0","0","0","0","0","1933333","3.14"
"2008","KAN","Ron Edwards","DT","1300000","250000","0","0","0","0","0","1850000","3.01"
"2008","KAN","Tamba Hali","OLB","650000","0","0","1090000","0","0","0","1740000","2.83"
"2008","KAN","Brandon Flowers","CB","295000","380000","85000","0","0","0","0","1602000","2.61"
"2008","KAN","Demorrio Williams","LB","1000000","600000","0","0","0","0","0","1600000","2.6"
"2008","KAN","Dwayne Bowe","WR","370000","280000","0","620000","0","0","0","1270000","2.07"
"2008","KAN","Dustin Colquitt","P","700000","480000","0","0","0","0","0","1180000","1.92"
"2008","KAN","Will Svitek","LT","927000","0","0","0","0","0","0","927000","1.51"
"2008","KAN","Bernard Pollard","S","445000","265000","0","0","0","0","0","710000","1.15"
"2008","KAN","Turk McBride","DE","370000","285000","0","0","0","0","0","655000","1.07"
"2008","KAN","Brodie Croyle","QB","445000","0","0","0","0","0","0","616667","1.0"
"2008","KAN","Wade Smith","G","605000","0","0","0","0","0","0","605000","0.98"
"2008","KAN","Tank Tyler","DT","370000","175000","0","0","0","0","0","545000","0.89"
"2008","KAN","Jamaal Charles","RB","295000","200000","0","0","0","0","0","495000","0.81"
"2008","KAN","Brad Cottam","TE","295000","194667","0","0","0","0","0","489667","0.8"
"2008","KAN","DaJuan Morgan","S","295000","181667","0","0","0","0","0","476667","0.78"
"2008","KAN","Jeff Webb","WR","445000","23250","0","0","0","0","0","468250","0.76"
"2008","KAN","Steve Weatherford","P","465000","0","0","0","0","0","0","465000","0.76"
"2008","KAN","Jarrad Page","S","445000","11985","0","0","0","0","0","456985","0.74"
"2008","KAN","Dimitri Patterson","CB","445000","3750","0","0","0","0","0","448750","0.73"
"2008","KAN","Nick Novak","K","445000","0","0","0","0","0","0","445000","0.72"
"2008","KAN","Pat Thomas","LB","445000","0","0","0","0","0","0","445000","0.72"
"2008","KAN","Will Franklin","WR","295000","123250","0","0","0","0","0","418250","0.68"
"2008","KAN","Kolby Smith","RB","370000","44291","0","0","0","0","0","414291","0.67"
"2008","KAN","Herb Taylor","T","370000","22916","0","0","0","0","0","392916","0.64"
"2008","KAN","Tyler Thigpen","QB","370000","0","0","0","0","0","0","370000","0.6"
"2008","KAN","Brandon Carr","CB","295000","70000","0","0","0","0","0","365000","0.59"
"2008","KAN","Barry Richardson","LT","295000","27816","0","0","0","0","0","322816","0.52"
"2008","KAN","Oliver Celestin","S","320294","0","0","0","0","0","0","320294","0.52"
"2008","KAN","Brian Johnston","DE","295000","15759","0","0","0","0","0","310759","0.51"
"2008","KAN","Michael  Merritt","TE","295000","10667","0","0","0","0","0","305667","0.5"
"2008","KAN","Mike Cox","FB","295000","5000","0","0","0","0","0","300000","0.49"
"2008","KAN","Kevin Robinson","WR","244706","24467","0","0","0","0","0","269173","0.44"
"2008","KAN","Andy Studebaker","OLB","258125","0","0","0","0","0","0","258125","0.42"
"2008","KAN","Connor Barth","K","242941","0","0","0","0","0","0","242941","0.4"
"2008","KAN","Jackie Battle","FB","147117","0","0","0","0","0","0","147117","0.24"
"2008","KAN","Brian De La Puente","C","138823","0","0","0","0","0","0","138823","0.23"
"2008","MIA","Joey Porter","LB","4800000","2400000","0","0","200000","0","0","7400000","10.26"
"2008","MIA","Ronnie Brown","RB","3658266","0","0","2448534","0","0","0","6106800","8.46"
"2008","MIA","Jake Long","LT","295000","0","2705000","0","0","0","0","5000000","6.93"
"2008","MIA","Vonnie Holliday","DT","1650000","1250000","1500000","0","200000","0","0","4600000","6.38"
"2008","MIA","Chad Pennington","QB","3500000","0","500000","0","0","0","0","4000000","5.54"
"2008","MIA","Will Allen","S","2500000","1125000","0","0","0","0","0","3625000","5.02"
"2008","MIA","Vernon Carey","T","2570000","460000","0","500000","0","0","0","3530000","4.89"
"2008","MIA","Randy Starks","DE","1075000","1150000","0","0","125000","0","0","2350000","3.26"
"2008","MIA","Ted Ginn Jr.","WR","370000","328333","0","1419583","0","0","0","2117916","2.94"
"2008","MIA","Reggie Torbor","LB","1000000","1000000","0","0","100000","0","0","2100000","2.91"
"2008","MIA","Jason Allen","CB","985000","0","0","920000","50000","0","0","1955000","2.71"
"2008","MIA","Charlie Anderson","LB","950000","833333","0","0","0","0","0","1833333","2.54"
"2008","MIA","Yeremiah Bell","S","520000","40000","800000","0","40000","0","0","1400000","1.94"
"2008","MIA","Andre' Goodman","CB","1000000","333333","0","0","0","0","0","1333333","1.85"
"2008","MIA","Channing Crowder","LB","1000000","191625","0","0","0","0","0","1191625","1.65"
"2008","MIA","Chris Crocker","S","851000","300000","0","0","0","0","0","1151000","1.6"
"2008","MIA","Nathan Jones","CB","605000","450000","0","0","0","0","0","1110000","1.54"
"2008","MIA","Matt Roth","DE","520000","197000","0","0","0","0","0","907000","1.26"
"2008","MIA","John Beck","QB","370000","100000","0","0","0","0","0","845000","1.17"
"2008","MIA","Anthony Fasano","TE","445000","0","0","0","0","0","0","755000","1.05"
"2008","MIA","Ricky Williams","RB","730000","0","0","0","0","0","0","730000","1.01"
"2008","MIA","Phillip Merling","DE","295000","415000","0","0","0","0","0","710000","0.98"
"2008","MIA","Tab Perry","WR","520000","10000","0","0","0","0","0","658750","0.91"
"2008","MIA","John Denney","LS","520000","125000","0","0","7500","0","0","652500","0.9"
"2008","MIA","Samson Satele","C","370000","205000","0","0","0","0","0","575000","0.8"
"2008","MIA","Lousaka Polite","RB","520000","0","0","0","50000","0","0","570000","0.79"
"2008","MIA","Jake Grove","C","545000","0","0","0","0","0","0","545000","0.76"
"2008","MIA","Evan Mathis","G","520000","0","0","0","0","0","0","520000","0.72"
"2008","MIA","Chad Henne","QB","295000","216500","0","0","0","0","0","511500","0.71"
"2008","MIA","Kendall Langford","DE","295000","215000","0","0","0","0","0","510000","0.71"
"2008","MIA","Paul Soliai","DT","370000","117500","0","0","0","0","0","487500","0.68"
"2008","MIA","Lorenzo Booker","RB","370000","108750","0","0","0","0","0","478750","0.66"
"2008","MIA","Rodrique Wright","DE","445000","12587","0","0","0","0","0","457587","0.63"
"2008","MIA","Rob Ninkovich","DE","445000","0","0","0","0","0","0","445000","0.62"
"2008","MIA","Shawn Murphy","G","295000","119125","0","0","0","0","0","414125","0.57"
"2008","MIA","Brandon Fields","P","370000","13518","0","0","0","0","0","383518","0.53"
"2008","MIA","Andy Alleman","C","370000","0","0","0","0","0","0","370000","0.51"
"2008","MIA","Brandon Frye","T","370000","0","0","0","0","0","0","370000","0.51"
"2008","MIA","Quentin Moses","DE","370000","0","0","0","0","0","0","370000","0.51"
"2008","MIA","Lionel Dotson","DE","295000","10070","0","0","0","0","0","305070","0.42"
"2008","MIA","Dan Carpenter","K","295000","3750","0","0","0","0","0","298750","0.41"
"2008","MIA","Davone Bess","WR","295000","3500","0","0","0","0","0","298500","0.41"
"2008","MIA","Nate Garner","RT","295000","0","0","0","0","0","0","295000","0.41"
