player.id,player.name,draft.year,draft.round,draft.pick,av.year,av.av_value
00001,"Robert Griffith",,,,1996,8
00001,"Robert Griffith",,,,1997,5
00001,"Robert Griffith",,,,1998,11
00001,"Robert Griffith",,,,1999,14
00001,"Robert Griffith",,,,2000,7
00001,"Robert Griffith",,,,2001,3
00001,"Robert Griffith",,,,2002,6
00001,"Robert Griffith",,,,2003,7
00001,"Robert Griffith",,,,2004,7
00001,"Robert Griffith",,,,2005,6
00001,"Robert Griffith",,,,2006,5
000010,"Jay Bellamy",,,,1994,0
000010,"Jay Bellamy",,,,1995,1
000010,"Jay Bellamy",,,,1996,1
000010,"Jay Bellamy",,,,1997,3
000010,"Jay Bellamy",,,,1998,7
000010,"Jay Bellamy",,,,1999,10
000010,"Jay Bellamy",,,,2000,6
000010,"Jay Bellamy",,,,2001,5
000010,"Jay Bellamy",,,,2002,7
000010,"Jay Bellamy",,,,2003,7
000010,"Jay Bellamy",,,,2004,6
000010,"Jay Bellamy",,,,2005,1
000010,"Jay Bellamy",,,,2006,2
000010,"Jay Bellamy",,,,2007,0
0000100,"Damon Watts",,,,1994,4
0000100,"Damon Watts",,,,1995,1
0000100,"Damon Watts",,,,1996,1
0000100,"Damon Watts",,,,1997,2
00001000,"J'Vonne Parker",,,,2005,1
00001000,"J'Vonne Parker",,,,2006,0
00001000,"J'Vonne Parker",,,,2008,0
00001001,"Adrian Awasom",,,,2005,0
00001001,"Adrian Awasom",,,,2006,1
00001001,"Adrian Awasom",,,,2007,0
00001001,"Adrian Awasom",,,,2011,0
00001002,"Derreck Robinson",,,,2005,0
00001002,"Derreck Robinson",,,,2006,1
00001002,"Derreck Robinson",,,,2007,0
00001002,"Derreck Robinson",,,,2009,0
00001002,"Derreck Robinson",,,,2010,0
00001003,"Jason Short",,,,2004,1
00001003,"Jason Short",,,,2005,0
00001003,"Jason Short",,,,2006,1
00001004,"Jonas Seawright",,,,2006,1
00001005,"Kevin Huntley",,,,2006,1
00001005,"Kevin Huntley",,,,2007,0
00001006,"Sean Conover",,,,2006,1
00001006,"Sean Conover",,,,2007,0
00001007,"Stephen Williams",,,,2006,1
00001008,"Steve Fifita",,,,2007,1
00001009,"Curtis Johnson",,,,2008,1
00001009,"Curtis Johnson",,,,2009,0
0000101,"Vance Joseph",,,,1995,4
0000101,"Vance Joseph",,,,1996,0
00001010,"Nic Clemons",,,,2005,0
00001010,"Nic Clemons",,,,2008,1
00001011,"Otis Grigsby",,,,2007,0
00001011,"Otis Grigsby",,,,2008,1
00001012,"Santonio Thomas",,,,2007,0
00001012,"Santonio Thomas",,,,2008,1
00001013,"Jeremy Jarmon",,,,2009,1
00001013,"Jeremy Jarmon",,,,2010,0
00001014,"Julius Williams",,,,2009,1
00001015,"Ryan Baker",,,,2009,0
00001015,"Ryan Baker",,,,2010,1
00001015,"Ryan Baker",,,,2011,0
00001015,"Ryan Baker",,,,2012,0
00001016,"Antwan Applewhite",,,,2008,1
00001016,"Antwan Applewhite",,,,2009,0
00001016,"Antwan Applewhite",,,,2010,6
00001016,"Antwan Applewhite",,,,2011,1
00001016,"Antwan Applewhite",,,,2012,1
00001017,"Demarcus Dobbs",,,,2011,1
00001017,"Demarcus Dobbs",,,,2012,0
00001017,"Demarcus Dobbs",,,,2013,0
00001017,"Demarcus Dobbs",,,,2014,1
00001017,"Demarcus Dobbs",,,,2015,1
00001018,"John Chick",,,,2011,1
00001018,"John Chick",,,,2012,1
00001019,"Malcolm Sheppard",,,,2010,0
00001019,"Malcolm Sheppard",,,,2011,1
0000102,"Donny Brady",,,,1995,0
0000102,"Donny Brady",,,,1996,4
0000102,"Donny Brady",,,,1997,3
0000102,"Donny Brady",,,,1998,1
00001020,"Nate Collins",,,,2010,0
00001020,"Nate Collins",,,,2011,1
00001020,"Nate Collins",,,,2012,1
00001020,"Nate Collins",,,,2013,1
00001021,"Phillip Hunt",,,,2011,1
00001021,"Phillip Hunt",,,,2012,1
00001021,"Phillip Hunt",,,,2015,0
00001022,"Thomas Keiser",,,,2011,1
00001022,"Thomas Keiser",,,,2012,0
00001022,"Thomas Keiser",,,,2013,2
00001022,"Thomas Keiser",,,,2014,1
00001023,"Will Tukuafu",,,,2011,1
00001023,"Will Tukuafu",,,,2012,1
00001023,"Will Tukuafu",,,,2013,0
00001023,"Will Tukuafu",,,,2014,0
00001023,"Will Tukuafu",,,,2015,0
00001023,"Will Tukuafu",,,,2016,0
00001024,"Aaron Morgan",,,,2010,0
00001024,"Aaron Morgan",,,,2012,1
00001025,"Anthony Toribio",,,,2009,0
00001025,"Anthony Toribio",,,,2010,0
00001025,"Anthony Toribio",,,,2012,1
00001025,"Anthony Toribio",,,,2013,1
00001026,"Nate Chandler",,,,2012,1
00001026,"Nate Chandler",,,,2013,4
00001026,"Nate Chandler",,,,2014,5
00001027,"Ronald Talley",,,,2011,0
00001027,"Ronald Talley",,,,2012,1
00001027,"Ronald Talley",,,,2013,1
00001028,"Brian Sanford",,,,2013,1
00001029,"Glenn Foster",,,,2013,1
00001029,"Glenn Foster",,,,2014,0
0000103,"Marquis Walker",,,,1996,2
0000103,"Marquis Walker",,,,1997,1
0000103,"Marquis Walker",,,,1998,4
0000103,"Marquis Walker",,,,1999,0
0000103,"Marquis Walker",,,,2000,2
00001030,"Matt Conrath",,,,2012,0
00001030,"Matt Conrath",,,,2013,1
00001031,"Paul Hazel",,,,2013,1
00001031,"Paul Hazel",,,,2014,0
00001032,"Ryan Robinson",,,,2013,1
00001033,"Anthony Johnson",,,,2014,1
00001033,"Anthony Johnson",,,,2016,1
00001034,"Bradley Sowell",,,,2012,1
00001034,"Bradley Sowell",,,,2013,7
00001034,"Bradley Sowell",,,,2014,1
00001034,"Bradley Sowell",,,,2015,1
00001034,"Bradley Sowell",,,,2016,5
00001035,"Brandon Bair",,,,2014,1
00001035,"Brandon Bair",,,,2015,1
00001036,"Casey Walker",,,,2014,1
00001036,"Casey Walker",,,,2015,0
00001037,"Davon Coleman",,,,2014,1
00001037,"Davon Coleman",,,,2015,0
00001038,"Josh Martin",,,,2013,1
00001038,"Josh Martin",,,,2014,1
00001038,"Josh Martin",,,,2015,0
00001038,"Josh Martin",,,,2016,1
00001039,"Ricky Lumpkin",,,,2012,0
00001039,"Ricky Lumpkin",,,,2013,0
00001039,"Ricky Lumpkin",,,,2014,1
0000104,"George Coghill",,,,1998,1
0000104,"George Coghill",,,,1999,4
0000104,"George Coghill",,,,2000,1
0000104,"George Coghill",,,,2001,1
00001040,"T.J. Fatinikun",,,,2014,1
00001040,"T.J. Fatinikun",,,,2015,0
00001041,"Tenny Palepoi",,,,2014,1
00001041,"Tenny Palepoi",,,,2016,1
00001042,"Tyson Clabo",,,,2006,5
00001042,"Tyson Clabo",,,,2007,4
00001042,"Tyson Clabo",,,,2008,9
00001042,"Tyson Clabo",,,,2009,9
00001042,"Tyson Clabo",,,,2010,10
00001042,"Tyson Clabo",,,,2011,10
00001042,"Tyson Clabo",,,,2012,10
00001042,"Tyson Clabo",,,,2013,7
00001042,"Tyson Clabo",,,,2014,1
00001043,"Brandon Dunn",,,,2014,0
00001043,"Brandon Dunn",,,,2015,1
00001043,"Brandon Dunn",,,,2016,0
00001044,"Bruce Gaston",,,,2015,1
00001045,"Cooper Helfet",,,,2012,0
00001045,"Cooper Helfet",,,,2014,2
00001045,"Cooper Helfet",,,,2015,1
00001046,"Justin Staples",,,,2014,0
00001046,"Justin Staples",,,,2015,1
00001046,"Justin Staples",,,,2016,0
00001047,"Justin Trattou",,,,2011,0
00001047,"Justin Trattou",,,,2012,0
00001047,"Justin Trattou",,,,2013,0
00001047,"Justin Trattou",,,,2014,0
00001047,"Justin Trattou",,,,2015,1
00001047,"Justin Trattou",,,,2016,1
00001048,"Matt Longacre",,,,2015,1
00001048,"Matt Longacre",,,,2016,1
00001049,"Ryan Delaire",,,,2015,1
00001049,"Ryan Delaire",,,,2016,1
0000105,"Lamar Campbell",,,,1998,1
0000105,"Lamar Campbell",,,,1999,0
0000105,"Lamar Campbell",,,,2000,2
0000105,"Lamar Campbell",,,,2001,4
0000105,"Lamar Campbell",,,,2002,1
00001050,"T.Y. McGill",,,,2015,1
00001050,"T.Y. McGill",,,,2016,1
00001051,"Tavaris Barnes",,,,2015,1
00001052,"Tyler Polumbus",,,,2008,1
00001052,"Tyler Polumbus",,,,2009,5
00001052,"Tyler Polumbus",,,,2010,3
00001052,"Tyler Polumbus",,,,2011,2
00001052,"Tyler Polumbus",,,,2012,9
00001052,"Tyler Polumbus",,,,2013,7
00001052,"Tyler Polumbus",,,,2014,3
00001052,"Tyler Polumbus",,,,2015,1
00001053,"Tyreek Burwell",,,,2015,1
00001053,"Tyreek Burwell",,,,2016,0
00001054,"Anthony Lanier",,,,2016,1
00001055,"Brandon Copeland",,,,2015,1
00001055,"Brandon Copeland",,,,2016,1
00001056,"Bryan Braman",,,,2011,1
00001056,"Bryan Braman",,,,2012,1
00001056,"Bryan Braman",,,,2013,1
00001056,"Bryan Braman",,,,2014,1
00001056,"Bryan Braman",,,,2015,1
00001056,"Bryan Braman",,,,2016,1
00001057,"Channing Ward",,,,2016,1
00001058,"Destiny Vaeao",,,,2016,1
00001059,"Lawrence Thomas",,,,2016,1
0000106,"Raion Hill",,,,2000,1
0000106,"Raion Hill",,,,2001,4
00001060,"Morgan Fox",,,,2016,1
00001061,"Robert Thomas",,,,2015,0
00001061,"Robert Thomas",,,,2016,1
00001062,"Ufomba Kamalu",,,,2016,1
00001063,"Woodrow Hamilton",,,,2016,1
00001064,"Xavier Williams",,,,2015,0
00001064,"Xavier Williams",,,,2016,1
00001065,"Cornell Thomas",,,,1994,0
00001066,"Ed Philion",,,,1994,0
00001066,"Ed Philion",,,,1995,0
00001067,"Garry Howe",,,,1994,0
00001068,"Jim Hanna",,,,1994,0
00001069,"Keith Powe",,,,1994,0
00001069,"Keith Powe",,,,1995,0
0000107,"Anthony Mitchell",,,,2000,2
0000107,"Anthony Mitchell",,,,2001,1
0000107,"Anthony Mitchell",,,,2002,4
0000107,"Anthony Mitchell",,,,2003,2
0000107,"Anthony Mitchell",,,,2004,1
0000107,"Anthony Mitchell",,,,2005,1
00001070,"Sylvester Stanley",,,,1994,0
00001071,"Tyrone Rodgers",,,,1994,0
00001072,"Ed Hawthorne",,,,1995,0
00001073,"Garland Hawkins",,,,1995,0
00001074,"Herman Smith",,,,1995,0
00001074,"Herman Smith",,,,1996,0
00001075,"Andre Davis",,,,1996,0
00001076,"Brad Keeney",,,,1996,0
00001077,"Emile Palmer",,,,1996,0
00001078,"Jeff Faulkner",,,,1996,0
00001079,"Michael Samson",,,,1996,0
0000108,"Tod McBride",,,,1999,0
0000108,"Tod McBride",,,,2000,3
0000108,"Tod McBride",,,,2001,1
0000108,"Tod McBride",,,,2002,3
0000108,"Tod McBride",,,,2003,4
0000108,"Tod McBride",,,,2004,0
00001080,"Tim Colston",,,,1996,0
00001081,"Walter Scott",,,,1996,0
00001082,"Albert Reese",,,,1997,0
00001083,"Jabbar Threats",,,,1997,0
00001083,"Jabbar Threats",,,,1998,0
00001084,"Ben Williams",,,,1998,0
00001084,"Ben Williams",,,,1999,0
00001085,"Cyron Brown",,,,1998,0
00001085,"Cyron Brown",,,,1999,0
00001086,"David Hoelscher",,,,1998,0
00001087,"Henry Taylor",,,,1998,0
00001087,"Henry Taylor",,,,2000,0
00001087,"Henry Taylor",,,,2001,0
00001088,"Mike Moten",,,,1998,0
00001089,"Mike Sutton",,,,1998,0
0000109,"Don Davis",,,,1996,1
0000109,"Don Davis",,,,1997,1
0000109,"Don Davis",,,,1998,0
0000109,"Don Davis",,,,1999,0
0000109,"Don Davis",,,,2000,1
0000109,"Don Davis",,,,2001,4
0000109,"Don Davis",,,,2002,5
0000109,"Don Davis",,,,2003,1
0000109,"Don Davis",,,,2004,4
0000109,"Don Davis",,,,2005,1
0000109,"Don Davis",,,,2006,1
00001090,"Reggie Lowe",,,,1998,0
00001091,"Bill Duff",,,,1999,0
00001092,"Ernie Brown",,,,1999,0
00001093,"Gaylon Hyder",,,,1999,0
00001093,"Gaylon Hyder",,,,2000,0
00001094,"Ken Anderson",,,,1999,0
00001095,"Kipp Vickers",,,,1995,1
00001095,"Kipp Vickers",,,,1996,3
00001095,"Kipp Vickers",,,,1997,1
00001095,"Kipp Vickers",,,,1999,0
00001095,"Kipp Vickers",,,,2000,2
00001095,"Kipp Vickers",,,,2001,6
00001095,"Kipp Vickers",,,,2002,1
00001096,"Pellom McDaniels",,,,1994,2
00001096,"Pellom McDaniels",,,,1995,3
00001096,"Pellom McDaniels",,,,1996,1
00001096,"Pellom McDaniels",,,,1997,5
00001096,"Pellom McDaniels",,,,1998,2
00001096,"Pellom McDaniels",,,,1999,0
00001097,"Aaron Fields",,,,2000,0
00001098,"Derrick Ham",,,,2000,0
00001098,"Derrick Ham",,,,2001,0
00001099,"Andy Bowers",,,,2001,0
000011,"Victor Green",,,,1995,6
000011,"Victor Green",,,,1996,6
000011,"Victor Green",,,,1997,7
000011,"Victor Green",,,,1998,8
000011,"Victor Green",,,,1999,8
000011,"Victor Green",,,,2000,10
000011,"Victor Green",,,,2001,8
000011,"Victor Green",,,,2002,3
000011,"Victor Green",,,,2003,1
0000110,"Charlie Adams",,,,2003,0
0000110,"Charlie Adams",,,,2004,0
0000110,"Charlie Adams",,,,2005,4
00001100,"Anthony Herron",,,,2001,0
00001101,"Felipe Claybrooks",,,,2001,0
00001101,"Felipe Claybrooks",,,,2003,0
00001102,"Hans Olsen",,,,2001,0
00001103,"Jeff Hazuga",,,,2001,0
00001104,"Joe Brown",,,,2001,0
00001105,"Bernard Jackson",,,,2002,0
00001106,"Chris Demaree",,,,2002,0
00001107,"DeVone Claybrooks",,,,2002,0
00001107,"DeVone Claybrooks",,,,2003,0
00001107,"DeVone Claybrooks",,,,2004,0
00001108,"Giradie Mercer",,,,2002,0
00001109,"Jerome Davis",,,,2002,0
00001109,"Jerome Davis",,,,2003,0
00001109,"Jerome Davis",,,,2004,0
0000111,"DelJuan Robinson",,,,2008,4
0000111,"DelJuan Robinson",,,,2009,1
00001110,"Ron Smith",,,,2002,0
00001111,"Terrance Simmons",,,,2002,0
00001112,"Allen Reese",,,,2003,0
00001113,"Anthony Dunn",,,,2003,0
00001114,"Brandon Hicks",,,,2003,0
00001115,"Jermaine Brooks",,,,2003,0
00001116,"Matt Leonard",,,,2003,0
00001117,"Omari Hand",,,,2003,0
00001118,"Ron Johnson",,,,2003,0
00001119,"Alain Kashama",,,,2004,0
00001119,"Alain Kashama",,,,2005,0
0000112,"Aaron Francisco",,,,2005,1
0000112,"Aaron Francisco",,,,2006,2
0000112,"Aaron Francisco",,,,2007,1
0000112,"Aaron Francisco",,,,2008,2
0000112,"Aaron Francisco",,,,2009,1
0000112,"Aaron Francisco",,,,2010,4
00001120,"Corey Jackson",,,,2004,0
00001121,"Jason Stewart",,,,2004,0
00001122,"Josh Savage",,,,2004,0
00001122,"Josh Savage",,,,2005,0
00001122,"Josh Savage",,,,2006,0
00001122,"Josh Savage",,,,2007,0
00001122,"Josh Savage",,,,2008,0
00001123,"Junior Glymph",,,,2004,0
00001123,"Junior Glymph",,,,2005,0
00001123,"Junior Glymph",,,,2006,0
00001124,"Khaleed Vaughn",,,,2004,0
00001125,"Omari Jordan",,,,2004,0
00001126,"Robert Pollard",,,,2004,0
00001126,"Robert Pollard",,,,2006,0
00001127,"Aki Jones",,,,2005,0
00001128,"Alfred Malone",,,,2005,0
00001128,"Alfred Malone",,,,2006,0
00001128,"Alfred Malone",,,,2008,0
00001129,"Constantin Ritzmann",,,,2005,0
0000113,"Dimitri Patterson",,,,2005,1
0000113,"Dimitri Patterson",,,,2007,1
0000113,"Dimitri Patterson",,,,2008,0
0000113,"Dimitri Patterson",,,,2009,1
0000113,"Dimitri Patterson",,,,2010,4
0000113,"Dimitri Patterson",,,,2011,1
0000113,"Dimitri Patterson",,,,2012,3
0000113,"Dimitri Patterson",,,,2013,3
00001130,"Jeremy Calahan",,,,2005,0
00001131,"Jim Davis",,,,2005,0
00001132,"Manuel Wright",,,,2005,0
00001132,"Manuel Wright",,,,2007,0
00001133,"Matt McChesney",,,,2005,0
00001133,"Matt McChesney",,,,2008,0
00001134,"A.J. Schable",,,,2006,0
00001135,"Antwon Burton",,,,2006,0
00001135,"Antwon Burton",,,,2007,0
00001135,"Antwon Burton",,,,2009,0
00001136,"Joe Sykes",,,,2006,0
00001137,"Khreem Smith",,,,2006,0
00001137,"Khreem Smith",,,,2007,0
00001138,"Marcus Green",,,,2006,0
00001139,"Montez Murphy",,,,2006,0
0000114,"Paul Oliver",,,,2008,1
0000114,"Paul Oliver",,,,2009,3
0000114,"Paul Oliver",,,,2010,4
0000114,"Paul Oliver",,,,2011,1
00001140,"T.J. Jackson",,,,2006,0
00001140,"T.J. Jackson",,,,2008,0
00001141,"Conrad Bolston",,,,2007,0
00001142,"Derrick Jones",,,,2007,0
00001143,"Edgar Jones",,,,2007,0
00001143,"Edgar Jones",,,,2008,0
00001143,"Edgar Jones",,,,2009,0
00001143,"Edgar Jones",,,,2010,0
00001143,"Edgar Jones",,,,2011,1
00001143,"Edgar Jones",,,,2012,2
00001143,"Edgar Jones",,,,2013,0
00001144,"Eric Powell",,,,2007,0
00001145,"McKinley Boykin",,,,2007,0
00001146,"Steven Harris",,,,2007,0
00001147,"Brandon Miller",,,,2008,0
00001148,"Corey Mace",,,,2008,0
00001148,"Corey Mace",,,,2009,0
00001149,"Derek Lokey",,,,2008,0
00001149,"Derek Lokey",,,,2009,0
0000115,"A.J. Jefferson",,,,2010,0
0000115,"A.J. Jefferson",,,,2011,4
0000115,"A.J. Jefferson",,,,2012,3
0000115,"A.J. Jefferson",,,,2013,1
00001150,"Greyson Gunheim",,,,2008,0
00001151,"Jeremy Clark",,,,2008,0
00001151,"Jeremy Clark",,,,2010,0
00001152,"Jesse Nading",,,,2008,0
00001152,"Jesse Nading",,,,2009,0
00001152,"Jesse Nading",,,,2010,0
00001152,"Jesse Nading",,,,2011,1
00001152,"Jesse Nading",,,,2012,1
00001153,"Keith Grennan",,,,2008,0
00001154,"Mkristo Bruce",,,,2008,0
00001155,"Scott Paxson",,,,2008,0
00001155,"Scott Paxson",,,,2011,0
00001156,"Andre Coleman",,,,2009,0
00001157,"Dion Gales",,,,2009,0
00001158,"Eric Bakhtiari",,,,2009,0
00001158,"Eric Bakhtiari",,,,2012,0
00001159,"Jason Banks",,,,2009,0
0000116,"David Caldwell",,,,2011,4
00001160,"Jeremy Navarre",,,,2009,0
00001161,"John Gill",,,,2009,0
00001162,"Keilen Dykes",,,,2009,0
00001163,"Kelly Talavou",,,,2009,0
00001164,"Kenwin Cummings",,,,2009,0
00001164,"Kenwin Cummings",,,,2010,0
00001165,"Barry Turner",,,,2010,0
00001166,"Jimmy Saddler-McQueen",,,,2010,0
00001166,"Jimmy Saddler-McQueen",,,,2012,0
00001167,"Joe Joseph",,,,2010,0
00001168,"Lamar Divens",,,,2008,0
00001168,"Lamar Divens",,,,2010,0
00001168,"Lamar Divens",,,,2012,0
00001169,"Mitch King",,,,2010,0
00001169,"Mitch King",,,,2011,0
0000117,"Danny McCray",,,,2010,1
0000117,"Danny McCray",,,,2011,1
0000117,"Danny McCray",,,,2012,4
0000117,"Danny McCray",,,,2013,1
0000117,"Danny McCray",,,,2014,1
0000117,"Danny McCray",,,,2015,1
00001170,"Travis Ivey",,,,2010,0
00001171,"Alex Silvestro",,,,2011,0
00001171,"Alex Silvestro",,,,2012,0
00001172,"Dwayne Hendricks",,,,2011,0
00001173,"Mason Brodine",,,,2011,0
00001173,"Mason Brodine",,,,2012,0
00001174,"Adewale Ojomo",,,,2012,0
00001175,"Aston Whiteside",,,,2012,0
00001176,"Ben Bass",,,,2012,0
00001177,"Braylon Broughton",,,,2012,0
00001178,"Bryan Hall",,,,2012,0
00001179,"Chas Alecxih",,,,2012,0
0000118,"Leonard Johnson",,,,2012,4
0000118,"Leonard Johnson",,,,2013,3
0000118,"Leonard Johnson",,,,2014,2
0000118,"Leonard Johnson",,,,2015,1
0000118,"Leonard Johnson",,,,2016,1
00001180,"Chase Baker",,,,2012,0
00001180,"Chase Baker",,,,2013,0
00001181,"DaJohn Harris",,,,2012,0
00001182,"Damik Scafe",,,,2012,0
00001183,"David Hunter",,,,2012,0
00001184,"Dominique Hamilton",,,,2012,0
00001185,"Drew Nowak",,,,2012,0
00001185,"Drew Nowak",,,,2013,0
00001185,"Drew Nowak",,,,2015,4
00001186,"Ernest Owusu",,,,2012,0
00001187,"Everrette Thompson",,,,2012,0
00001188,"Hebron Fangupo",,,,2012,0
00001188,"Hebron Fangupo",,,,2013,0
00001189,"Ike Igbinosun",,,,2012,0
0000119,"Brandian Ross",,,,2012,1
0000119,"Brandian Ross",,,,2013,4
0000119,"Brandian Ross",,,,2014,4
00001190,"Jordan Miller",,,,2012,0
00001190,"Jordan Miller",,,,2013,0
00001191,"Keith Browner",,,,2012,0
00001191,"Keith Browner",,,,2014,0
00001192,"Kourtnei Brown",,,,2012,0
00001192,"Kourtnei Brown",,,,2015,0
00001193,"Martin Parker",,,,2012,0
00001194,"Matt Broha",,,,2012,0
00001195,"Matthew Masifilo",,,,2012,0
00001195,"Matthew Masifilo",,,,2014,0
00001195,"Matthew Masifilo",,,,2015,0
00001196,"Micanor Regis",,,,2012,0
00001197,"Monte Taylor",,,,2012,0
00001198,"Pannel Egboh",,,,2012,0
00001199,"Rob Callaway",,,,2012,0
000012,"Ryan Clark",,,,2002,0
000012,"Ryan Clark",,,,2003,2
000012,"Ryan Clark",,,,2004,6
000012,"Ryan Clark",,,,2005,7
000012,"Ryan Clark",,,,2006,6
000012,"Ryan Clark",,,,2007,2
000012,"Ryan Clark",,,,2008,7
000012,"Ryan Clark",,,,2009,7
000012,"Ryan Clark",,,,2010,7
000012,"Ryan Clark",,,,2011,10
000012,"Ryan Clark",,,,2012,8
000012,"Ryan Clark",,,,2013,6
000012,"Ryan Clark",,,,2014,6
0000120,"Nickell Robey-Coleman",,,,2013,2
0000120,"Nickell Robey-Coleman",,,,2014,4
0000120,"Nickell Robey-Coleman",,,,2015,2
0000120,"Nickell Robey-Coleman",,,,2016,2
00001200,"Ronnie Cameron",,,,2012,0
00001201,"Tevita Finau",,,,2012,0
00001202,"Brian Arnfelt",,,,2013,0
00001203,"Caesar Rayford",,,,2013,0
00001204,"Christian Tupou",,,,2013,0
00001205,"Gerald Rivers",,,,2013,0
00001206,"Isaako Aaitui",,,,2013,0
00001207,"Jason Vega",,,,2013,0
00001208,"Jay Ross",,,,2013,0
00001209,"Kwame Geathers",,,,2013,0
0000121,"Sergio Brown",,,,2010,1
0000121,"Sergio Brown",,,,2011,2
0000121,"Sergio Brown",,,,2012,1
0000121,"Sergio Brown",,,,2013,1
0000121,"Sergio Brown",,,,2014,4
0000121,"Sergio Brown",,,,2015,2
0000121,"Sergio Brown",,,,2016,0
00001210,"Michael Brooks",,,,2013,0
00001211,"Tracy Robertson",,,,2013,0
00001212,"Zach Minter",,,,2013,0
00001213,"Deandre Coleman",,,,2014,0
00001213,"Deandre Coleman",,,,2015,0
00001213,"Deandre Coleman",,,,2016,0
00001214,"George Uko",,,,2014,0
00001215,"Kelcy Quarles",,,,2014,0
00001216,"Kenneth Boatright",,,,2014,0
00001217,"Lawrence Virgil",,,,2014,0
00001218,"Luther Robinson",,,,2014,0
00001219,"A.J. Francis",,,,2015,0
0000122,"Stefan Charles",,,,2013,1
0000122,"Stefan Charles",,,,2014,4
0000122,"Stefan Charles",,,,2015,2
0000122,"Stefan Charles",,,,2016,1
00001220,"Brad Bars",,,,2015,0
00001221,"Darrell Williams",,,,2015,0
00001222,"Earl Okine",,,,2015,0
00001223,"Joey Mbu",,,,2015,0
00001224,"Jordan Williams",,,,2015,0
00001225,"Josh Shirley",,,,2015,0
00001225,"Josh Shirley",,,,2016,0
00001226,"Kaleb Eulls",,,,2015,0
00001227,"Kenny Anunike",,,,2015,0
00001228,"Leon Orr",,,,2015,0
00001228,"Leon Orr",,,,2016,0
00001229,"Richard Ash",,,,2015,0
00001229,"Richard Ash",,,,2016,0
0000123,"Delvin Breaux",,,,2015,4
0000123,"Delvin Breaux",,,,2016,2
00001230,"Antwaun Woods",,,,2016,0
00001231,"Branden Jackson",,,,2016,0
00001232,"Brian Price",,,,2016,0
00001233,"DeShawn Williams",,,,2016,0
00001234,"Garrison Smith",,,,2016,0
00001235,"Johnny Maxey",,,,2016,0
00001236,"Julius Warmsley",,,,2016,0
00001237,"Kyle Peko",,,,2016,0
00001238,"Mehdi Abdesmad",,,,2016,0
00001239,"Tani Tupou",,,,2016,0
0000124,"Jahleel Addae",,,,2013,2
0000124,"Jahleel Addae",,,,2014,2
0000124,"Jahleel Addae",,,,2015,4
0000124,"Jahleel Addae",,,,2016,3
00001240,"Toby Johnson",,,,2016,0
00001241,"James Harrison",,,,2002,0
00001241,"James Harrison",,,,2004,4
00001241,"James Harrison",,,,2005,4
00001241,"James Harrison",,,,2006,1
00001241,"James Harrison",,,,2007,15
00001241,"James Harrison",,,,2008,19
00001241,"James Harrison",,,,2009,14
00001241,"James Harrison",,,,2010,19
00001241,"James Harrison",,,,2011,10
00001241,"James Harrison",,,,2012,8
00001241,"James Harrison",,,,2013,6
00001241,"James Harrison",,,,2014,3
00001241,"James Harrison",,,,2015,3
00001241,"James Harrison",,,,2016,5
00001242,"Sam Mills",,,,1994,7
00001242,"Sam Mills",,,,1995,13
00001242,"Sam Mills",,,,1996,18
00001242,"Sam Mills",,,,1997,8
00001243,"Vontaze Burfict",,,,2012,8
00001243,"Vontaze Burfict",,,,2013,17
00001243,"Vontaze Burfict",,,,2014,3
00001243,"Vontaze Burfict",,,,2015,6
00001243,"Vontaze Burfict",,,,2016,7
00001244,"Bart Scott",,,,2002,2
00001244,"Bart Scott",,,,2003,2
00001244,"Bart Scott",,,,2004,2
00001244,"Bart Scott",,,,2005,6
00001244,"Bart Scott",,,,2006,15
00001244,"Bart Scott",,,,2007,7
00001244,"Bart Scott",,,,2008,9
00001244,"Bart Scott",,,,2009,12
00001244,"Bart Scott",,,,2010,10
00001244,"Bart Scott",,,,2011,9
00001244,"Bart Scott",,,,2012,8
00001245,"Zach Orr",,,,2014,1
00001245,"Zach Orr",,,,2015,1
00001245,"Zach Orr",,,,2016,15
00001246,"Jessie Tuggle",,,,1994,8
00001246,"Jessie Tuggle",,,,1995,10
00001246,"Jessie Tuggle",,,,1996,5
00001246,"Jessie Tuggle",,,,1997,8
00001246,"Jessie Tuggle",,,,1998,14
00001246,"Jessie Tuggle",,,,1999,7
00001246,"Jessie Tuggle",,,,2000,3
00001247,"Mike Jones",,,,1994,2
00001247,"Mike Jones",,,,1995,8
00001247,"Mike Jones",,,,1996,7
00001247,"Mike Jones",,,,1997,8
00001247,"Mike Jones",,,,1998,7
00001247,"Mike Jones",,,,1999,13
00001247,"Mike Jones",,,,2000,5
00001247,"Mike Jones",,,,2001,1
00001247,"Mike Jones",,,,2002,1
00001248,"Shelton Quarles",,,,1997,2
00001248,"Shelton Quarles",,,,1998,1
00001248,"Shelton Quarles",,,,1999,8
00001248,"Shelton Quarles",,,,2000,7
00001248,"Shelton Quarles",,,,2001,7
00001248,"Shelton Quarles",,,,2002,13
00001248,"Shelton Quarles",,,,2003,7
00001248,"Shelton Quarles",,,,2004,8
00001248,"Shelton Quarles",,,,2005,9
00001248,"Shelton Quarles",,,,2006,6
00001249,"Antonio Pierce",,,,2001,5
00001249,"Antonio Pierce",,,,2002,1
00001249,"Antonio Pierce",,,,2003,1
00001249,"Antonio Pierce",,,,2004,13
00001249,"Antonio Pierce",,,,2005,8
00001249,"Antonio Pierce",,,,2006,9
