"Rk","Player","URL","Year","Age","Draft","Tm","Lg","G","GS","Yrs","PB","AP1","AV"
"31533","Clay Pickering","/players/P/PickCl20.htm","1987","26","Noneabc","NWE","NFL","1","0","1","0","0","0"
"31534","Clay Pickering","/players/P/PickCl20.htm","1985","24","Noneabc","CIN","NFL","1","0","1","0","0","0"
"31535","Clay Pickering","/players/P/PickCl20.htm","1986","25","Noneabc","CHI","NFL","4","0","1","0","0","0"
"31536","Aaron Pierce","/players/P/PierAa00.htm","1992","23","3-69abc","NYG","NFL","1","0","1","0","0","0"
"31537","Steve Pierce","/players/P/PierSt20.htm","1987","24","Noneabc","CLE","NFL","2","0","1","0","0","0"
"31538","Damon Pieri","/players/P/PierDa20.htm","1993","23","Noneabc","NYJ","NFL","5","0","1","0","0","0"
"31539","Mark Pike","/players/P/PikeMa20.htm","1987","24","7-178abc","BUF","NFL","3","0","1","0","0","0"
"31540","Brian Pillman","/players/P/PillBr20.htm","1984","22","Noneabc","CIN","NFL","6","0","1","0","0","0"
"31541","Frank Pillow","/players/P/PillFr00.htm","1989","24","11-279abc","TAM","NFL","3","0","1","0","0","0"
"31542","Cyril Pinder","/players/P/PindCy00.htm","1973","27","2-39abc","DAL","NFL","5","0","1","0","0","0"
"31543","Scott Piper","/players/P/PipeSc20.htm","1976","22","6-171abc","ATL","NFL","13","0","1","0","0","0"
"31544","Woodie Pippens","/players/P/PippWo20.htm","1987","24","Noneabc","KAN","NFL","2","0","1","0","0","0"
"31545","Joe Pisarcik","/players/P/PisaJo00.htm","1982","30","Noneabc","PHI","NFL","1","0","1","0","0","0"
"31546","Joe Pisarcik","/players/P/PisaJo00.htm","1983","31","Noneabc","PHI","NFL","5","0","1","0","0","0"
"31547","Steve Pisarkiewicz","/players/P/PisaSt00.htm","1978","25","1-19abc","STL","NFL","3","1","1","0","0","0"
"31548","Steve Pisarkiewicz","/players/P/PisaSt00.htm","1980","27","1-19abc","GNB","NFL","1","0","1","0","0","0"
"31549","Danny Pittman","/players/P/PittDa00.htm","1981","23","4-90abc","NYG","NFL","8","0","1","0","0","0"
"31550","Danny Pittman","/players/P/PittDa00.htm","1982","24","4-90abc","NYG","NFL","8","0","1","0","0","0"
"31551","Frank Pitts","/players/P/PittFr00.htm","1974","31","16-213, 4-32AFLabc","OAK","NFL","13","0","1","0","0","0"
"31552","Ron Pitts","/players/P/PittRo20.htm","1987","25","7-169abc","BUF","NFL","12","3","1","0","0","0"
"31553","Marquis Pleasant","/players/P/PleaMa20.htm","1987","22","Noneabc","CIN","NFL","3","0","1","0","0","0"
"31554","Mike Pleasant","/players/P/PleaMi20.htm","1984","29","Noneabc","RAM","NFL","5","0","1","0","0","0"
"31555","Reggie Pleasant","/players/P/PleaRe20.htm","1985","23","6-152abc","ATL","NFL","3","0","1","0","0","0"
"31556","Kurt Ploeger","/players/P/PloeKu20.htm","1986","24","6-144abc","2TM","NFL","4","0","1","0","0","0"
"31557","Kurt Ploeger","/players/P/PloeKu20.htm","1987","25","6-144abc","MIN","NFL","1","1","1","0","0","0"
"31558","Bruce Plummer","/players/P/PlumBr20.htm","1991","27","9-250abc","PHI","NFL","6","0","1","0","0","0"
"31559","Jim Plunkett","/players/P/PlunJi00.htm","1979","32","1-1abc","OAK","NFL","4","0","1","0","0","0"
"31560","Jim Plunkett","/players/P/PlunJi00.htm","1981","34","1-1abc","OAK","NFL","9","7","1","0","0","0"
"31561","Frank Pokorny","/players/P/PokoFr20.htm","1985","22","Noneabc","PIT","NFL","4","0","1","0","0","0"
"31562","Frank Pollard","/players/P/PollFr00.htm","1980","23","11-305abc","PIT","NFL","16","0","1","0","0","0"
"31563","Tom Polley","/players/P/PollTo20.htm","1985","23","8-205abc","PHI","NFL","2","0","1","0","0","0"
"31564","David Ponder","/players/P/PondDa20.htm","1985","23","Noneabc","DAL","NFL","4","0","1","0","0","0"
"31565","David Pool","/players/P/PoolDa20.htm","1994","28","6-145abc","MIA","NFL","1","0","1","0","0","0"
"31566","David Pool","/players/P/PoolDa20.htm","1993","27","6-145abc","BUF","NFL","2","0","1","0","0","0"
"31567","Larry Poole","/players/P/PoolLa00.htm","1978","26","9-213abc","HOU","NFL","9","0","1","0","0","0"
"31568","Nathan Poole","/players/P/PoolNa00.htm","1982","26","10-250abc","DEN","NFL","9","0","1","0","0","0"
"31569","Nathan Poole","/players/P/PoolNa00.htm","1979","23","10-250abc","CIN","NFL","16","0","1","0","0","0"
"31570","Nathan Poole","/players/P/PoolNa00.htm","1980","24","10-250abc","CIN","NFL","16","0","1","0","0","0"
"31571","Nathan Poole","/players/P/PoolNa00.htm","1985","29","10-250abc","DEN","NFL","3","0","1","0","0","0"
"31572","Shelley Poole","/players/P/PoolSh20.htm","1987","23","Noneabc","ATL","NFL","1","0","1","0","0","0"
"31573","Marquez Pope","/players/P/PopeMa20.htm","1992","22","2-33abc","SDG","NFL","7","0","1","0","0","0"
"31574","Tom Porell","/players/P/PoreTo20.htm","1987","23","Noneabc","NWE","NFL","1","1","1","0","0","0"
"31575","Kerry Porter","/players/P/PortKe20.htm","1989","25","7-171abc","RAI","NFL","16","0","1","0","0","0"
"31576","Kerry Porter","/players/P/PortKe20.htm","1990","26","7-171abc","DEN","NFL","13","3","1","0","0","0"
"31577","Kerry Porter","/players/P/PortKe20.htm","1987","23","7-171abc","BUF","NFL","6","0","1","0","0","0"
"31578","Ricky Porter","/players/P/PortRi00.htm","1983","23","12-319abc","BAL","NFL","14","0","1","0","0","0"
"31579","Ricky Porter","/players/P/PortRi00.htm","1982","22","12-319abc","DET","NFL","1","0","1","0","0","0"
"31580","Kevin Potter","/players/P/PottKe20.htm","1984","25","9-226abc","CHI","NFL","1","0","1","0","0","0"
"31581","Ernest Pough","/players/P/PougEr00.htm","1977","25","3-88abc","PIT","NFL","14","0","1","0","0","0"
"31582","Ernest Pough","/players/P/PougEr00.htm","1978","26","3-88abc","NYG","NFL","12","0","1","0","0","0"
"31583","Karl Powe","/players/P/PoweKa20.htm","1986","24","7-178abc","DAL","NFL","1","0","1","0","0","0"
"31584","Keith Powe","/players/P/PoweKe20.htm","1994","25","Noneabc","TAM","NFL","5","0","1","0","0","0"
"31585","Alvin Powell","/players/P/PoweAl20.htm","1989","30","2-49abc","MIA","NFL","2","0","1","0","0","0"
"31586","Andre Powell","/players/P/PoweAn20.htm","1994","25","8-209abc","NYG","NFL","1","0","1","0","0","0"
"31587","Darnell Powell","/players/P/PoweDa00.htm","1976","22","6-175abc","BUF","NFL","11","0","1","0","0","0"
"31588","Jeff Powell","/players/P/PoweJe21.htm","1987","24","6-166abc","SDG","NFL","1","0","1","0","0","0"
"31589","Steve Powell","/players/P/PoweSt21.htm","1979","23","7-183abc","BUF","NFL","15","0","1","0","0","0"
"31590","Steve Powell","/players/P/PoweSt21.htm","1978","22","7-183abc","BUF","NFL","10","0","1","0","0","0"
"31591","Warren Powers","/players/P/PoweWa21.htm","1992","27","2-47abc","RAM","NFL","7","0","1","0","0","0"
"31592","Dean Prater","/players/P/PratDe20.htm","1988","30","10-271abc","BUF","NFL","4","0","1","0","0","0"
"31593","Dean Prater","/players/P/PratDe20.htm","1982","24","10-271abc","KAN","NFL","2","0","1","0","0","0"
"31594","John Preston","/players/P/PresJo20.htm","1987","25","Noneabc","STL","NFL","5","0","1","0","0","0"
"31595","Art Price","/players/P/PricAr20.htm","1987","25","Noneabc","ATL","NFL","3","0","1","0","0","0"
"31596","Dennis Price","/players/P/PricDe20.htm","1989","24","5-131abc","RAI","NFL","5","0","1","0","0","0"
"31597","Dennis Price","/players/P/PricDe20.htm","1991","26","5-131abc","NYJ","NFL","0","0","1","0","0","0"
"31598","Jim Price","/players/P/PricJi00.htm","1993","27","Noneabc","DAL","NFL","3","0","1","0","0","0"
"31599","Mitchell Price","/players/P/PricMi20.htm","1993","26","9-234abc","2TM","NFL","6","0","1","0","0","0"
"31600","Mitchell Price","/players/P/PricMi20.htm","1992","25","9-234abc","2TM","NFL","6","1","1","0","0","0"
"31601","Shawn Price","/players/P/PricSh20.htm","1994","24","Noneabc","TAM","NFL","6","0","1","0","0","0"
"31602","Stacy Price","/players/P/PricSt20.htm","1987","25","Noneabc","SDG","NFL","3","0","1","0","0","0"
"31603","Terry Price","/players/P/PricTe20.htm","1990","22","10-255abc","CHI","NFL","2","0","1","0","0","0"
"31604","Greg Primus","/players/P/PrimGr00.htm","1994","24","Noneabc","CHI","NFL","3","1","1","0","0","0"
"31605","James Primus","/players/P/PrimJa00.htm","1989","25","9-222abc","ATL","NFL","5","0","1","0","0","0"
"31606","Alan Pringle","/players/P/PrinAl20.htm","1975","23","10-246abc","DET","NFL","1","0","1","0","0","0"
"31607","Mike Pringle","/players/P/PrinMi20.htm","1990","23","6-139abc","ATL","NFL","3","0","1","0","0","0"
"31608","Mike Prior","/players/P/PrioMi20.htm","1985","22","7-176abc","TAM","NFL","16","0","1","0","0","0"
"31609","Mike Prior","/players/P/PrioMi20.htm","1993","30","7-176abc","GNB","NFL","16","4","1","0","0","0"
"31610","Billy Pritchett","/players/P/PritBi00.htm","1977","26","6-146abc","ATL","NFL","9","0","1","0","0","0"
"31611","Wes Pritchett","/players/P/PritWe20.htm","1991","25","6-147abc","ATL","NFL","3","0","1","0","0","0"
"31612","Gene Profit","/players/P/ProfGe20.htm","1986","22","Noneabc","NWE","NFL","4","0","1","0","0","0"
"31613","Gene Profit","/players/P/ProfGe20.htm","1988","24","Noneabc","NWE","NFL","1","0","1","0","0","0"
"31614","Joe Prokop","/players/P/ProkJo21.htm","1992","32","Noneabc","2TM","NFL","8","0","1","0","0","0"
"31615","Joe Prokop","/players/P/ProkJo21.htm","1987","27","Noneabc","SDG","NFL","3","0","1","0","0","0"
"31616","Greg Pruitt","/players/P/PruiGr00.htm","1984","33","2-30abc","RAI","NFL","15","0","1","0","0","0"
"31617","James Pruitt","/players/P/PruiJa00.htm","1991","27","4-107abc","MIA","NFL","5","0","1","0","0","0"
"31618","James Pruitt","/players/P/PruiJa00.htm","1988","24","4-107abc","2TM","NFL","12","0","1","0","0","0"
"31619","Garry Puetz","/players/P/PuetGa20.htm","1982","30","12-300abc","WAS","NFL","2","0","1","0","0","0"
"31620","Alfred Pupunu","/players/P/PupuAl00.htm","1992","23","Noneabc","SDG","NFL","15","2","1","0","0","0"
"31621","Dave Purling","/players/P/PurlDa20.htm","1987","25","Noneabc","RAM","NFL","1","0","1","0","0","0"
"31622","Rollin Putzier","/players/P/PutzRo20.htm","1988","23","4-88abc","PIT","NFL","5","0","1","0","0","0"
"31623","David Pyles","/players/P/PyleDa20.htm","1987","27","Noneabc","RAI","NFL","2","0","1","0","0","0"
"31624","Bernard Quarles","/players/Q/QuarBe20.htm","1987","27","Noneabc","RAM","NFL","1","0","1","0","0","0"
"31625","Jeff Queen","/players/Q/QueeJe00.htm","1973","27","12-317abc","OAK","NFL","9","0","1","0","0","0"
"31626","Jeff Queen","/players/Q/QueeJe00.htm","1974","28","12-317abc","HOU","NFL","11","0","1","0","0","0"
"31627","Jeff Query","/players/Q/QuerJe00.htm","1994","27","5-124abc","CIN","NFL","10","4","1","0","0","0"
"31628","Greg Quick","/players/Q/QuicGr20.htm","1987","23","Noneabc","ATL","NFL","1","0","1","0","0","0"
"31629","Jerry Quick","/players/Q/QuicJe20.htm","1987","24","Noneabc","PIT","NFL","1","0","1","0","0","0"
"31630","Marc Raab","/players/R/RaabMa20.htm","1993","24","Noneabc","WAS","NFL","2","0","1","0","0","0"
"31631","Bob Raba","/players/R/RabaBo20.htm","1978","23","Noneabc","NYJ","NFL","4","0","1","0","0","0"
"31632","Bob Raba","/players/R/RabaBo20.htm","1981","26","Noneabc","WAS","NFL","8","0","1","0","0","0"
"31633","Bob Raba","/players/R/RabaBo20.htm","1977","22","Noneabc","NYJ","NFL","14","0","1","0","0","0"
"31634","Bob Raba","/players/R/RabaBo20.htm","1979","24","Noneabc","NYJ","NFL","8","0","1","0","0","0"
"31635","Bob Raba","/players/R/RabaBo20.htm","1980","25","Noneabc","BAL","NFL","3","0","1","0","0","0"
"31636","David Rackley","/players/R/RackDa20.htm","1985","24","Noneabc","NOR","NFL","7","0","1","0","0","0"
"31637","George Radachowsky","/players/R/RadaGe20.htm","1985","23","7-188abc","IND","NFL","3","0","1","0","0","0"
"31638","Floyd Raglin","/players/R/RaglFl20.htm","1987","26","Noneabc","MIA","NFL","2","0","1","0","0","0"
"31639","George Ragsdale","/players/R/RagsGe00.htm","1977","25","12-321abc","TAM","NFL","9","0","1","0","0","0"
"31640","George Ragsdale","/players/R/RagsGe00.htm","1979","27","12-321abc","TAM","NFL","15","0","1","0","0","0"
"31641","Pat Ragusa","/players/R/raguspat01.htm","1987","24","Noneabc","NYJ","NFL","3","0","1","0","0","0"
"31642","Steve Raible","/players/R/RaibSt00.htm","1981","27","2-59abc","SEA","NFL","9","0","1","0","0","0"
"31643","Dan Rains","/players/R/RainDa20.htm","1982","26","Noneabc","CHI","NFL","2","0","1","0","0","0"
"31644","Dan Ralph","/players/R/RalpDa20.htm","1984","23","6-163abc","STL","NFL","6","0","1","0","0","0"
"31645","Jim Ramey","/players/R/RameJi20.htm","1987","30","3-70abc","TAM","NFL","3","0","1","0","0","0"
"31646","Derrick Ramsey","/players/R/RamsDe00.htm","1982","26","5-136abc","RAI","NFL","9","0","1","0","0","0"
"31647","Derrick Ramsey","/players/R/RamsDe00.htm","1987","31","5-136abc","DET","NFL","1","0","1","0","0","0"
"31648","Derrick Ramsey","/players/R/RamsDe00.htm","1978","22","5-136abc","OAK","NFL","16","0","1","0","0","0"
"31649","Greg Ramsey","/players/R/RamsGr20.htm","1987","24","Noneabc","SEA","NFL","2","0","1","0","0","0"
"31650","Tom Ramsey","/players/R/RamsTo00.htm","1988","27","10-267abc","NWE","NFL","7","1","1","0","0","0"
"31651","Tom Ramsey","/players/R/RamsTo00.htm","1986","25","10-267abc","NWE","NFL","5","0","1","0","0","0"
"31652","Eason Ramson","/players/R/RamsEa00.htm","1979","23","12-312abc","SFO","NFL","2","0","1","0","0","0"
"31653","Eason Ramson","/players/R/RamsEa00.htm","1981","25","12-312abc","SFO","NFL","11","0","1","0","0","0"
"31654","Eason Ramson","/players/R/RamsEa00.htm","1982","26","12-312abc","SFO","NFL","9","0","1","0","0","0"
"31655","Walter Rasby","/players/R/RasbWa00.htm","1994","22","Noneabc","PIT","NFL","2","0","1","0","0","0"
"31656","Lou Rash","/players/R/RashLo20.htm","1984","24","Noneabc","PHI","NFL","4","0","1","0","0","0"
"31657","Kenyon Rasheed","/players/R/RashKe00.htm","1993","23","Noneabc","NYG","NFL","5","3","1","0","0","0"
"31658","Randy Rasmussen","/players/R/RasmRa21.htm","1987","27","8-220abc","MIN","NFL","5","0","1","0","0","0"
"31659","Bo Rather","/players/R/RathBo00.htm","1973","23","4-104abc","MIA","NFL","6","0","1","0","0","0"
"31660","Bo Rather","/players/R/RathBo00.htm","1976","26","4-104abc","CHI","NFL","9","2","1","0","0","0"
"31661","Eric Ravotti","/players/R/RavoEr20.htm","1994","23","6-180abc","PIT","NFL","2","0","1","0","0","0"
"31662","John Ray","/players/R/RayxJo20.htm","1993","24","Noneabc","IND","NFL","2","0","1","0","0","0"
"31663","Jimmy Raye","/players/R/RayeJi21.htm","1991","23","Noneabc","RAM","NFL","2","0","1","0","0","0"
"31664","Fred Rayhle","/players/R/RayhFr20.htm","1977","23","Noneabc","SEA","NFL","2","0","1","0","0","0"
"31665","Ike Readon","/players/R/ReadIk20.htm","1987","24","10-257abc","MIA","NFL","3","0","1","0","0","0"
"31666","John Reaves","/players/R/ReavJo00.htm","1973","23","1-14abc","PHI","NFL","1","0","1","0","0","0"
"31667","John Reaves","/players/R/ReavJo00.htm","1987","37","1-14abc","TAM","NFL","2","2","1","0","0","0"
"31668","John Reaves","/players/R/ReavJo00.htm","1974","24","1-14abc","PHI","NFL","4","0","1","0","0","0"
"31669","John Reaves","/players/R/ReavJo00.htm","1976","26","1-14abc","CIN","NFL","3","0","1","0","0","0"
"31670","Willard Reaves","/players/R/ReavWi20.htm","1989","30","Noneabc","2TM","NFL","3","0","1","0","0","0"
"31671","Dave Reavis","/players/R/ReavDa20.htm","1976","26","5-106abc","TAM","NFL","1","1","1","0","0","0"
"31672","Barry Redden","/players/R/ReddBa00.htm","1988","28","1-14abc","SDG","NFL","8","2","1","0","0","0"
"31673","Barry Redden","/players/R/ReddBa00.htm","1987","27","1-14abc","SDG","NFL","12","0","1","0","0","0"
"31674","Barry Redden","/players/R/ReddBa00.htm","1990","30","1-14abc","CLE","NFL","5","0","1","0","0","0"
"31675","Corn Redick","/players/R/RediCo20.htm","1987","23","7-169abc","GNB","NFL","1","0","1","0","0","0"
"31676","Jarvis Redwine","/players/R/RedwJa00.htm","1981","24","2-52abc","MIN","NFL","3","0","1","0","0","0"
"31677","Jarvis Redwine","/players/R/RedwJa00.htm","1983","26","2-52abc","MIN","NFL","16","1","1","0","0","0"
"31678","Jarvis Redwine","/players/R/RedwJa00.htm","1982","25","2-52abc","MIN","NFL","7","0","1","0","0","0"
"31679","Danny Reece","/players/R/ReecDa20.htm","1979","24","3-69abc","TAM","NFL","16","1","1","0","0","0"
"31680","Danny Reece","/players/R/ReecDa20.htm","1980","25","3-69abc","TAM","NFL","16","1","1","0","0","0"
"31681","Danny Reece","/players/R/ReecDa20.htm","1978","23","3-69abc","TAM","NFL","15","0","1","0","0","0"
"31682","Danny Reece","/players/R/ReecDa20.htm","1977","22","3-69abc","TAM","NFL","14","0","1","0","0","0"
"31683","Alvin Reed","/players/R/ReedAl00.htm","1975","31","Noneabc","WAS","NFL","14","0","1","0","0","0"
"31684","Alvin Reed","/players/R/ReedAl00.htm","1974","30","Noneabc","WAS","NFL","14","0","1","0","0","0"
"31685","Jake Reed","/players/R/ReedJa00.htm","1991","24","3-68abc","MIN","NFL","1","0","1","0","0","0"
"31686","Joe Reed","/players/R/ReedJo00.htm","1979","31","11-283abc","DET","NFL","2","1","1","0","0","0"
"31687","Joe Reed","/players/R/ReedJo00.htm","1977","29","11-283abc","DET","NFL","3","1","1","0","0","0"
"31688","Joe Reed","/players/R/ReedJo00.htm","1978","30","11-283abc","DET","NFL","1","0","1","0","0","0"
"31689","Mark Reed","/players/R/ReedMa20.htm","1983","24","8-207abc","BAL","NFL","1","0","1","0","0","0"
"31690","Oscar Reed","/players/R/ReedOs00.htm","1975","31","7-167abc","ATL","NFL","7","0","1","0","0","0"
"31691","Dan Reeder","/players/R/ReedDa20.htm","1986","25","5-135abc","PIT","NFL","11","0","1","0","0","0"
"31692","Dan Reeder","/players/R/ReedDa20.htm","1987","26","5-135abc","PIT","NFL","2","0","1","0","0","0"
"31693","Booker Reese","/players/R/ReesBo20.htm","1985","26","2-32abc","RAM","NFL","2","0","1","0","0","0"
"31694","Walter Reeves","/players/R/ReevWa00.htm","1991","26","2-40abc","PHO","NFL","15","13","1","0","0","0"
"31695","Walter Reeves","/players/R/ReevWa00.htm","1989","24","2-40abc","PHO","NFL","16","3","1","0","0","0"
"31696","Walter Reeves","/players/R/ReevWa00.htm","1992","27","2-40abc","PHO","NFL","16","16","1","0","0","0"
"31697","Frank Reich","/players/R/ReicFr00.htm","1993","32","3-57abc","BUF","NFL","15","0","1","0","0","0"
"31698","Frank Reich","/players/R/ReicFr00.htm","1985","24","3-57abc","BUF","NFL","1","0","1","0","0","0"
"31699","Frank Reich","/players/R/ReicFr00.htm","1986","25","3-57abc","BUF","NFL","3","0","1","0","0","0"
"31700","Frank Reich","/players/R/ReicFr00.htm","1988","27","3-57abc","BUF","NFL","3","0","1","0","0","0"
"31701","Alan Reid","/players/R/ReidAl20.htm","1987","27","Noneabc","PHI","NFL","1","0","1","0","0","0"
"31702","Andy Reid","/players/R/ReidAn20.htm","1976","22","13-349abc","BUF","NFL","1","0","1","0","0","0"
"31703","Michael Reid","/players/R/ReidMi20.htm","1991","27","7-181abc","ATL","NFL","2","0","1","0","0","0"
"31704","Mike Reid","/players/R/ReidMi21.htm","1993","23","3-77abc","PHI","NFL","9","0","1","0","0","0"
"31705","Mike Reid","/players/R/ReidMi21.htm","1994","24","3-77abc","PHI","NFL","3","0","1","0","0","0"
"31706","Jeff Reinke","/players/R/ReinJe20.htm","1987","25","10-275abc","CIN","NFL","1","1","1","0","0","0"
"31707","Roger Remo","/players/R/RemoRo20.htm","1987","23","Noneabc","IND","NFL","3","0","1","0","0","0"
"31708","Bill Renner","/players/R/RennBi20.htm","1987","28","Noneabc","GNB","NFL","3","0","1","0","0","0"
"31709","Bill Renner","/players/R/RennBi20.htm","1986","27","Noneabc","GNB","NFL","3","0","1","0","0","0"
"31710","Caesar Rentie","/players/R/RentCa20.htm","1988","24","7-189abc","CHI","NFL","5","0","1","0","0","0"
"31711","Jay Repko","/players/R/RepkJa20.htm","1987","29","Noneabc","PHI","NFL","3","0","1","0","0","0"
"31712","Mike Reppond","/players/R/ReppMi20.htm","1973","22","9-215abc","CHI","NFL","2","0","1","0","0","0"
"31713","Randy Reutershan","/players/R/ReutRa20.htm","1978","23","6-160abc","PIT","NFL","11","0","1","0","0","0"
"31714","Steve Rhem","/players/R/RhemSt20.htm","1994","23","Noneabc","NOR","NFL","7","0","1","0","0","0"
"31715","Buster Rhymes","/players/R/RhymBu20.htm","1986","24","4-85abc","MIN","NFL","5","0","1","0","0","0"
"31716","Allen Rice","/players/R/RiceAl00.htm","1989","27","5-140abc","MIN","NFL","4","0","1","0","0","0"
"31717","Dan Rice","/players/R/RiceDa20.htm","1987","24","Noneabc","CIN","NFL","3","0","1","0","0","0"
"31718","Curvin Richards","/players/R/RichCu00.htm","1993","25","4-97abc","DET","NFL","1","0","1","0","0","0"
"31719","Curvin Richards","/players/R/RichCu00.htm","1991","23","4-97abc","DAL","NFL","2","0","1","0","0","0"
"31720","Bucky Richardson","/players/R/RichBu00.htm","1993","24","8-220abc","HOU","NFL","2","0","1","0","0","0"
"31721","Bucky Richardson","/players/R/RichBu00.htm","1992","23","8-220abc","HOU","NFL","7","0","1","0","0","0"
"31722","Eric Richardson","/players/R/RichEr00.htm","1986","24","2-41abc","BUF","NFL","14","1","1","0","0","0"
"31723","Ernie Richardson","/players/R/RichEr20.htm","1974","24","Noneabc","CLE","NFL","2","0","1","0","0","0"
"31724","Grady Richardson","/players/R/RichGr20.htm","1979","27","Noneabc","WAS","NFL","3","0","1","0","0","0"
"31725","Grady Richardson","/players/R/RichGr20.htm","1980","28","Noneabc","WAS","NFL","1","0","1","0","0","0"
"31726","Greg Richardson","/players/R/RichGr21.htm","1988","24","6-156abc","TAM","NFL","2","0","1","0","0","0"
"31727","Greg Richardson","/players/R/RichGr21.htm","1987","23","6-156abc","MIN","NFL","2","0","1","0","0","0"
"31728","Huey Richardson","/players/R/RichHu20.htm","1991","23","1-15abc","PIT","NFL","5","0","1","0","0","0"
"31729","Mike Richardson","/players/R/RichMi20.htm","1989","28","2-33abc","SFO","NFL","3","0","1","0","0","0"
"31730","Paul Richardson","/players/R/RichPa20.htm","1993","24","Noneabc","PHI","NFL","1","0","1","0","0","0"
"31731","Tom Richey","/players/R/RichTo20.htm","1987","26","Noneabc","CIN","NFL","3","0","1","0","0","0"
"31732","Rock Richmond","/players/R/RichRo20.htm","1987","29","Noneabc","PIT","NFL","2","0","1","0","0","0"
"31733","Tom Ricketts","/players/R/RickTo20.htm","1993","28","1-24abc","KAN","NFL","3","0","1","0","0","0"
"31734","Lawrence Ricks","/players/R/RickLa20.htm","1983","22","8-220abc","KAN","NFL","12","0","1","0","0","0"
"31735","Lawrence Ricks","/players/R/RickLa20.htm","1984","23","8-220abc","KAN","NFL","5","0","1","0","0","0"
"31736","Robb Riddick","/players/R/RiddRo00.htm","1981","24","9-241abc","BUF","NFL","10","0","1","0","0","0"
"31737","Robb Riddick","/players/R/RiddRo00.htm","1983","26","9-241abc","BUF","NFL","16","0","1","0","0","0"
"31738","Elston Ridgle","/players/R/RidgEl20.htm","1989","26","Noneabc","2TM","NFL","3","0","1","0","0","0"
"31739","Chris Riehm","/players/R/RiehCh20.htm","1987","26","Noneabc","RAI","NFL","1","0","1","0","0","0"
"31740","Charles Riggins","/players/R/RiggCh20.htm","1987","28","9-237abc","TAM","NFL","3","0","1","0","0","0"
"31741","Jim Riggs","/players/R/RiggJi20.htm","1987","24","4-103abc","CIN","NFL","9","0","1","0","0","0"
"31742","Jim Riggs","/players/R/RiggJi20.htm","1991","28","4-103abc","CIN","NFL","16","1","1","0","0","0"
"31743","Jim Riggs","/players/R/RiggJi20.htm","1989","26","4-103abc","CIN","NFL","10","1","1","0","0","0"
"31744","Jim Riggs","/players/R/RiggJi20.htm","1993","30","4-103abc","WAS","NFL","3","0","1","0","0","0"
"31745","Bobby Riley","/players/R/RileBo21.htm","1987","23","Noneabc","NYJ","NFL","1","0","1","0","0","0"
"31746","Eric Riley","/players/R/RileEr20.htm","1987","23","Noneabc","NYJ","NFL","2","1","1","0","0","0"
"31747","Eugene Riley","/players/R/RileEu20.htm","1990","24","Noneabc","IND","NFL","1","0","1","0","0","0"
"31748","Eugene Riley","/players/R/RileEu20.htm","1991","25","Noneabc","DET","NFL","5","1","1","0","0","0"
"31749","Preston Riley","/players/R/RilePr00.htm","1973","26","9-217abc","NOR","NFL","1","0","1","0","0","0"
"31750","Stuart Rindy","/players/R/RindSt20.htm","1987","23","Noneabc","CHI","NFL","2","0","1","0","0","0"
"31751","Bill Ring","/players/R/RingBi00.htm","1985","29","Noneabc","SFO","NFL","10","0","1","0","0","0"
"31752","Bill Ring","/players/R/RingBi00.htm","1986","30","Noneabc","SFO","NFL","7","0","1","0","0","0"
"31753","Tim Riordan","/players/R/RiorTi20.htm","1987","27","3-73abc","NOR","NFL","1","0","1","0","0","0"
"31754","Alan Risher","/players/R/RishAl20.htm","1985","24","Noneabc","TAM","NFL","16","0","1","0","0","0"
"31755","Jim Ritcher","/players/R/RitcJi00.htm","1994","36","1-16abc","ATL","NFL","2","0","1","0","0","0"
"31756","Steve Rivera","/players/R/RiveSt00.htm","1977","23","4-100abc","2TM","NFL","4","0","1","0","0","0"
"31757","Steve Rivera","/players/R/RiveSt00.htm","1976","22","4-100abc","SFO","NFL","11","1","1","0","0","0"
"31758","Garland Rivers","/players/R/RiveGa21.htm","1987","23","4-92abc","CHI","NFL","2","0","1","0","0","0"
"31759","Nate Rivers","/players/R/RiveNa20.htm","1980","25","5-135abc","NYG","NFL","3","0","1","0","0","0"
"31760","Reggie Rivers","/players/R/RiveRe00.htm","1991","23","Noneabc","DEN","NFL","16","0","1","0","0","0"
"31761","Don Rives","/players/R/RiveDo20.htm","1975","24","15-370abc","CHI","NFL","2","1","1","0","0","0"
"31762","Jack Rizzo","/players/R/RizzJa00.htm","1973","24","Noneabc","NYG","NFL","6","0","1","0","0","0"
"31763","Carl Roaches","/players/R/RoacCa00.htm","1982","29","14-377abc","HOU","NFL","9","0","1","0","0","0"
"31764","Carl Roaches","/players/R/RoacCa00.htm","1984","31","14-377abc","HOU","NFL","16","0","1","0","0","0"
"31765","Carl Roaches","/players/R/RoacCa00.htm","1985","32","14-377abc","NOR","NFL","3","0","1","0","0","0"
"31766","Carl Roaches","/players/R/RoacCa00.htm","1980","27","14-377abc","HOU","NFL","16","0","1","0","0","0"
"31767","Oscar Roan","/players/R/RoanOs00.htm","1978","27","3-57abc","CLE","NFL","14","0","1","0","0","0"
"31768","Austin Robbins","/players/R/RobbAu20.htm","1994","23","4-120abc","RAI","NFL","2","0","1","0","0","0"
"31769","Kevin Robbins","/players/R/RobbKe20.htm","1993","27","3-75abc","RAM","NFL","1","0","1","0","0","0"
"31770","Kevin Robbins","/players/R/RobbKe20.htm","1989","23","3-75abc","CLE","NFL","1","0","1","0","0","0"
