"Rk","Player","URL","Year","Age","Draft","Tm","Lg","G","GS","Yrs","PB","AP1","AV"
"1","O.J. Simpson","/players/S/SimpO.00.htm","1975","28","1-1abc","BUF","NFL","14","14","1","1","1","25"
"2","Rolland Lawrence","/players/L/LawrRo00.htm","1977","26","Noneabc","ATL","NFL","14","14","1","1","1","24"
"3","Wilber Marshall","/players/M/MarsWi00.htm","1986","24","1-11abc","CHI","NFL","16","15","1","1","1","23"
"4","Lydell Mitchell","/players/M/MitcLy00.htm","1976","27","2-48abc","BAL","NFL","14","14","1","1","0","23"
"5","Pat Swilling","/players/S/SwilPa00.htm","1991","27","3-60abc","NOR","NFL","16","16","1","1","1","23"
"6","Steve Young","/players/Y/YounSt00.htm","1993","32","1-1abc","SFO","NFL","16","16","1","1","1","23"
"7","Steve Young","/players/Y/YounSt00.htm","1994","33","1-1abc","SFO","NFL","16","16","1","1","1","23"
"8","Otis Armstrong","/players/A/ArmsOt00.htm","1974","24","1-9abc","DEN","NFL","14","14","1","1","1","22"
"9","Wes Chandler","/players/C/ChanWe00.htm","1982","26","1-3abc","SDG","NFL","8","8","1","1","1","22"
"10","Dan Fouts","/players/F/FoutDa00.htm","1982","31","3-64abc","SDG","NFL","9","9","1","1","1","22"
"11","Bert Jones","/players/J/JoneBe00.htm","1976","25","1-2abc","BAL","NFL","14","14","1","1","1","22"
"12","Steve Young","/players/Y/YounSt00.htm","1992","31","1-1abc","SFO","NFL","16","16","1","1","1","22"
"13","Dan Marino","/players/M/MariDa00.htm","1984","23","1-27abc","MIA","NFL","16","16","1","1","1","21"
"14","Jerry Rice","/players/R/RiceJe00.htm","1994","32","1-16abc","SFO","NFL","16","16","1","1","1","21"
"15","Ken Anderson","/players/A/AndeKe00.htm","1982","33","3-67abc","CIN","NFL","9","9","1","1","0","20"
"16","Doug Betters","/players/B/BettDo00.htm","1983","27","6-163abc","MIA","NFL","16","16","1","1","1","20"
"17","Willie Brown","/players/B/BrowWi01.htm","1973","33","Noneabc","OAK","NFL","14","14","1","1","1","20"
"18","Chuck Foreman","/players/F/ForeCh00.htm","1975","25","1-12abc","MIN","NFL","14","12","1","1","1","20"
"19","Mark Gastineau","/players/G/GastMa00.htm","1982","26","2-41abc","NYJ","NFL","9","9","1","1","1","20"
"20","Charles Haley","/players/H/HaleCh00.htm","1990","26","4-96abc","SFO","NFL","16","16","1","1","1","20"
"21","Karl Mecklenburg","/players/M/MeckKa00.htm","1989","29","12-310abc","DEN","NFL","15","15","1","1","1","20"
"22","Keith Millard","/players/M/MillKe00.htm","1988","26","1-13abc","MIN","NFL","15","15","1","1","1","20"
"23","Lydell Mitchell","/players/M/MitcLy00.htm","1977","28","2-48abc","BAL","NFL","14","14","1","1","0","20"
"24","Lydell Mitchell","/players/M/MitcLy00.htm","1975","26","2-48abc","BAL","NFL","14","14","1","1","0","20"
"25","Joe Nash","/players/N/NashJo00.htm","1984","24","Noneabc","SEA","NFL","16","16","1","1","1","20"
"26","Walter Payton","/players/P/PaytWa00.htm","1977","23","1-4abc","CHI","NFL","14","14","1","1","1","20"
"27","Jerry Rice","/players/R/RiceJe00.htm","1993","31","1-16abc","SFO","NFL","16","16","1","1","1","20"
"28","Barry Sanders","/players/S/SandBa00.htm","1994","26","1-3abc","DET","NFL","16","16","1","1","1","20"
"29","Emmitt Smith","/players/S/SmitEm00.htm","1992","23","1-17abc","DAL","NFL","16","16","1","1","1","20"
"30","Emmitt Smith","/players/S/SmitEm00.htm","1993","24","1-17abc","DAL","NFL","14","13","1","1","1","20"
"31","Thurman Thomas","/players/T/ThomTh00.htm","1990","24","2-40abc","BUF","NFL","16","16","1","1","1","20"
"32","Thurman Thomas","/players/T/ThomTh00.htm","1991","25","2-40abc","BUF","NFL","15","15","1","1","1","20"
"33","Rod Woodson","/players/W/WoodRo01.htm","1990","25","1-10abc","PIT","NFL","16","16","1","1","1","20"
"34","Randall Cunningham","/players/C/CunnRa00.htm","1990","27","2-37abc","PHI","NFL","16","16","1","1","0","19"
"35","Richard Dent","/players/D/DentRi00.htm","1985","25","8-203abc","CHI","NFL","16","16","1","1","1","19"
"36","Eric Dickerson","/players/D/DickEr00.htm","1988","28","1-2abc","IND","NFL","16","16","1","1","1","19"
"37","Chris Doleman","/players/D/DoleCh00.htm","1992","31","1-4abc","MIN","NFL","16","16","1","1","1","19"
"38","Boomer Esiason","/players/E/EsiaBo00.htm","1988","27","2-38abc","CIN","NFL","16","16","1","1","1","19"
"39","Dan Fouts","/players/F/FoutDa00.htm","1981","30","3-64abc","SDG","NFL","16","16","1","1","0","19"
"40","Dan Hampton","/players/H/HampDa01.htm","1984","27","1-4abc","CHI","NFL","15","15","1","1","1","19"
"41","Pepper Johnson","/players/J/JohnPe01.htm","1990","26","2-51abc","NYG","NFL","16","16","1","1","1","19"
"42","Cortez Kennedy","/players/K/KennCo00.htm","1992","24","1-3abc","SEA","NFL","16","16","1","1","1","19"
"43","Jack Lambert","/players/L/LambJa00.htm","1976","24","2-46abc","PIT","NFL","14","14","1","1","1","19"
"44","Lawrence McCutcheon","/players/M/McCuLa00.htm","1973","23","3-70abc","RAM","NFL","12","12","1","1","0","19"
"45","Warren Moon","/players/M/MoonWa00.htm","1990","34","Noneabc","HOU","NFL","15","15","1","1","0","19"
"46","Anthony Munoz","/players/M/MunoAn00.htm","1985","27","1-3abc","CIN","NFL","16","16","1","1","1","19"
"47","Ed Newman","/players/N/NewmEd00.htm","1984","33","6-156abc","MIA","NFL","16","16","1","1","1","19"
"48","Michael Dean Perry","/players/P/PerrMi00.htm","1989","24","2-50abc","CLE","NFL","16","16","1","1","1","19"
"49","O.J. Simpson","/players/S/SimpO.00.htm","1973","26","1-1abc","BUF","NFL","14","14","1","1","1","19"
"50","Dwight Stephenson","/players/S/StepDw00.htm","1986","29","2-48abc","MIA","NFL","16","16","1","1","1","19"
"51","Dwight Stephenson","/players/S/StepDw00.htm","1984","27","2-48abc","MIA","NFL","16","16","1","1","1","19"
"52","Pat Swilling","/players/S/SwilPa00.htm","1992","28","3-60abc","NOR","NFL","16","16","1","1","1","19"
"53","Lawrence Taylor","/players/T/TaylLa00.htm","1989","30","1-2abc","NYG","NFL","16","15","1","1","1","19"
"54","Thurman Thomas","/players/T/ThomTh00.htm","1992","26","2-40abc","BUF","NFL","16","16","1","1","0","19"
"55","Andre Tippett","/players/T/TippAn00.htm","1985","26","2-41abc","NWE","NFL","16","16","1","1","1","19"
"56","Ricky Watters","/players/W/WattRi00.htm","1994","25","2-45abc","SFO","NFL","16","16","1","1","0","19"
"57","Randy White","/players/W/WhitRa00.htm","1984","31","1-2abc","DAL","NFL","16","16","1","1","1","19"
"58","Reggie White","/players/W/WhitRe00.htm","1986","25","1-4abc","PHI","NFL","16","16","1","1","1","19"
"59","Doug Wilkerson","/players/W/WilkDo00.htm","1982","35","1-14abc","SDG","NFL","9","9","1","1","1","19"
"60","Rod Woodson","/players/W/WoodRo01.htm","1992","27","1-10abc","PIT","NFL","16","16","1","1","1","19"
"61","Eric Wright","/players/W/WrigEr00.htm","1985","26","2-40abc","SFO","NFL","16","16","1","1","1","19"
"62","Eric Allen","/players/A/AlleEr00.htm","1989","24","2-30abc","PHI","NFL","15","15","1","1","1","18"
"63","Marcus Allen","/players/A/AlleMa00.htm","1982","22","1-10abc","RAI","NFL","9","9","1","1","1","18"
"64","Ken Anderson","/players/A/AndeKe00.htm","1981","32","3-67abc","CIN","NFL","16","16","1","1","1","18"
"65","William Andrews","/players/A/AndrWi00.htm","1983","28","3-79abc","ATL","NFL","16","16","1","1","0","18"
"66","Harris Barton","/players/B/BartHa00.htm","1993","29","1-22abc","SFO","NFL","15","15","1","1","1","18"
"67","Bob Baumhower","/players/B/BaumBo00.htm","1983","28","2-40abc","MIA","NFL","16","16","1","1","1","18"
"68","Roger Carr","/players/C/CarrRo00.htm","1976","24","1-24abc","BAL","NFL","14","14","1","1","0","18"
"69","Gary Clark","/players/C/ClarGa00.htm","1991","29","2-55abc","WAS","NFL","16","16","1","1","0","18"
"70","Chris Doleman","/players/D/DoleCh00.htm","1989","28","1-4abc","MIN","NFL","16","16","1","1","1","18"
"71","Dave Duerson","/players/D/DuerDa00.htm","1986","26","3-64abc","CHI","NFL","16","16","1","1","0","18"
"72","Darrell Green","/players/G/GreeDa00.htm","1991","31","1-28abc","WAS","NFL","16","16","1","1","1","18"
"73","Kevin Greene","/players/G/GreeKe00.htm","1994","32","5-113abc","PIT","NFL","16","16","1","1","1","18"
"74","Dan Hampton","/players/H/HampDa01.htm","1986","29","1-4abc","CHI","NFL","16","16","1","0","0","18"
"75","Mike Haynes","/players/H/HaynMi01.htm","1985","32","1-5abc","RAI","NFL","16","16","1","1","1","18"
"76","Michael Irvin","/players/I/IrviMi00.htm","1992","26","1-11abc","DAL","NFL","16","14","1","1","0","18"
"77","Too Tall Jones","/players/J/JoneEd00.htm","1982","31","1-1abc","DAL","NFL","9","9","1","1","1","18"
"78","Joe Klecko","/players/K/KlecJo00.htm","1985","32","6-144abc","NYJ","NFL","16","16","1","1","1","18"
"79","Jim Lachey","/players/L/LachJi00.htm","1991","28","1-12abc","WAS","NFL","15","15","1","1","1","18"
"80","Carl Lee","/players/L/LeexCa00.htm","1988","27","7-186abc","MIN","NFL","16","16","1","1","1","18"
"81","Albert Lewis","/players/L/LewiAl00.htm","1989","29","3-61abc","KAN","NFL","16","16","1","1","1","18"
"82","Greg Lloyd","/players/L/LloyGr00.htm","1993","28","6-150abc","PIT","NFL","15","15","1","1","1","18"
"83","Greg Lloyd","/players/L/LloyGr00.htm","1994","29","6-150abc","PIT","NFL","15","15","1","1","1","18"
"84","Howie Long","/players/L/LongHo00.htm","1985","25","2-48abc","RAI","NFL","16","16","1","1","1","18"
"85","Don Majkowski","/players/M/MajkDo00.htm","1989","25","10-255abc","GNB","NFL","16","16","1","1","0","18"
"86","Dan Marino","/players/M/MariDa00.htm","1986","25","1-27abc","MIA","NFL","16","16","1","1","1","18"
"87","Wilber Marshall","/players/M/MarsWi00.htm","1992","30","1-11abc","WAS","NFL","16","16","1","1","1","18"
"88","Steve McMichael","/players/M/McMiSt00.htm","1986","29","3-73abc","CHI","NFL","16","16","1","1","0","18"
"89","Audray McMillian","/players/M/McMiAu00.htm","1992","30","3-84abc","MIN","NFL","16","16","1","1","1","18"
"90","Sam Mills","/players/M/MillSa00.htm","1991","32","Noneabc","NOR","NFL","16","16","1","1","0","18"
"91","Wilbert Montgomery","/players/M/MontWi00.htm","1979","25","6-154abc","PHI","NFL","16","16","1","1","0","18"
"92","Anthony Munoz","/players/M/MunoAn00.htm","1982","24","1-3abc","CIN","NFL","9","9","1","1","1","18"
"93","Walter Payton","/players/P/PaytWa00.htm","1985","31","1-4abc","CHI","NFL","16","16","1","1","1","18"
"94","Jerry Rice","/players/R/RiceJe00.htm","1989","27","1-16abc","SFO","NFL","16","16","1","1","1","18"
"95","Herbert Scott","/players/S/ScotHe00.htm","1980","27","13-330abc","DAL","NFL","16","16","1","1","1","18"
"96","Clyde Simmons","/players/S/SimmCl00.htm","1991","27","9-233abc","PHI","NFL","16","16","1","1","1","18"
"97","Mike Singletary","/players/S/SingMi00.htm","1988","30","2-38abc","CHI","NFL","16","16","1","1","1","18"
"98","Mike Singletary","/players/S/SingMi00.htm","1986","28","2-38abc","CHI","NFL","14","14","1","1","1","18"
"99","Bruce Smith","/players/S/SmitBr00.htm","1993","30","1-1abc","BUF","NFL","16","16","1","1","1","18"
"100","Joe Theismann","/players/T/TheiJo00.htm","1983","34","4-99abc","WAS","NFL","16","16","1","1","1","18"
"101","Derrick Thomas","/players/T/ThomDe01.htm","1990","23","1-4abc","KAN","NFL","15","15","1","1","1","18"
"102","Andre Tippett","/players/T/TippAn00.htm","1987","28","2-41abc","NWE","NFL","13","13","1","1","1","18"
"103","Eric Turner","/players/T/TurnEr00.htm","1994","26","1-2abc","CLE","NFL","16","16","1","1","1","18"
"104","Danny White","/players/W/WhitDa01.htm","1982","30","3-53abc","DAL","NFL","9","9","1","1","0","18"
"105","Reggie White","/players/W/WhitRe00.htm","1991","30","1-4abc","PHI","NFL","16","16","1","1","1","18"
"106","Reggie White","/players/W/WhitRe00.htm","1988","27","1-4abc","PHI","NFL","16","16","1","1","1","18"
"107","Reggie White","/players/W/WhitRe00.htm","1989","28","1-4abc","PHI","NFL","16","16","1","1","1","18"
"108","Aeneas Williams","/players/W/WillAe00.htm","1994","26","3-59abc","ARI","NFL","16","16","1","1","0","18"
"109","Rod Woodson","/players/W/WoodRo01.htm","1994","29","1-10abc","PIT","NFL","15","15","1","1","1","18"
"110","Troy Aikman","/players/A/AikmTr00.htm","1992","26","1-1abc","DAL","NFL","16","16","1","1","0","17"
"111","Marcus Allen","/players/A/AlleMa00.htm","1985","25","1-10abc","RAI","NFL","16","16","1","1","1","17"
"112","Mel Blount","/players/B/BlouMe00.htm","1975","27","3-53abc","PIT","NFL","14","14","1","1","1","17"
"113","Cliff Branch","/players/B/BranCl00.htm","1974","26","4-98abc","OAK","NFL","14","14","1","1","1","17"
"114","Eddie Brown","/players/B/BrowEd00.htm","1988","26","1-13abc","CIN","NFL","16","16","1","1","0","17"
"115","LeRoy Butler","/players/B/ButlLe00.htm","1993","25","2-48abc","GNB","NFL","16","16","1","1","1","17"
"116","Michael Carter","/players/C/CartMi01.htm","1987","27","5-121abc","SFO","NFL","12","12","1","1","1","17"
"117","Bryan Cox","/players/C/CoxxBr00.htm","1992","24","5-113abc","MIA","NFL","16","16","1","1","1","17"
"118","Roger Craig","/players/C/CraiRo00.htm","1985","25","2-49abc","SFO","NFL","16","16","1","1","0","17"
"119","Roger Craig","/players/C/CraiRo00.htm","1988","28","2-49abc","SFO","NFL","16","15","1","1","1","17"
"120","Randall Cunningham","/players/C/CunnRa00.htm","1988","25","2-37abc","PHI","NFL","16","16","1","1","0","17"
"121","Eric Dickerson","/players/D/DickEr00.htm","1984","24","1-2abc","RAM","NFL","16","16","1","1","1","17"
"122","Tony Dorsett","/players/D/DorsTo00.htm","1978","24","1-2abc","DAL","NFL","16","15","1","1","0","17"
"123","John Elway","/players/E/ElwaJo00.htm","1993","33","1-1abc","DEN","NFL","16","16","1","1","0","17"
"124","Doug English","/players/E/EnglDo00.htm","1982","29","2-38abc","DET","NFL","9","9","1","1","1","17"
"125","Keith Fahnhorst","/players/F/FahnKe00.htm","1984","32","2-35abc","SFO","NFL","15","15","1","1","1","17"
"126","Joe Fields","/players/F/FielJo00.htm","1982","29","14-349abc","NYJ","NFL","9","9","1","1","1","17"
"127","Chuck Foreman","/players/F/ForeCh00.htm","1976","26","1-12abc","MIN","NFL","14","14","1","1","0","17"
"128","Chuck Foreman","/players/F/ForeCh00.htm","1974","24","1-12abc","MIN","NFL","13","13","1","1","0","17"
"129","Russ Grimm","/players/G/GrimRu00.htm","1983","24","3-69abc","WAS","NFL","16","16","1","1","1","17"
"130","Jack Ham","/players/H/HamxJa00.htm","1976","28","2-34abc","PIT","NFL","14","14","1","1","1","17"
"131","John Hannah","/players/H/HannJo00.htm","1980","29","1-4abc","NWE","NFL","16","16","1","1","1","17"
"132","Lester Hayes","/players/H/HayeLe00.htm","1980","25","5-126abc","OAK","NFL","16","16","1","1","1","17"
"133","Mark Haynes","/players/H/HaynMa00.htm","1984","26","1-8abc","NYG","NFL","15","15","1","1","1","17"
"134","LeRoy Irvin","/players/I/IrviLe00.htm","1986","29","3-70abc","RAM","NFL","16","15","1","1","1","17"
"135","Michael Irvin","/players/I/IrviMi00.htm","1991","25","1-11abc","DAL","NFL","16","16","1","1","1","17"
"136","Michael Irvin","/players/I/IrviMi00.htm","1993","27","1-11abc","DAL","NFL","16","16","1","1","0","17"
"137","Harold Jackson","/players/J/JackHa00.htm","1973","27","12-323abc","RAM","NFL","14","14","1","1","1","17"
"138","Monte Jackson","/players/J/JackMo00.htm","1976","23","2-28abc","RAM","NFL","14","14","1","1","1","17"
"139","Rickey Jackson","/players/J/JackRi01.htm","1992","34","2-51abc","NOR","NFL","16","16","1","1","0","17"
"140","Joe Jacoby","/players/J/JacoJo00.htm","1983","24","Noneabc","WAS","NFL","16","16","1","1","1","17"
"141","Charlie Johnson","/players/J/JohnCh03.htm","1980","28","7-175abc","PHI","NFL","16","16","1","1","1","17"
"142","Charlie Johnson","/players/J/JohnCh03.htm","1981","29","7-175abc","PHI","NFL","16","16","1","1","1","17"
"143","Jim Kelly","/players/K/KellJi00.htm","1991","31","1-14abc","BUF","NFL","15","15","1","1","1","17"
"144","Jack Lambert","/players/L/LambJa00.htm","1982","30","2-46abc","PIT","NFL","8","8","1","1","1","17"
"145","Jack Lambert","/players/L/LambJa00.htm","1983","31","2-46abc","PIT","NFL","15","15","1","1","1","17"
"146","Willie Lanier","/players/L/LaniWi00.htm","1973","28","2-50abc","KAN","NFL","14","14","1","1","1","17"
"147","Neil Lomax","/players/L/LomaNe00.htm","1984","25","2-33abc","STL","NFL","16","16","1","1","0","17"
"148","Howie Long","/players/L/LongHo00.htm","1984","24","2-48abc","RAI","NFL","16","16","1","1","1","17"
"149","Ronnie Lott","/players/L/LottRo00.htm","1981","22","1-8abc","SFO","NFL","16","16","1","1","1","17"
"150","Ronnie Lott","/players/L/LottRo00.htm","1986","27","1-8abc","SFO","NFL","14","14","1","1","1","17"
"151","Dexter Manley","/players/M/ManlDe00.htm","1986","28","5-119abc","WAS","NFL","16","16","1","1","1","17"
"152","Wilber Marshall","/players/M/MarsWi00.htm","1991","29","1-11abc","WAS","NFL","16","16","1","0","0","17"
"153","Rod Martin","/players/M/MartRo00.htm","1984","30","12-317abc","RAI","NFL","16","16","1","1","1","17"
"154","Bruce Matthews","/players/M/MattBr00.htm","1990","29","1-9abc","HOU","NFL","16","16","1","1","1","17"
"155","Lawrence McCutcheon","/players/M/McCuLa00.htm","1977","27","3-70abc","RAM","NFL","14","14","1","1","0","17"
"156","Steve McMichael","/players/M/McMiSt00.htm","1985","28","3-73abc","CHI","NFL","16","16","1","0","1","17"
"157","Keith Millard","/players/M/MillKe00.htm","1989","27","1-13abc","MIN","NFL","16","16","1","1","1","17"
"158","Joe Montana","/players/M/MontJo01.htm","1983","27","3-82abc","SFO","NFL","16","16","1","1","0","17"
"159","Joe Montana","/players/M/MontJo01.htm","1989","33","3-82abc","SFO","NFL","13","13","1","1","1","17"
"160","Anthony Munoz","/players/M/MunoAn00.htm","1981","23","1-3abc","CIN","NFL","16","16","1","1","1","17"
"161","Anthony Munoz","/players/M/MunoAn00.htm","1986","28","1-3abc","CIN","NFL","16","16","1","1","1","17"
"162","Anthony Munoz","/players/M/MunoAn00.htm","1988","30","1-3abc","CIN","NFL","16","16","1","1","1","17"
"163","John Offerdahl","/players/O/OffeJo00.htm","1990","26","2-52abc","MIA","NFL","16","16","1","1","1","17"
"164","Greg Pruitt","/players/P/PruiGr00.htm","1977","26","2-30abc","CLE","NFL","14","14","1","1","0","17"
"165","Jerry Rice","/players/R/RiceJe00.htm","1992","30","1-16abc","SFO","NFL","16","16","1","1","1","17"
"166","Mark Rypien","/players/R/RypiMa00.htm","1991","29","6-146abc","WAS","NFL","16","16","1","1","0","17"
"167","Barry Sanders","/players/S/SandBa00.htm","1990","22","1-3abc","DET","NFL","16","16","1","1","1","17"
"168","Clyde Simmons","/players/S/SimmCl00.htm","1992","28","9-233abc","PHI","NFL","16","16","1","1","1","17"
"169","Mike Singletary","/players/S/SingMi00.htm","1984","26","2-38abc","CHI","NFL","16","16","1","1","1","17"
"170","Mike Singletary","/players/S/SingMi00.htm","1985","27","2-38abc","CHI","NFL","16","16","1","1","1","17"
"171","Fred Smerlas","/players/S/SmerFr00.htm","1982","25","2-32abc","BUF","NFL","9","9","1","1","1","17"
"172","Emmitt Smith","/players/S/SmitEm00.htm","1994","25","1-17abc","DAL","NFL","15","15","1","1","1","17"
"173","Emmitt Smith","/players/S/SmitEm00.htm","1991","22","1-17abc","DAL","NFL","16","16","1","1","0","17"
"174","Roger Staubach","/players/S/StauRo00.htm","1973","31","10-129, 16-122AFLabc","DAL","NFL","14","14","1","0","0","17"
"175","Roger Staubach","/players/S/StauRo00.htm","1977","35","10-129, 16-122AFLabc","DAL","NFL","14","14","1","1","0","17"
"176","Dwight Stephenson","/players/S/StepDw00.htm","1985","28","2-48abc","MIA","NFL","16","16","1","1","1","17"
"177","Lawrence Taylor","/players/T/TaylLa00.htm","1983","24","1-2abc","NYG","NFL","16","16","1","1","1","17"
"178","Lawrence Taylor","/players/T/TaylLa00.htm","1986","27","1-2abc","NYG","NFL","16","16","1","1","1","17"
"179","Lawrence Taylor","/players/T/TaylLa00.htm","1981","22","1-2abc","NYG","NFL","16","16","1","1","1","17"
"180","Lawrence Taylor","/players/T/TaylLa00.htm","1990","31","1-2abc","NYG","NFL","16","16","1","1","0","17"
"181","Lawrence Taylor","/players/T/TaylLa00.htm","1985","26","1-2abc","NYG","NFL","16","16","1","1","1","17"
"182","Derrick Thomas","/players/T/ThomDe01.htm","1991","24","1-4abc","KAN","NFL","16","15","1","1","1","17"
"183","Mark van Eeghen","/players/V/VanEMa00.htm","1977","25","3-75abc","OAK","NFL","14","14","1","0","0","17"
"184","Lorenzo White","/players/W/WhitLo00.htm","1992","26","1-22abc","HOU","NFL","16","16","1","1","0","17"
"185","Randy White","/players/W/WhitRa00.htm","1982","29","1-2abc","DAL","NFL","9","9","1","1","1","17"
"186","James Wilder","/players/W/WildJa00.htm","1984","26","2-34abc","TAM","NFL","16","16","1","1","0","17"
"187","Rod Woodson","/players/W/WoodRo01.htm","1993","28","1-10abc","PIT","NFL","16","16","1","1","1","17"
"188","Louis Wright","/players/W/WrigLo00.htm","1979","26","1-17abc","DEN","NFL","16","16","1","1","1","17"
"189","Jack Youngblood","/players/Y/YounJa00.htm","1975","25","1-20abc","RAM","NFL","14","14","1","1","1","17"
"190","Jim Zorn","/players/Z/ZornJi00.htm","1978","25","Noneabc","SEA","NFL","16","16","1","0","0","17"
"191","Jim Zorn","/players/Z/ZornJi00.htm","1979","26","Noneabc","SEA","NFL","16","16","1","0","0","17"
"192","Troy Aikman","/players/A/AikmTr00.htm","1993","27","1-1abc","DAL","NFL","14","14","1","1","0","16"
"193","Dick Anderson","/players/A/AndeDi00.htm","1973","27","3-73abc","MIA","NFL","14","14","1","1","1","16"
"194","Ken Anderson","/players/A/AndeKe00.htm","1974","25","3-67abc","CIN","NFL","13","13","1","0","0","16"
"195","Ken Anderson","/players/A/AndeKe00.htm","1975","26","3-67abc","CIN","NFL","13","13","1","1","0","16"
"196","William Andrews","/players/A/AndrWi00.htm","1981","26","3-79abc","ATL","NFL","16","16","1","1","0","16"
"197","William Andrews","/players/A/AndrWi00.htm","1980","25","3-79abc","ATL","NFL","16","16","1","1","0","16"
"198","Cornelius Bennett","/players/B/BennCo00.htm","1988","23","1-2abc","BUF","NFL","16","16","1","1","1","16"
"199","Duane Bickett","/players/B/BickDu00.htm","1987","25","1-5abc","IND","NFL","12","12","1","1","0","16"
"200","Rocky Bleier","/players/B/BleiRo00.htm","1976","30","16-417abc","PIT","NFL","14","14","1","0","0","16"
"201","Mel Blount","/players/B/BlouMe00.htm","1981","33","3-53abc","PIT","NFL","16","16","1","1","1","16"
"202","Terry Bradshaw","/players/B/BradTe00.htm","1978","30","1-1abc","PIT","NFL","16","16","1","1","1","16"
"203","Cliff Branch","/players/B/BranCl00.htm","1976","28","4-98abc","OAK","NFL","14","14","1","1","1","16"
"204","James Brooks","/players/B/BrooJa00.htm","1986","28","1-24abc","CIN","NFL","16","16","1","1","0","16"
"205","Jerome Brown","/players/B/BrowJe00.htm","1990","25","1-9abc","PHI","NFL","16","15","1","1","1","16"
"206","Deron Cherry","/players/C/CherDe00.htm","1984","25","Noneabc","KAN","NFL","16","16","1","1","1","16"
"207","Ray Childress","/players/C/ChilRa00.htm","1993","31","1-3abc","HOU","NFL","16","16","1","1","0","16"
"208","Ray Childress","/players/C/ChilRa00.htm","1992","30","1-3abc","HOU","NFL","16","16","1","1","1","16"
"209","Mark Clayton","/players/C/ClayMa00.htm","1984","23","8-223abc","MIA","NFL","15","15","1","1","0","16"
"210","Joe DeLamielleure","/players/D/DeLaJo01.htm","1975","24","1-26abc","BUF","NFL","14","14","1","1","1","16"
"211","Richard Dent","/players/D/DentRi00.htm","1990","30","8-203abc","CHI","NFL","16","16","1","1","0","16"
"212","Tony Dorsett","/players/D/DorsTo00.htm","1977","23","1-2abc","DAL","NFL","14","4","1","0","0","16"
"213","Marshall Faulk","/players/F/FaulMa00.htm","1994","21","1-2abc","IND","NFL","16","16","1","1","0","16"
"214","Brett Favre","/players/F/FavrBr00.htm","1994","25","2-33abc","GNB","NFL","16","16","1","0","0","16"
"215","Barry Foster","/players/F/FostBa00.htm","1992","24","5-128abc","PIT","NFL","16","15","1","1","1","16"
"216","Dan Fouts","/players/F/FoutDa00.htm","1980","29","3-64abc","SDG","NFL","16","16","1","1","0","16"
"217","Dan Fouts","/players/F/FoutDa00.htm","1979","28","3-64abc","SDG","NFL","16","16","1","1","1","16"
"218","David Fulcher","/players/F/FulcDa00.htm","1989","25","3-78abc","CIN","NFL","16","16","1","1","1","16"
"219","Mark Gastineau","/players/G/GastMa00.htm","1983","27","2-41abc","NYJ","NFL","16","16","1","1","1","16"
"220","Randy Gradishar","/players/G/GradRa00.htm","1977","25","1-14abc","DEN","NFL","14","14","1","1","1","16"
"221","Bob Griese","/players/G/GrieBo00.htm","1977","32","1-4abc","MIA","NFL","14","14","1","1","1","16"
"222","Steve Grogan","/players/G/GrogSt00.htm","1978","25","5-116abc","NWE","NFL","16","16","1","0","0","16"
"223","Charles Haley","/players/H/HaleCh00.htm","1994","30","4-96abc","DAL","NFL","16","16","1","1","1","16"
"224","Jack Ham","/players/H/HamxJa00.htm","1975","27","2-34abc","PIT","NFL","14","14","1","1","1","16"
"225","Dan Hampton","/players/H/HampDa01.htm","1988","31","1-4abc","CHI","NFL","16","16","1","0","0","16"
"226","Franco Harris","/players/H/HarrFr00.htm","1975","25","1-13abc","PIT","NFL","14","14","1","1","0","16"
"227","Mike Haynes","/players/H/HaynMi01.htm","1984","31","1-5abc","RAI","NFL","16","16","1","1","1","16"
"228","Ted Hendricks","/players/H/HendTe00.htm","1980","33","2-33abc","OAK","NFL","16","16","1","1","1","16"
"229","Calvin Hill","/players/H/HillCa00.htm","1973","26","1-24abc","DAL","NFL","14","14","1","1","0","16"
"230","Wes Hopkins","/players/H/HopkWe00.htm","1985","24","2-35abc","PHI","NFL","15","15","1","1","1","16"
"231","Kent Hull","/players/H/HullKe00.htm","1991","30","Noneabc","BUF","NFL","16","16","1","0","1","16"
"232","Kent Hull","/players/H/HullKe00.htm","1990","29","Noneabc","BUF","NFL","16","16","1","1","1","16"
"233","Bert Jones","/players/J/JoneBe00.htm","1975","24","1-2abc","BAL","NFL","14","14","1","0","0","16"
"234","Cortez Kennedy","/players/K/KennCo00.htm","1993","25","1-3abc","SEA","NFL","16","16","1","1","1","16"
"235","Cortez Kennedy","/players/K/KennCo00.htm","1994","26","1-3abc","SEA","NFL","16","16","1","1","1","16"
"236","George Kunz","/players/K/KunzGe00.htm","1976","29","1-2abc","BAL","NFL","14","14","1","1","0","16"
"237","Jim Lachey","/players/L/LachJi00.htm","1990","27","1-12abc","WAS","NFL","16","16","1","1","1","16"
"238","Jim Langer","/players/L/LangJi00.htm","1977","29","Noneabc","MIA","NFL","14","14","1","1","1","16"
"239","Jim Langer","/players/L/LangJi00.htm","1975","27","Noneabc","MIA","NFL","14","14","1","1","1","16"
"240","Floyd Little","/players/L/LittFl00.htm","1973","31","1-6abc","DEN","NFL","14","13","1","1","0","16"
"241","Larry Little","/players/L/LittLa00.htm","1975","30","Noneabc","MIA","NFL","14","14","1","0","1","16"
