"year","player","url","position","college","height","weight","dash","vert_leap","bench","broad","cone","shuttle"
"2003","Solomon Bates","/players/B/BateSo20.htm","ILB","Arizona State","73","243","4.89","30.0","19","112","7.23","4.34"
"2003","Nick Barnett","/players/B/BarnNi20.htm","OLB","Oregon State","74","236","4.67","34.5","32","123","7.00","4.08"
"2003","Tully Banta-Cain","/players/B/BantTu20.htm","DE","California","74","264","4.79","0","25","0","0","0"
"2003","Boss Bailey","/players/B/BailBo20.htm","OLB","Georgia","75","233","4.58","42.0","0","135","0","0"
"2003","Nnamdi Asomugha","/players/A/AsomNn20.htm","CB","California","74","213","4.45","37.5","16","124","0","0"
"2003","Khalid Abdullah","/players/A/AbduKh20.htm","OLB","Mars Hill","74","227","4.61","36.5","26","126","7.13","4.25"
"2003","Doug Zeigler","","TE","Mississippi","76","257","4.70","0","20","0","0","0"
"2003","Cliff Washburn","","DE","Citadel","77","275","5.03","27.0","22","109","8.59","4.82"
"2003","Ray Thomas","","TE","Wake Forest","76","248","5.01","31.0","17","113","7.47","4.53"
"2003","Erick Streelman","","TE","Nevada","77","248","5.06","30.0","9","109","7.59","4.40"
"2003","Watts Sanderson","","OT","South Carolina","77","303","5.37","28.5","24","100","8.48","4.94"
"2003","Rod Babers","","CB","Texas","69","192","4.43","37.0","15","127","6.83","4.07"
"2003","Korey Banks","","CB","Mississippi State","70","188","4.58","0","15","0","0","0"
"2003","Ulish Booker","","OT","Michigan State","78","304","5.24","0","0","0","0","0"
"2003","Nick Burley","","DE","Fresno State","76","243","4.83","32.0","26","108","7.73","4.57"
"2003","Fred Capshaw","","P","Miami (FL)","70","192","4.89","0","0","0","0","0"
"2003","Damon Duval","","P","Auburn","72","196","4.90","0","0","0","0","0"
"2003","Nate Fikse","","P","UCLA","68","196","4.91","0","0","0","0","0"
"2003","Lawrence Flugence","","ILB","Texas Tech","73","239","4.87","34.0","23","106","7.40","4.36"
"2003","Cornelius Green","","DE","Miami (FL)","75","243","4.81","0","0","0","0","0"
"2003","Byron Hardmon","","ILB","Florida","73","232","4.76","32.5","17","115","7.55","4.41"
"2003","Raymond House","","DE","Arkansas","74","277","5.08","32.0","20","120","7.55","4.36"
"2003","Joey Huber","","P","Colorado State","78","246","4.96","0","0","0","0","0"
"2003","Jason Jimenez","","OT","Southern Miss","79","311","5.26","30.0","18","96","8.47","4.69"
"2003","Garry Johnson","","OT","Arkansas State","75","289","5.28","24.5","17","97","8.27","4.89"
"2003","Chuck Klabo","","OT","North Dakota State","77","291","5.32","0","0","0","0","0"
"2003","Damian Lavergne","","OT","Louisiana Tech","78","333","5.57","27.0","17","92","8.44","4.86"
"2003","Pete Lougheed","","OT","Purdue","77","300","5.16","28.5","20","93","7.86","4.51"
"2003","Brian Mance","","CB","Clemson","70","189","4.58","32.5","18","115","0","0"
"2003","Mark Mariscal","","P","Colorado","74","201","4.90","0","0","0","0","0"
"2003","Kareem Marshall","","OT","Georgia","77","359","5.22","27.5","0","92","0","0"
"2003","LaMarcus McDonald","","ILB","TCU","73","227","4.99","31.0","0","110","7.60","4.44"
"2003","Michael Nattiel","","OLB","Florida","72","228","4.65","30.0","0","106","7.49","4.39"
"2003","Will Ofenheusle","","OT","Tennessee","78","308","5.35","26.5","23","94","8.65","5.03"
"2003","Mike Pinkard","","TE","Arizona State","77","259","4.69","35.0","0","0","0","0"
"2003","David Porter","","OT","Iowa","78","311","5.32","26.0","0","95","8.43","4.98"
"2004","Kevin Youngblood","/players/Y/YounKe00.htm","WR","Clemson","76","213","4.64","34.0","0","0","0","0"
"2004","Jason Wright","/players/W/WrigJa01.htm","RB","Northwestern","70","210","4.68","30.0","0","111","7.35","4.12"
"2004","Rashaun Woods","/players/W/WoodRa00.htm","WR","Oklahoma State","74","202","4.47","39.0","0","125","6.93","3.97"
"2004","Quincy Wilson","/players/W/WilsQu00.htm","RB","West Virginia","69","225","4.60","33.5","26","118","7.68","4.36"
"2004","George Wilson","/players/W/WilsGe01.htm","WR","Arkansas","72","213","4.63","35.0","0","120","7.07","3.98"
"2004","Shaud Williams","/players/W/WillSh01.htm","RB","Alabama","67","193","4.73","34.0","15","114","7.01","4.15"
"2004","Roy Williams","/players/W/WillRo04.htm","WR","Texas","74","212","4.48","0","0","0","0","0"
"2004","Reggie Williams","/players/W/WillRe00.htm","WR","Washington","76","229","4.56","0","0","0","0","0"
"2004","Corey Williams","/players/W/WillCo21.htm","DT","Arkansas State","76","313","5.18","28.0","25","106","7.97","4.55"
"2004","Vince Wilfork","/players/W/WilfVi20.htm","DT","Miami (FL)","73","323","5.08","0","36","0","0","0"
"2004","Ernest Wilford","/players/W/WilfEr00.htm","WR","Virginia Tech","76","226","4.79","40.5","0","130","0","4.17"
"2004","Scott Wells","/players/W/WellSc20.htm","C","Tennessee","74","300","5.30","31.0","31","109","7.56","4.35"
"2004","Darius Watts","/players/W/WattDa00.htm","WR","Marshall","73","188","4.50","0","0","0","0","0"
"2004","Bradlee Van Pelt","/players/V/VanPBr00.htm","QB","Colorado State","74","231","4.98","33.5","0","115","6.89","4.11"
"2004","Michael Turner","/players/T/TurnMi00.htm","RB","Northern Illinois","70","237","4.49","31.0","22","114","7.50","4.15"
"2004","Marcus Tubbs","/players/T/TubbMa20.htm","DT","Texas","76","321","5.05","32.5","29","105","0","0"
"2004","Andrae Thurman","/players/T/ThurAn00.htm","WR","Southern Oregon","71","192","4.54","34.5","0","121","7.31","4.30"
"2004","Sloan Thomas","/players/T/ThomSl00.htm","WR","Texas","73","203","4.50","0","0","0","0","0"
"2004","Jeb Terry","/players/T/TerrJe20.htm","OG","North Carolina","77","313","5.20","29.0","27","105","8.03","4.98"
"2004","Craig Terrill","/players/T/TerrCr20.htm","DT","Purdue","74","290","5.21","26.5","28","100","7.39","4.10"
"2004","Jamaar Taylor","/players/T/TaylJa00.htm","WR","Texas A&M","73","197","4.46","0","0","0","0","0"
"2004","Thomas Tapeh","/players/T/TapeTh00.htm","FB","Minnesota","73","245","4.80","32.5","23","114","7.65","4.52"
"2004","Alex Stepanovich","/players/S/StepAl20.htm","C","Ohio State","75","304","5.29","25.5","0","96","7.64","4.44"
"2004","Randy Starks","/players/S/StarRa20.htm","DT","Maryland","75","314","5.08","29.5","27","102","0","0"
"2004","Kendrick Starling","/players/S/StarKe21.htm","WR","San Jose State","73","193","4.49","31.5","0","119","6.88","3.87"
"2004","John Standeford","/players/S/StanJo00.htm","WR","Purdue","75","197","4.60","32.5","0","113","6.90","4.08"
"2004","Isaac Sopoaga","/players/S/SopoIs20.htm","DT","Hawaii","74","317","4.97","30.5","42","99","7.79","4.66"
"2004","Chris Snee","/players/S/SneeCh20.htm","OG","Boston College","75","314","5.10","30.5","29","104","7.75","4.66"
"2004","Jonathan Smith","/players/S/SmitJo00.htm","WR","Georgia Tech","70","194","4.78","32.5","0","114","0","4.35"
"2004","Justin Smiley","/players/S/SmilJu20.htm","OG","Alabama","75","298","5.07","32.0","19","111","7.72","4.41"
"2004","Junior Siavii","/players/S/SiavJu20.htm","DT","Oregon","76","344","5.16","24.5","31","93","7.93","4.84"
"2004","Matt Schaub","/players/S/SchaMa00.htm","QB","Virginia","78","243","5.04","30.5","0","110","7.65","4.62"
"2004","P.K. Sam","/players/S/SamxP.20.htm","WR","Florida State","75","210","4.54","34.5","0","0","7.04","0"
"2004","Ben Roethlisberger","/players/R/RoetBe00.htm","QB","Miami (OH)","77","241","4.75","0","0","0","0","0"
"2004","Philip Rivers","/players/R/RivePh00.htm","QB","North Carolina State","77","229","5.08","0","0","0","0","0"
"2004","Alan Reuber","/players/R/ReubAl20.htm","OG","Texas A&M","78","323","5.49","29.0","26","98","7.95","4.91"
"2004","Derek Abney","","WR","Kentucky","69","179","4.58","33.5","0","120","6.89","4.08"
"2004","Josh Harris","","QB","Bowling Green","73","238","4.78","31.0","0","115","0","0"
"2004","Jeff Smoker","","QB","Michigan State","75","223","4.95","26.5","0","101","7.65","4.36"
"2004","Lousaka Polite","/players/P/PoliLo00.htm","FB","Pittsburgh","72","246","4.68","32.0","28","117","7.45","4.18"
"2004","Cody Pickett","/players/P/PickCo00.htm","QB","Washington","75","233","4.79","30.5","0","109","7.19","4.30"
"2004","Stephen Peterman","/players/P/PeteSt20.htm","OG","LSU","76","312","5.46","24.5","23","95","7.87","4.68"
"2004","Chris Perry","/players/P/PerrCh00.htm","RB","Michigan","72","224","4.56","0","19","0","0","0"
"2004","Jarrett Payton","/players/P/PaytJa00.htm","RB","Miami (FL)","72","220","4.66","31.0","0","115","7.34","4.31"
"2004","Samie Parker","/players/P/ParkSa00.htm","WR","Oregon","70","179","4.39","36.0","0","0","0","0"
"2004","Igor Olshansky","/players/O/OlshIg20.htm","DT","Oregon","77","315","4.96","33.5","41","110","7.61","4.41"
"2004","John Navarre","/players/N/NavaJo00.htm","QB","Michigan","78","246","5.19","26.5","0","100","7.73","4.46"
"2004","Johnnie Morant","/players/M/MoraJo00.htm","WR","Syracuse","76","229","4.51","41.0","0","130","7.34","4.22"
"2004","Mewelde Moore","/players/M/MoorMe00.htm","RB","Tulane","71","209","4.65","35.0","0","118","7.05","4.12"
"2004","Clarence Moore","/players/M/MoorCl00.htm","WR","Northern Arizona","78","211","4.55","34.0","0","122","6.84","4.16"
"2004","Luke McCown","/players/M/McCoLu00.htm","QB","Louisiana Tech","76","208","4.71","37.5","0","125","6.74","4.21"
"2004","Matt Mauck","/players/M/MaucMa00.htm","QB","LSU","74","228","4.79","0","0","0","0","0"
"2004","Maurice Mann","/players/M/MannMa00.htm","WR","Nevada","73","191","4.57","34.0","0","118","0","0"
"2004","Eli Manning","/players/M/MannEl00.htm","QB","Mississippi","77","221","4.90","0","0","0","0","0"
"2004","Triandos Luke","/players/L/LukeTr00.htm","WR","Alabama","71","199","4.51","38.0","0","124","7.06","4.17"
"2004","J.P. Losman","/players/L/LosmJ.00.htm","QB","Tulane","74","224","4.73","33.0","0","116","0","0"
"2004","Jared Lorenzen","/players/L/LoreJa00.htm","QB","Kentucky","75","288","5.28","0","0","0","0","0"
"2004","Sean Locklear","/players/L/LockSe20.htm","OG","North Carolina State","76","308","5.16","29.0","27","100","7.85","4.56"
"2004","Rodney Leisle","/players/L/LeisRo20.htm","DT","UCLA","75","309","5.15","0","31","0","0","0"
"2004","Nick Leckey","/players/L/LeckNi20.htm","C","Kansas State","75","290","5.26","27.0","18","97","7.71","4.47"
"2004","Chad Lavalais","/players/L/LavaCh20.htm","DT","LSU","73","303","5.09","0","0","0","0","0"
"2004","Craig Krenzel","/players/K/KrenCr00.htm","QB","Ohio State","75","228","4.84","28.0","0","112","7.22","4.08"
"2004","Ryan Krause","/players/K/KrauRy00.htm","WR","Nebraska-Omaha","74","244","4.60","33.5","18","119","6.78","4.16"
"2004","Kelvin Kight","/players/K/KighKe00.htm","WR","Florida","72","213","4.56","34.0","0","109","7.18","4.24"
"2004","Mike Karney","/players/K/KarnMi00.htm","FB","Arizona State","71","254","5.02","30.0","25","103","0","0"
"2004","Jeris McIntyre","","WR","Auburn","71","203","4.46","29.0","0","112","6.98","4.08"
"2004","Kevin Jones","/players/J/JoneKe02.htm","RB","Virginia Tech","72","227","4.38","38.0","0","120","0","0"
"2004","Julius Jones","/players/J/JoneJu01.htm","RB","Notre Dame","70","217","4.47","37.5","0","121","6.97","4.12"
"2004","Greg Jones","/players/J/JoneGr01.htm","RB","Florida State","73","249","4.55","0","0","0","0","0"
"2004","Tank Johnson","/players/J/JohnTa20.htm","DT","Washington","75","304","4.69","34.0","31","114","7.56","4.60"
"2004","Spencer Johnson","/players/J/JohnSp20.htm","DT","Auburn","75","286","5.06","30.0","19","111","7.78","4.53"
"2004","Michael Jenkins","/players/J/JenkMi00.htm","WR","Ohio State","76","218","4.40","0","0","0","0","0"
"2004","Justin Jenkins","/players/J/JenkJu00.htm","WR","Mississippi State","71","213","4.60","35.0","0","123","7.47","4.16"
"2004","Steven Jackson","/players/J/JackSt00.htm","RB","Oregon State","73","241","4.55","0","0","0","0","0"
"2004","B.J. Symons","","QB","Texas Tech","72","210","4.90","0","0","0","0","0"
"2004","Anthony Herrera","/players/H/HerrAn20.htm","OG","Tennessee","74","315","5.20","0","0","0","0","0"
"2004","Devery Henderson","/players/H/HendDe00.htm","WR","LSU","71","198","4.41","0","0","0","0","0"
"2004","Tommie Harris","/players/H/HarrTo99.htm","DT","Oklahoma","74","295","4.78","0","29","0","0","0"
"2004","Nick Hardwick","/players/H/HardNi55.htm","C","Purdue","75","295","5.20","34.0","27","108","7.72","4.55"
"2004","Derrick Hamilton","/players/H/HamiDe20.htm","WR","Clemson","75","196","4.54","0","0","0","0","0"
"2004","Rex Hadnot","/players/H/HadnRe20.htm","C","Houston","74","323","5.50","24.5","27","91","7.94","4.66"
"2004","D.J. Hackett","/players/H/HackD.00.htm","WR","Colorado","74","199","4.53","41.0","0","131","6.79","4.08"
"2004","Jake Grove","/players/G/GrovJa20.htm","C","Virginia Tech","75","303","5.16","0","31","0","0","0"
"2004","Donnell Washington","","DT","Clemson","77","332","5.00","31.0","34","109","7.80","4.88"
"2004","Carlos Francis","/players/F/FranCa20.htm","WR","Texas Tech","69","198","4.33","38.5","0","114","6.97","4.06"
"2004","Troy Fleming","/players/F/FlemTr00.htm","FB","Tennessee","72","230","4.62","32.0","0","120","6.94","3.91"
"2004","Larry Fitzgerald","/players/F/FitzLa00.htm","WR","Pittsburgh","75","225","4.48","0","0","0","0","0"
"2004","Lee Evans","/players/E/EvanLe00.htm","WR","Wisconsin","71","197","4.39","34.5","0","120","0","0"
"2004","Dwan Edwards","/players/E/EdwaDw20.htm","DT","Oregon State","75","313","5.12","28.0","25","105","7.59","4.68"
"2004","Adimchinobi Echemandu","/players/E/EcheAd00.htm","RB","California","71","226","4.58","0","15","0","0","0"
"2004","Darnell Dockett","/players/D/DockDa20.htm","DT","Florida State","75","297","5.00","31.0","26","105","0","0"
"2004","Josh Sewell","","C","Nebraska","74","301","5.06","30.0","30","99","7.53","4.24"
"2004","Devard Darling","/players/D/DarlDe00.htm","WR","Washington State","73","213","4.52","37.0","0","129","0","0"
"2004","Trey Darilek","/players/D/DariTr20.htm","OG","Texas-El Paso","76","301","5.23","28.5","22","110","7.85","4.61"
"2004","Jerricho Cotchery","/players/C/CotcJe00.htm","WR","North Carolina State","72","212","4.54","36.0","0","121","6.93","3.91"
"2004","Terrance Copper","/players/C/CoppTe00.htm","WR","East Carolina","72","208","4.53","35.5","0","116","7.34","4.31"
"2004","Keary Colbert","/players/C/ColbKe00.htm","WR","Southern California","73","207","4.60","30.0","0","0","0","0"
"2004","Cedric Cobbs","/players/C/CobbCe00.htm","RB","Arkansas","72","223","4.75","40.0","0","123","0","0"
"2004","Michael Clayton","/players/C/ClayMi00.htm","WR","LSU","75","209","4.67","32.5","0","116","6.77","4.09"
"2004","Jared Clauss","/players/C/ClauJa20.htm","DT","Iowa","77","294","4.95","0","23","0","0","0"
"2004","Adrien Clarke","/players/C/ClarAd20.htm","OG","Ohio State","77","329","5.52","26.0","0","102","7.90","4.74"
"2004","Tyson Clabo","/players/C/ClabTy20.htm","OG","Wake Forest","79","315","5.51","30.0","24","100","8.09","4.88"
"2004","Ran Carthon","/players/C/CartRa00.htm","RB","Florida","71","224","4.51","34.5","22","112","0","4.12"
"2004","Drew Carter","/players/C/CartDr00.htm","WR","Ohio State","76","204","4.36","0","0","0","0","0"
"2004","Jordan Carstens","/players/C/CarsJo20.htm","DT","Iowa State","77","305","5.00","28.5","28","106","8.35","4.80"
"2004","Vernon Carey","/players/C/CareVe20.htm","OG","Miami (FL)","76","335","5.33","0","30","0","0","0"
"2004","Jon Bradley","/players/B/BradJo20.htm","DT","Arkansas State","73","306","5.09","26.5","19","104","7.88","4.85"
"2004","Ryan Boschetti","/players/B/BoscRy20.htm","DT","UCLA","76","306","5.06","29.5","0","110","7.41","4.27"
"2004","Ryon Bingham","/players/B/BingRy20.htm","DT","Nebraska","75","303","5.09","30.0","33","109","7.44","4.38"
"2004","Bernard Berrian","/players/B/BerrBe00.htm","WR","Fresno State","73","183","4.58","38.0","0","128","7.34","4.18"
"2004","Tatum Bell","/players/B/BellTa00.htm","RB","Oklahoma State","71","212","4.37","38.5","25","117","0","0"
"2004","Jacob Bell","/players/B/BellJa20.htm","OG","Miami (OH)","77","302","5.22","0","26","0","0","0"
"2004","Matthias Askew","/players/A/AskeMa20.htm","DT","Michigan State","77","308","5.20","27.0","20","101","7.55","4.42"
"2004","Tim Anderson","/players/A/AndeTi20.htm","DT","Ohio State","75","307","5.01","0","0","0","0","0"
"2004","Rich Alexis","/players/A/AlexRi00.htm","RB","Washington","72","210","4.64","32.0","0","114","7.41","4.43"
"2004","Carlos Wright","","WR","Tennessee State","73","203","4.65","34.0","0","122","7.12","4.31"
"2004","Renaldo Works","","RB","Oklahoma","72","222","4.70","30.5","21","115","7.25","4.09"
"2004","Jeff Womble","","DT","Florida State","73","313","5.38","28.0","18","0","0","0"
"2004","Travis Wilson","","FB","Kansas State","75","256","4.89","33.0","25","109","7.56","4.36"
"2004","Huey Whittaker","","WR","South Florida","76","234","4.62","37.0","0","121","7.06","4.13"
"2004","Alex Wade","","FB","Duke","72","248","4.97","32.5","22","114","7.50","4.41"
"2004","Shannon Snell","","OG","Florida","76","316","5.82","25.5","21","93","8.38","4.91"
"2004","Kurt Sigler","","C","Eastern Washington","77","306","5.84","24.0","0","93","8.09","4.63"
"2004","Kevin Beard","","WR","Miami (FL)","72","180","4.46","31.0","0","113","0","0"
"2004","Maurice Brown","","WR","Iowa","72","219","4.56","33.0","0","117","7.38","4.21"
"2004","Darrell Campbell","","DT","Notre Dame","76","302","5.18","33.0","25","111","7.63","4.66"
"2004","Dietrich Canterberry","","DT","UNLV","75","308","5.35","0","26","0","0","0"
"2004","Toby Cecil","","C","Texas Tech","76","297","5.25","0","19","85","8.31","4.98"
"2004","Ahmad Childress","","DT","Alabama","78","351","5.28","22.0","0","86","8.75","4.94"
"2004","Quinn Christensen","","OG","BYU","78","312","5.10","0","32","0","0","0"
"2004","Casey Clausen","","QB","Tennessee","75","223","4.95","0","0","0","0","0"
"2004","Chris Collins","","WR","Mississippi","73","201","4.69","35.0","0","112","0","0"
"2004","Regis Crawford","","OG","Arizona State","74","316","6.05","0","0","0","8.03","4.86"
"2004","Duron Croson","","RB","Fort Valley State","73","226","4.83","30.5","14","108","0","0"
"2004","Lane Danielson","","WR","Iowa State","72","197","4.60","31.0","0","117","6.72","3.94"
"2004","Josh Davis","","RB","Nebraska","70","200","4.54","33.5","13","112","7.27","4.07"
"2004","Mondre Dickerson","","DT","Tennessee","76","316","5.12","27.0","29","106","8.34","0"
"2004","Khiawatha Downey","","OG","Indiana (PA)","76","332","5.50","26.5","21","98","8.01","4.82"
"2004","Clarence Farmer","","RB","Arizona","72","231","4.68","34.5","25","120","7.44","4.25"
"2004","Jason Fife","","QB","Oregon","76","226","4.83","30.5","0","113","7.28","4.18"
"2004","Antonio Hall","","OG","Kentucky","75","317","5.54","26.5","27","101","8.12","4.55"
"2004","Joseph Hayes","","OG","San Jose State","76","311","5.67","23.0","18","94","8.25","5.12"
"2004","Cedric Hilliard","","DT","Notre Dame","73","307","5.17","29.0","26","110","8.22","4.75"
"2004","Scott Jackson","","C","BYU","76","300","4.98","30.5","28","105","7.84","4.52"
"2004","B.J. Johnson","","WR","Texas","71","207","4.50","0","0","0","0","0"
"2004","Tony Johnson","","WR","Penn State","71","202","4.61","32.5","0","118","7.16","4.16"
"2004","Robert Kent","","QB","Jackson State","76","222","4.87","26.5","0","110","7.69","4.22"
"2004","Derrick Knight","","RB","Boston College","69","209","4.71","31.5","16","108","0","0"
"2004","Tim Manning","","WR","Jackson State","71","179","4.59","28.5","0","111","7.24","4.27"
"2004","Derek McCoy","","WR","Colorado","75","210","4.73","38.0","0","128","7.10","4.09"
"2004","DeMarco McNeil","","DT","Auburn","73","310","5.32","0","0","0","0","0"
"2004","James Newson","","WR","Oregon State","73","213","4.76","31.5","0","116","7.41","0"
"2004","Carlos Perez","","WR","Florida","71","203","4.78","38.0","0","118","0","4.45"
"2004","Chad Pugh","","DT","TCU","75","321","5.38","25.0","19","98","8.17","4.85"
"2004","Scott Rislov","","QB","San Jose State","73","224","4.95","30.0","0","119","7.44","4.34"
"2004","Ell Roberson","","QB","Kansas State","71","194","4.60","0","0","0","0","0"
"2004","Fred Russell","","RB","Iowa","67","195","4.50","34.0","21","121","7.09","4.30"
"2004","Rod Rutherford","","QB","Pittsburgh","74","240","4.79","30.5","0","110","7.66","4.41"
"2004","Dexter Wynn","/players/W/WynnDe20.htm","CB","Colorado State","69","175","4.49","39.0","13","123","6.70","3.90"
"2004","Kellen Winslow","/players/W/WinsKe01.htm","TE","Miami (FL)","76","251","4.55","0","24","120","0","0"
"2004","Mark Wilson","/players/W/WilsMa21.htm","OT","California","79","314","5.36","28.5","24","108","7.53","4.49"
"2004","Kris Wilson","/players/W/WilsKr00.htm","TE","Pittsburgh","74","248","4.62","35.0","24","119","6.88","4.10"
"2004","Quintin Williams","/players/W/WillQu20.htm","FS","Wake Forest","71","207","4.60","37.0","21","122","7.28","4.09"
"2004","Madieu Williams","/players/W/WillMa20.htm","FS","Maryland","72","193","4.48","0","18","125","0","0"
"2004","Demorrio Williams","/players/W/WillDe22.htm","OLB","Nebraska","73","232","4.52","37.0","16","125","7.02","4.11"
"2004","D.J. Williams","/players/W/WillD.20.htm","OLB","Miami (FL)","73","250","4.55","0","0","0","0","0"
"2004","Travelle Wharton","/players/W/WharTr20.htm","OT","South Carolina","76","312","5.14","31.5","0","105","8.31","4.58"
"2004","Courtney Watson","/players/W/WatsCo20.htm","OLB","Notre Dame","73","237","4.56","36.5","22","114","7.39","4.35"
"2004","Benjamin Watson","/players/W/WatsBe00.htm","TE","Georgia","75","258","4.50","35.5","34","123","7.38","4.11"
"2004","Rashad Washington","/players/W/WashRa20.htm","FS","Kansas State","74","223","4.61","34.0","14","116","7.06","4.02"
"2004","Matt Ware","/players/W/WareMa20.htm","FS","UCLA","74","209","4.54","0","15","0","0","0"
"2004","Michael Waddell","/players/W/WaddMi20.htm","CB","North Carolina","71","187","4.31","37.5","14","121","6.84","4.03"
"2004","Jonathan Vilma","/players/V/VilmJo99.htm","ILB","Miami (FL)","72","233","4.61","0","0","0","0","0"
"2004","Khaleed Vaughn","/players/V/VaugKh20.htm","DE","Clemson","76","281","5.00","31.5","14","113","7.38","4.35"
"2004","Nathan Vasher","/players/V/VashNa99.htm","CB","Texas","70","177","4.49","0","0","0","0","0"
"2004","Ben Utecht","/players/U/UtecBe00.htm","TE","Minnesota","78","249","4.80","0","0","0","0","0"
"2004","Kenechi Udeze","/players/U/UdezKe20.htm","DE","Southern California","75","281","4.77","0","0","0","0","0"
"2004","Sean Tufts","/players/T/TuftSe20.htm","OLB","Colorado","76","242","4.61","34.5","21","118","6.94","3.94"
"2004","Ben Troupe","/players/T/TrouBe00.htm","TE","Florida","76","265","4.65","0","0","0","0","0"
"2004","Reggie Torbor","/players/T/TorbRe20.htm","DE","Auburn","74","254","4.65","34.0","16","120","7.48","4.46"
"2004","Bruce Thornton","/players/T/ThorBr21.htm","CB","Georgia","70","197","4.50","37.5","0","122","0","0"
"2004","Joey Thomas","/players/T/ThomJo21.htm","CB","Montana State","73","195","4.44","38.5","17","122","6.82","3.88"
"2004","Dontarrious Thomas","/players/T/ThomDo21.htm","OLB","Auburn","74","241","4.57","38.5","26","129","0","4.00"
"2004","Chris Thompson","/players/T/ThomCh24.htm","CB","Nicholls State","72","189","4.50","35.0","12","117","7.09","4.14"
"2004","Sean Taylor","/players/T/TaylSe20.htm","FS","Miami (FL)","74","230","4.51","0","0","0","0","0"
"2004","Billy Strother","/players/S/StroBi20.htm","OLB","New Mexico","72","241","4.68","33.0","0","112","7.41","4.15"
"2004","Derrick Strait","/players/S/StraDe20.htm","CB","Oklahoma","71","196","4.52","0","0","0","0","0"
"2004","Larry Stevens","/players/S/StevLa20.htm","DE","Michigan","74","241","4.86","0","0","0","0","0"
"2004","Max Starks","/players/S/StarMa21.htm","OT","Florida","79","350","5.56","27.5","21","98","7.88","4.65"
"2004","Cody Spencer","/players/S/SpenCo20.htm","ILB","North Texas","74","242","4.65","34.5","27","116","6.94","4.08"
"2004","Will Smith","/players/S/SmitWi99.htm","DE","Ohio State","75","275","4.60","0","0","0","0","0"
"2004","Keith Smith","/players/S/SmitKe20.htm","CB","McNeese State","71","201","4.48","36.5","12","116","0","0"
"2004","Daryl Smith","/players/S/SmitDa24.htm","OLB","Georgia Tech","74","234","4.67","0","24","0","0","0"
"2004","Antonio Smith","/players/S/SmitAn22.htm","DE","Oklahoma State","75","274","5.03","33.0","24","108","0","4.75"
"2004","Jeff Shoate","/players/S/ShoaJe20.htm","CB","San Diego State","70","189","4.62","36.0","12","121","7.00","3.88"
"2004","Jason Shivers","/players/S/ShivJa20.htm","FS","Arizona State","72","201","4.51","36.0","19","128","0","0"
"2004","Richard Seigler","/players/S/SeigRi20.htm","ILB","Oregon State","74","244","4.86","0","25","0","0","0"
"2004","Carlos Joseph","","OT","Miami (FL)","78","345","5.33","0","29","0","0","0"
"2004","Jake Scott","/players/S/ScotJa21.htm","OT","Idaho","77","281","5.06","34.5","24","110","7.96","4.68"
"2004","Darrion Scott","/players/S/ScotDa20.htm","DE","Ohio State","75","289","4.81","36.5","0","118","0","4.32"
"2004","Stuart Schweigert","/players/S/SchwSt20.htm","FS","Purdue","74","218","4.47","38.0","18","124","6.68","3.89"
"2004","Bo Schobel","/players/S/SchoBo20.htm","DE","TCU","77","271","4.80","32.5","25","109","6.94","4.38"
"2004","B.J. Sander","/players/S/SandB.20.htm","P","Ohio State","76","219","4.84","0","0","0","0","0"
"2004","Sean Ryan","/players/R/RyanSe00.htm","TE","Boston College","76","268","4.97","32.5","22","115","0","0"
"2004","Jacob Rogers","/players/R/RogeJa20.htm","OT","Southern California","78","307","5.30","0","30","0","0","0"
"2004","Dunta Robinson","/players/R/RobiDu20.htm","CB","South Carolina","71","186","4.34","36.0","15","120","6.97","3.75"
"2004","Constantin Ritzmann","/players/R/RitzCo20.htm","DE","Tennessee","75","259","4.97","29.0","24","108","7.39","4.48"
"2004","Brian Rimpf","/players/R/RimpBr20.htm","OT","East Carolina","78","319","5.41","28.0","31","105","7.97","4.66"
"2004","Robert Reynolds","/players/R/ReynRo20.htm","ILB","Ohio State","75","251","4.76","32.5","18","116","7.17","3.94"
"2004","Dexter Reid","/players/R/ReidDe20.htm","FS","North Carolina","71","203","4.56","0","0","0","0","0"
"2004","Keiwan Ratliff","/players/R/RatlKe20.htm","CB","Florida","70","194","4.56","0","11","0","0","0"
"2004","Shawn Johnson","","DE","Delaware","76","269","4.87","0","0","0","0","0"
"2004","Etric Pruitt","/players/P/PruiEt20.htm","FS","Southern Miss","72","197","4.57","39.5","0","116","7.15","4.00"
"2004","Kendyll Pope","/players/P/PopeKe20.htm","OLB","Florida State","73","226","4.70","0","0","118","0","4.26"
"2004","Derrick Pope","/players/P/PopeDe20.htm","OLB","Alabama","71","230","4.71","0","24","106","0","0"
"2004","Will Poole","/players/P/PoolWi20.htm","CB","Southern California","70","194","4.47","0","16","0","0","0"
"2004","Nathaniel Adibi","","DE","Virginia Tech","75","254","4.65","33.0","0","118","0","4.36"
"2004","Brett Pierce","/players/P/PierBr00.htm","TE","Stanford","77","250","4.95","27.0","19","103","7.13","4.37"
"2004","Shaun Phillips","/players/P/PhilSh20.htm","DE","Purdue","75","255","4.78","33.0","0","114","6.95","4.23"
"2004","Jason Peters","/players/P/PeteJa21.htm","TE","Arkansas","76","336","4.93","29.0","21","115","7.70","4.75"
