Team,QB,WR,RB,TE,OG,OT,C,DE,DT,LB,DB,P,K
IND,8.0,7.0,15.0,4.0,11.0,11.0,5.0,13.0,5.0,24.0,22.0,4.0,1.0
TEN,9.0,11.0,14.0,8.0,15.0,11.0,7.0,8.0,11.0,25.0,24.0,2.0,3.0
DEN,8.0,15.0,17.0,3.0,7.0,16.0,5.0,16.0,8.0,31.0,30.0,4.0,4.0
CLE,7.0,9.0,17.0,8.0,12.0,14.0,7.0,18.0,8.0,37.0,35.0,1.0,-1.0
LAR,13.0,19.0,24.0,4.0,20.0,17.0,9.0,17.0,7.0,18.0,30.0,3.0,2.0
CHI,9.0,9.0,18.0,5.0,13.0,13.0,7.0,10.0,24.0,36.0,37.0,3.0,1.0
NOR,8.0,16.0,17.0,4.0,12.0,14.0,7.0,9.0,20.0,40.0,40.0,3.0,0.0
NWE,8.0,13.0,17.0,6.0,17.0,13.0,7.0,18.0,11.0,37.0,40.0,4.0,1.0
ARI,10.0,16.0,17.0,2.0,15.0,22.0,1.0,21.0,17.0,29.0,36.0,4.0,2.0
TAM,13.0,15.0,17.0,8.0,23.0,8.0,8.0,21.0,8.0,35.0,34.0,2.0,5.0
ATL,11.0,14.0,27.0,3.0,21.0,19.0,12.0,13.0,12.0,31.0,29.0,2.0,4.0
BUF,7.0,19.0,18.0,5.0,16.0,15.0,8.0,22.0,18.0,36.0,36.0,1.0,-2.0
SEA,9.0,14.0,13.0,4.0,14.0,10.0,7.0,31.0,11.0,37.0,46.0,1.0,3.0
SFO,16.0,22.0,18.0,7.0,21.0,18.0,8.0,14.0,10.0,29.0,34.0,1.0,3.0
KAN,13.0,24.0,14.0,5.0,18.0,17.0,9.0,18.0,8.0,32.0,35.0,2.0,7.0
NYG,11.0,23.0,13.0,1.0,15.0,15.0,9.0,17.0,7.0,50.0,39.0,3.0,1.0
PHI,13.0,20.0,22.0,6.0,17.0,18.0,9.0,22.0,8.0,32.0,32.0,2.0,4.0
MIN,11.0,17.0,17.0,7.0,19.0,16.0,8.0,22.0,11.0,38.0,38.0,3.0,2.0
DET,10.0,15.0,21.0,5.0,16.0,17.0,8.0,28.0,20.0,29.0,41.0,3.0,8.0
OAK,14.0,21.0,25.0,10.0,18.0,20.0,11.0,15.0,10.0,38.0,35.0,2.0,3.0
GNB,13.0,27.0,21.0,5.0,17.0,18.0,11.0,21.0,9.0,41.0,40.0,2.0,3.0
PIT,12.0,21.0,22.0,5.0,16.0,18.0,13.0,19.0,8.0,51.0,42.0,2.0,5.0
MIA,12.0,17.0,24.0,5.0,24.0,16.0,9.0,21.0,15.0,43.0,42.0,2.0,7.0
WAS,14.0,23.0,18.0,7.0,9.0,25.0,8.0,25.0,21.0,36.0,46.0,1.0,7.0
CIN,20.0,28.0,24.0,12.0,22.0,31.0,11.0,15.0,7.0,32.0,33.0,2.0,5.0
DAL,18.0,22.0,25.0,9.0,13.0,31.0,9.0,32.0,26.0,30.0,38.0,0,4.0
LAC,22.0,38.0,24.0,19.0,30.0,30.0,12.0,12.0,16.0,22.0,29.0,1.0,5.0
NYJ,15.0,24.0,34.0,7.0,19.0,27.0,18.0,28.0,21.0,31.0,41.0,1.0,0.0
