Team,QB,WR,RB,TE,OG,OT,C,DE,DT,LB,DB,P,K
NYJ,9.0,23.0,13.0,2.0,15.0,13.0,10.0,16.0,10.0,18.0,25.0,3.0,1.0
ATL,10.0,24.0,21.0,0.0,10.0,17.0,16.0,11.0,13.0,18.0,23.0,2.0,3.0
LAR,11.0,23.0,12.0,2.0,13.0,16.0,9.0,21.0,9.0,23.0,31.0,3.0,3.0
NOR,7.0,16.0,13.0,6.0,15.0,14.0,6.0,16.0,16.0,30.0,33.0,1.0,4.0
ARI,12.0,21.0,16.0,4.0,15.0,18.0,9.0,23.0,7.0,22.0,29.0,2.0,1.0
LAC,9.0,20.0,13.0,6.0,14.0,15.0,9.0,11.0,17.0,31.0,30.0,3.0,4.0
NYG,6.0,15.0,11.0,2.0,16.0,5.0,5.0,23.0,19.0,33.0,42.0,2.0,4.0
TAM,8.0,15.0,15.0,5.0,14.0,13.0,6.0,22.0,14.0,31.0,36.0,2.0,3.0
SEA,10.0,23.0,15.0,4.0,15.0,17.0,10.0,19.0,18.0,20.0,28.0,2.0,4.0
CHI,6.0,20.0,16.0,3.0,15.0,15.0,7.0,26.0,10.0,28.0,36.0,3.0,4.0
DET,13.0,33.0,15.0,3.0,11.0,16.0,18.0,16.0,16.0,18.0,29.0,2.0,3.0
BAL,16.0,30.0,16.0,7.0,17.0,31.0,5.0,20.0,7.0,16.0,25.0,2.0,3.0
KAN,10.0,16.0,22.0,4.0,17.0,15.0,8.0,17.0,17.0,32.0,38.0,2.0,2.0
IND,13.0,21.0,17.0,6.0,21.0,14.0,8.0,8.0,25.0,25.0,33.0,3.0,6.0
MIN,11.0,22.0,14.0,1.0,19.0,13.0,8.0,36.0,9.0,28.0,36.0,1.0,2.0
MIA,12.0,20.0,19.0,3.0,17.0,21.0,9.0,19.0,19.0,26.0,34.0,4.0,0.0
JAX,16.0,29.0,11.0,6.0,5.0,32.0,9.0,22.0,16.0,23.0,34.0,2.0,4.0
CIN,15.0,26.0,18.0,5.0,10.0,21.0,17.0,6.0,26.0,25.0,35.0,3.0,3.0
PHI,13.0,22.0,23.0,5.0,26.0,17.0,1.0,20.0,20.0,27.0,34.0,2.0,4.0
OAK,12.0,22.0,18.0,5.0,20.0,15.0,9.0,13.0,25.0,35.0,37.0,1.0,2.0
DAL,10.0,15.0,16.0,3.0,20.0,17.0,9.0,28.0,21.0,27.0,50.0,2.0,4.0
WAS,14.0,26.0,23.0,7.0,27.0,11.0,12.0,16.0,18.0,27.0,35.0,3.0,3.0
TEN,13.0,19.0,24.0,6.0,22.0,17.0,14.0,17.0,19.0,27.0,37.0,2.0,5.0
BUF,9.0,21.0,11.0,4.0,16.0,10.0,14.0,39.0,11.0,44.0,46.0,2.0,4.0
PIT,13.0,22.0,19.0,1.0,7.0,22.0,15.0,6.0,25.0,56.0,43.0,1.0,2.0
NWE,16.0,30.0,20.0,7.0,19.0,23.0,10.0,17.0,24.0,30.0,37.0,2.0,2.0
SFO,16.0,24.0,22.0,8.0,19.0,22.0,9.0,25.0,27.0,27.0,43.0,2.0,4.0
CAR,12.0,23.0,19.0,8.0,22.0,15.0,5.0,23.0,9.0,63.0,45.0,1.0,4.0
DEN,17.0,20.0,24.0,14.0,18.0,25.0,8.0,21.0,26.0,31.0,40.0,2.0,3.0
GNB,17.0,33.0,23.0,11.0,21.0,22.0,15.0,34.0,20.0,39.0,51.0,2.0,3.0
