Team,QB,WR,RB,TE,OG,OT,C,DE,DT,LB,DB,P,K
BUF,3.0,13.0,15.0,2.0,12.0,12.0,7.0,13.0,7.0,28.0,29.0,2.0,1.0
MIN,6.0,16.0,16.0,5.0,14.0,22.0,2.0,9.0,7.0,21.0,22.0,3.0,5.0
IND,9.0,14.0,14.0,2.0,8.0,16.0,6.0,7.0,7.0,31.0,28.0,4.0,3.0
TEN,11.0,15.0,11.0,8.0,23.0,11.0,3.0,11.0,7.0,24.0,23.0,2.0,4.0
ATL,10.0,20.0,13.0,6.0,11.0,16.0,13.0,10.0,17.0,24.0,29.0,2.0,4.0
DET,13.0,16.0,20.0,4.0,15.0,21.0,8.0,13.0,8.0,28.0,28.0,2.0,5.0
TAM,13.0,21.0,20.0,7.0,17.0,18.0,9.0,16.0,7.0,28.0,27.0,3.0,3.0
NOR,9.0,13.0,20.0,6.0,15.0,19.0,8.0,8.0,18.0,37.0,30.0,3.0,4.0
CLE,9.0,14.0,13.0,10.0,12.0,13.0,8.0,17.0,9.0,46.0,37.0,3.0,2.0
NYJ,12.0,14.0,23.0,9.0,15.0,16.0,11.0,18.0,21.0,22.0,30.0,1.0,3.0
PHI,10.0,16.0,15.0,6.0,18.0,1.0,7.0,27.0,11.0,37.0,40.0,3.0,6.0
CIN,12.0,14.0,21.0,9.0,10.0,28.0,8.0,17.0,9.0,33.0,33.0,3.0,3.0
NYG,12.0,19.0,12.0,5.0,23.0,15.0,1.0,14.0,10.0,48.0,41.0,1.0,-1.0
LAC,15.0,21.0,17.0,17.0,28.0,14.0,7.0,8.0,11.0,30.0,28.0,3.0,3.0
LAR,10.0,21.0,24.0,4.0,26.0,7.0,8.0,16.0,9.0,42.0,35.0,1.0,3.0
NWE,12.0,16.0,18.0,11.0,21.0,19.0,9.0,10.0,16.0,38.0,33.0,2.0,3.0
DAL,9.0,13.0,16.0,5.0,16.0,12.0,6.0,19.0,29.0,33.0,46.0,0.0,4.0
KAN,9.0,22.0,14.0,3.0,14.0,16.0,8.0,29.0,10.0,38.0,46.0,4.0,3.0
ARI,17.0,23.0,26.0,8.0,22.0,21.0,11.0,20.0,9.0,32.0,34.0,1.0,2.0
WAS,15.0,27.0,17.0,7.0,21.0,27.0,9.0,17.0,22.0,25.0,36.0,1.0,3.0
PIT,13.0,28.0,22.0,2.0,17.0,6.0,16.0,21.0,8.0,48.0,40.0,2.0,4.0
OAK,12.0,15.0,19.0,9.0,11.0,16.0,11.0,28.0,10.0,44.0,47.0,3.0,3.0
GNB,13.0,21.0,23.0,7.0,13.0,23.0,10.0,20.0,12.0,42.0,40.0,3.0,2.0
DEN,12.0,18.0,17.0,3.0,15.0,17.0,7.0,25.0,12.0,50.0,50.0,2.0,3.0
SEA,13.0,25.0,17.0,5.0,22.0,10.0,8.0,21.0,23.0,41.0,48.0,1.0,5.0
CHI,13.0,14.0,25.0,7.0,18.0,18.0,8.0,26.0,29.0,38.0,45.0,1.0,4.0
MIA,21.0,42.0,25.0,10.0,31.0,23.0,19.0,16.0,17.0,36.0,33.0,3.0,0.0
SFO,18.0,26.0,36.0,4.0,25.0,30.0,12.0,26.0,7.0,45.0,50.0,2.0,3.0
