Team,QB,WR,RB,TE,OG,OT,C,DE,DT,LB,DB,P,K
PHI,0.0,10.0,11.0,2.0,7.0,11.0,6.0,14.0,20.0,24.0,33.0,1.0,1.0
CIN,11.0,21.0,15.0,3.0,7.0,18.0,13.0,17.0,8.0,17.0,25.0,2.0,2.0
CHI,9.0,19.0,17.0,3.0,14.0,15.0,7.0,15.0,15.0,23.0,31.0,2.0,2.0
NOR,7.0,16.0,12.0,6.0,11.0,19.0,5.0,18.0,21.0,23.0,30.0,3.0,5.0
WAS,12.0,18.0,17.0,5.0,22.0,9.0,8.0,15.0,15.0,23.0,30.0,2.0,0.0
LAC,-2.0,12.0,10.0,7.0,12.0,8.0,9.0,17.0,20.0,35.0,41.0,3.0,4.0
IND,11.0,20.0,19.0,6.0,26.0,15.0,1.0,8.0,20.0,17.0,25.0,3.0,6.0
LAR,9.0,18.0,16.0,2.0,1.0,26.0,8.0,12.0,24.0,22.0,33.0,3.0,3.0
BAL,9.0,19.0,13.0,4.0,12.0,14.0,3.0,21.0,16.0,31.0,33.0,2.0,3.0
CAR,12.0,25.0,14.0,6.0,20.0,17.0,6.0,11.0,9.0,31.0,27.0,1.0,3.0
ARI,12.0,18.0,18.0,4.0,12.0,16.0,13.0,19.0,14.0,25.0,36.0,1.0,1.0
PIT,7.0,17.0,10.0,1.0,10.0,12.0,15.0,13.0,17.0,40.0,41.0,2.0,4.0
DET,13.0,24.0,16.0,2.0,15.0,16.0,8.0,17.0,14.0,25.0,35.0,2.0,5.0
OAK,6.0,16.0,13.0,4.0,17.0,8.0,7.0,18.0,30.0,31.0,40.0,2.0,1.0
NYG,7.0,19.0,15.0,1.0,15.0,15.0,8.0,29.0,17.0,30.0,35.0,3.0,3.0
KAN,9.0,19.0,16.0,7.0,20.0,16.0,10.0,13.0,17.0,32.0,34.0,2.0,4.0
NWE,13.0,23.0,17.0,7.0,13.0,21.0,8.0,16.0,18.0,24.0,38.0,3.0,3.0
TEN,16.0,19.0,13.0,13.0,25.0,13.0,8.0,15.0,15.0,28.0,33.0,3.0,6.0
TAM,10.0,24.0,18.0,3.0,12.0,17.0,11.0,19.0,23.0,34.0,36.0,1.0,2.0
SEA,11.0,24.0,15.0,3.0,20.0,17.0,4.0,23.0,19.0,34.0,36.0,3.0,4.0
JAX,15.0,27.0,20.0,5.0,5.0,38.0,8.0,22.0,15.0,25.0,36.0,3.0,3.0
BUF,17.0,32.0,19.0,5.0,23.0,13.0,18.0,31.0,10.0,22.0,30.0,2.0,3.0
MIA,10.0,21.0,13.0,5.0,11.0,17.0,11.0,26.0,21.0,41.0,45.0,2.0,3.0
DAL,14.0,27.0,19.0,4.0,30.0,14.0,9.0,17.0,25.0,25.0,44.0,2.0,4.0
GNB,16.0,30.0,18.0,10.0,31.0,10.0,7.0,30.0,15.0,25.0,39.0,2.0,4.0
NYJ,17.0,30.0,22.0,4.0,20.0,18.0,15.0,20.0,16.0,42.0,41.0,2.0,1.0
SFO,20.0,34.0,26.0,4.0,39.0,19.0,2.0,25.0,15.0,30.0,36.0,2.0,1.0
ATL,17.0,30.0,24.0,6.0,10.0,23.0,20.0,24.0,19.0,36.0,43.0,1.0,3.0
DEN,19.0,35.0,26.0,11.0,24.0,25.0,13.0,22.0,17.0,29.0,37.0,3.0,4.0
MIN,22.0,40.0,30.0,8.0,31.0,22.0,18.0,26.0,16.0,34.0,35.0,3.0,7.0
