Team,QB,WR,RB,TE,OG,OT,C,DE,DT,LB,DB,P,K
OAK,0.0,12.0,7.0,1.0,4.0,12.0,4.0,18.0,18.0,23.0,33.0,4.0,3.0
TAM,5.0,13.0,9.0,3.0,11.0,11.0,5.0,17.0,14.0,27.0,34.0,2.0,3.0
CLE,7.0,13.0,7.0,8.0,24.0,6.0,1.0,21.0,19.0,21.0,33.0,2.0,2.0
HOU,11.0,18.0,15.0,5.0,3.0,22.0,12.0,17.0,11.0,22.0,26.0,2.0,3.0
TEN,11.0,17.0,13.0,6.0,7.0,20.0,9.0,18.0,9.0,21.0,33.0,2.0,2.0
SFO,10.0,16.0,19.0,5.0,24.0,13.0,1.0,12.0,19.0,15.0,29.0,3.0,3.0
GNB,9.0,19.0,13.0,4.0,7.0,14.0,6.0,7.0,34.0,23.0,31.0,3.0,1.0
ARI,13.0,27.0,12.0,2.0,11.0,23.0,8.0,22.0,15.0,18.0,27.0,2.0,3.0
WAS,11.0,17.0,20.0,7.0,16.0,21.0,8.0,14.0,15.0,22.0,29.0,2.0,2.0
DET,13.0,23.0,13.0,5.0,12.0,19.0,10.0,21.0,10.0,23.0,29.0,3.0,5.0
CAR,9.0,18.0,13.0,2.0,12.0,12.0,8.0,28.0,19.0,20.0,43.0,3.0,5.0
BUF,10.0,23.0,11.0,2.0,16.0,14.0,8.0,24.0,16.0,27.0,35.0,2.0,5.0
ATL,16.0,13.0,16.0,9.0,15.0,17.0,9.0,15.0,17.0,30.0,35.0,0.0,3.0
MIN,6.0,12.0,15.0,3.0,13.0,15.0,9.0,18.0,31.0,36.0,33.0,2.0,3.0
MIA,6.0,17.0,10.0,6.0,1.0,23.0,11.0,41.0,10.0,31.0,36.0,2.0,2.0
SEA,11.0,25.0,11.0,4.0,11.0,20.0,10.0,18.0,20.0,37.0,28.0,3.0,3.0
NYG,11.0,21.0,24.0,8.0,16.0,19.0,10.0,25.0,12.0,23.0,29.0,1.0,4.0
LAR,15.0,28.0,23.0,3.0,12.0,21.0,13.0,8.0,17.0,32.0,27.0,2.0,4.0
NYJ,12.0,26.0,15.0,3.0,17.0,19.0,10.0,19.0,14.0,26.0,41.0,2.0,4.0
DEN,9.0,22.0,17.0,5.0,9.0,18.0,16.0,21.0,15.0,34.0,38.0,2.0,5.0
KAN,13.0,18.0,19.0,10.0,14.0,16.0,15.0,23.0,16.0,27.0,36.0,3.0,2.0
CIN,15.0,33.0,16.0,5.0,15.0,28.0,7.0,18.0,16.0,25.0,31.0,3.0,3.0
PHI,16.0,21.0,20.0,7.0,10.0,44.0,1.0,11.0,19.0,35.0,41.0,2.0,2.0
PIT,13.0,27.0,17.0,4.0,31.0,16.0,3.0,20.0,12.0,41.0,41.0,2.0,2.0
DAL,16.0,31.0,17.0,9.0,23.0,35.0,2.0,39.0,6.0,16.0,32.0,4.0,2.0
NOR,16.0,28.0,25.0,4.0,20.0,25.0,10.0,30.0,11.0,28.0,34.0,2.0,4.0
IND,20.0,37.0,24.0,13.0,23.0,27.0,17.0,23.0,6.0,13.0,36.0,2.0,4.0
JAX,15.0,21.0,26.0,6.0,30.0,20.0,2.0,25.0,22.0,30.0,45.0,1.0,4.0
BAL,12.0,20.0,15.0,9.0,15.0,19.0,7.0,34.0,33.0,31.0,47.0,2.0,5.0
NWE,14.0,20.0,22.0,12.0,32.0,15.0,11.0,5.0,39.0,44.0,46.0,1.0,2.0
CHI,11.0,22.0,17.0,6.0,10.0,19.0,23.0,23.0,25.0,49.0,51.0,3.0,5.0
LAC,18.0,27.0,35.0,15.0,19.0,25.0,18.0,7.0,30.0,36.0,31.0,2.0,4.0
