Team,QB,WR,RB,TE,OG,OT,C,DE,DT,LB,DB,P,K
DET,8.0,19.0,10.0,3.0,11.0,16.0,7.0,20.0,4.0,17.0,20.0,2.0,5.0
CIN,5.0,12.0,5.0,3.0,5.0,14.0,5.0,16.0,14.0,28.0,38.0,0.0,3.0
KAN,10.0,15.0,11.0,10.0,6.0,14.0,14.0,13.0,15.0,18.0,24.0,2.0,1.0
LAR,6.0,15.0,12.0,3.0,3.0,16.0,12.0,18.0,9.0,24.0,28.0,5.0,4.0
SEA,5.0,12.0,14.0,6.0,7.0,24.0,4.0,15.0,16.0,24.0,30.0,2.0,4.0
CLE,5.0,11.0,11.0,5.0,16.0,9.0,10.0,17.0,28.0,20.0,32.0,3.0,3.0
OAK,8.0,13.0,14.0,7.0,5.0,17.0,6.0,18.0,17.0,25.0,37.0,5.0,2.0
DEN,15.0,28.0,13.0,9.0,8.0,22.0,20.0,9.0,9.0,23.0,23.0,3.0,1.0
JAX,13.0,19.0,15.0,7.0,16.0,20.0,7.0,22.0,10.0,22.0,29.0,2.0,2.0
CHI,10.0,9.0,14.0,8.0,8.0,16.0,14.0,20.0,14.0,32.0,43.0,1.0,4.0
SFO,13.0,21.0,15.0,4.0,22.0,13.0,5.0,23.0,15.0,23.0,33.0,3.0,4.0
WAS,10.0,17.0,14.0,7.0,15.0,12.0,6.0,23.0,19.0,32.0,39.0,1.0,1.0
BUF,11.0,21.0,17.0,5.0,8.0,26.0,8.0,20.0,18.0,24.0,36.0,2.0,2.0
GNB,14.0,28.0,13.0,5.0,9.0,24.0,8.0,3.0,31.0,23.0,41.0,1.0,2.0
TAM,9.0,18.0,17.0,6.0,11.0,21.0,8.0,27.0,10.0,25.0,46.0,3.0,2.0
ARI,17.0,40.0,15.0,2.0,28.0,18.0,1.0,27.0,7.0,14.0,31.0,2.0,4.0
HOU,15.0,29.0,16.0,9.0,19.0,28.0,1.0,20.0,14.0,22.0,28.0,2.0,4.0
DAL,11.0,18.0,15.0,10.0,16.0,29.0,0,48.0,2.0,20.0,34.0,2.0,5.0
MIA,13.0,19.0,20.0,8.0,19.0,21.0,9.0,37.0,11.0,20.0,34.0,2.0,3.0
ATL,14.0,32.0,22.0,2.0,9.0,29.0,11.0,11.0,15.0,35.0,35.0,1.0,5.0
LAC,17.0,25.0,25.0,9.0,25.0,12.0,14.0,7.0,24.0,28.0,33.0,3.0,2.0
NYJ,12.0,24.0,22.0,9.0,21.0,9.0,18.0,39.0,16.0,15.0,37.0,1.0,3.0
PHI,12.0,23.0,14.0,6.0,13.0,25.0,5.0,18.0,22.0,37.0,52.0,2.0,3.0
CAR,13.0,29.0,21.0,4.0,10.0,29.0,11.0,23.0,15.0,28.0,42.0,2.0,5.0
MIN,10.0,18.0,19.0,8.0,20.0,9.0,15.0,27.0,31.0,28.0,40.0,3.0,4.0
NOR,17.0,29.0,22.0,12.0,23.0,36.0,1.0,20.0,13.0,25.0,32.0,2.0,3.0
IND,17.0,28.0,18.0,13.0,19.0,12.0,20.0,35.0,8.0,27.0,35.0,2.0,3.0
BAL,12.0,19.0,20.0,4.0,9.0,17.0,8.0,27.0,35.0,38.0,47.0,3.0,2.0
TEN,10.0,16.0,17.0,7.0,0,29.0,19.0,37.0,19.0,31.0,50.0,2.0,4.0
NWE,17.0,30.0,26.0,3.0,32.0,13.0,11.0,8.0,27.0,31.0,38.0,2.0,4.0
NYG,12.0,19.0,25.0,5.0,29.0,16.0,14.0,38.0,10.0,28.0,43.0,2.0,4.0
PIT,11.0,23.0,13.0,6.0,32.0,11.0,1.0,34.0,11.0,52.0,50.0,1.0,3.0
